"mtry","mincriterion","ntree","oob_r2","oob_rmse"
2,0.9,500,0.366669080899013,0.356313613584946
3,0.9,500,0.372658157421305,0.354624876755265
4,0.9,500,0.372403428715107,0.354696866189058
2,0.95,500,0.362498456895768,0.357484890396988
3,0.95,500,0.366645088383681,0.356320362646626
4,0.95,500,0.36682827831895,0.356268828330245
2,0.99,500,0.351795279513499,0.360473351983815
3,0.99,500,0.355113447297282,0.359549534490021
4,0.99,500,0.356115394174129,0.359270113583732
