X,Y,HEIGHT_M,TEMP_C_MEAN,RAIN_MM,LAND_USE,LAND_COVER,CLIMATE_CLASS,SHI_OBSERVED,POINT_ID
15.9113103575571,49.1292343056729,460.72,8.65,545.68,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.7,47522908
13.9433954315955,41.7633564128053,1135.15,8.89,1148.91,Forestry,Woodland,9,4.0,46502082
27.2102866251265,42.9361768221273,142.82,12.48,492.67,Semi-natural and natural areas not in use,Grassland,14,2.45,57162364
-4.36364682072238,42.2651756961536,795.03,11.75,413.81,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.4,31402242
0.378409072064431,44.3018781186767,58.6,13.51,722.79,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,2.25,35542404
6.59543325085003,49.017362168429,267.82,10.42,748.39,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.25,40722884
26.1090529012221,46.0559593673493,601.12,7.59,559.91,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.1,55582684
11.4144360062889,54.7957358773335,10.08,9.55,563.37,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.5,44123522
-3.51839927580128,51.9642863482931,273.14,9.31,1398.6,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.7,33983292
6.98987023056598,48.3805479907702,484.75,10.09,1002.11,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.4,40982812
23.1926537041236,53.3505415182439,160.82,7.6,595.06,Forestry,Woodland,26,3.5,51943440
24.0174299976109,54.1702997918914,120.48,7.67,581.14,Forestry,Woodland,26,2.65,52303540
17.9299243992654,52.8526508470502,92.47,8.92,513.94,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.8,48543334
26.0543448267791,43.5681206745611,257.18,11.86,535.42,Agriculture (excluding fallow land and kitchen gardens),Cropland,25,2.6,56102412
-3.77013181074841,39.2179151084447,677.16,14.84,374.64,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,2.55,31321900
27.0038879743825,47.4227113819831,104.69,10.42,507.05,Agriculture (excluding fallow land and kitchen gardens),Grassland,25,3.35,55922848
2.39372188671616,48.1593596279278,121.97,11.45,625.64,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.15,37562812
17.7585770052627,51.8885791407463,137.81,9.32,528.52,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.8,48543226
-3.85200995799025,42.5020372406937,927.63,10.49,593.36,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,3.1,31862260
27.5170914202868,42.3670163062047,105.9,13.32,494.82,Semi-natural and natural areas not in use,Grassland,14,3.2,57542308
10.2743510105111,51.6221983328779,193.74,9.52,757.42,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.75,43403168
3.96932115766643,46.0184855421437,346.94,11.37,737.47,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.8,38542564
-1.00527242940186,38.8978311193635,833.47,14.68,336.91,Fallow land,Grassland,8,3.35,33641826
-7.82932872875701,38.6192189424708,252.85,16.68,549.5,Fallow land,Grassland,8,2.85,27741908
26.5029710065126,58.7549757798036,110.89,5.85,642.05,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.25,52684072
15.0525109129451,50.12633629602,187.59,10.11,545.25,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.6,46823014
3.11525540685737,44.9901868308238,913.39,8.83,768.95,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.15,37782456
15.0301517383726,41.8413337774195,185.01,16.55,603.16,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.5,47402096
-3.90203055735231,42.2938832415573,816.52,11.53,459.63,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.55,31782238
-2.8845328098731,41.2243610383975,1168.84,11.0,506.49,Forestry,Woodland,9,3.55,32422106
8.85601381775529,40.7855371404411,182.37,15.59,631.83,Semi-natural and natural areas not in use,Grassland,8,2.95,42241966
15.0419956350128,51.6039936786326,180.16,9.47,641.58,Forestry,Woodland,15,3.3,46703178
-4.86640773092627,42.3014832094404,832.09,11.29,437.1,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.45,31002254
25.6999485240758,58.6303535062208,48.27,6.3,687.42,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.6,52264048
22.465355719809,37.8950498219753,995.99,12.76,476.0,Semi-natural and natural areas not in use,Grassland,9,3.55,54201736
14.514333129179,49.176228414662,477.89,8.45,632.95,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.55,46502906
13.1737761659539,49.2581730554358,723.77,7.64,1053.07,Forestry,Woodland,26,3.4,45522910
