X,Y,HEIGHT_M,TEMP_C_MEAN,RAIN_MM,LAND_USE,LAND_COVER,CLIMATE_CLASS,SHI_OBSERVED,POINT_ID
-0.559376491361157,46.7167140020494,199.15,11.87,857.81,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.85,35162680
-2.6471069899434,37.3944853851985,1032.54,14.43,285.39,Fallow land,Bareland,7,2.55,31981684
26.026664572593,42.5624470462204,310.46,12.97,522.85,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.0,56302302
-3.00808722662204,40.5499371765683,747.91,13.75,436.0,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.65,32202034
-4.76285499497108,39.6577066101488,749.05,14.64,558.75,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.65,30561964
17.3380859303736,49.0988531502012,354.3,9.86,539.62,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.65,48562914
-5.08784010257366,42.7815848420763,1076.51,10.01,655.85,Semi-natural and natural areas not in use,Grassland,9,2.6,30922310
14.03273650587,51.9670662039555,68.7,10.11,546.89,Forestry,Woodland,15,2.9,45983214
-2.04666967562456,41.2571178139213,812.04,12.74,372.01,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,2.65,33122098
0.583825266116607,51.1335254626981,42.21,10.91,718.06,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.75,36643156
2.87671979354131,44.6666383169836,1057.76,8.7,1217.93,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.9,37562422
25.277843140708,42.0742137592198,136.07,13.34,538.62,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.6,55802236
15.6290881817889,53.9738296100301,76.94,8.93,674.52,Forestry,Woodland,15,3.25,46903444
-2.52138942350819,42.5125068779796,389.28,12.95,578.03,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.55,32942242
-2.49433072063535,37.9278596349637,1200.65,12.77,369.15,Forestry,Woodland,8,3.75,32201740
0.108351907335112,43.3864284462008,216.79,12.94,887.68,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.3,35202306
16.3083493036321,49.6487782595866,680.14,7.6,697.32,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.4,47762968
14.717675646171,48.1406255170208,307.19,10.53,846.4,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.45,46722792
-0.687802175118394,41.1946415183114,491.98,14.71,322.22,Fallow land,Bareland,7,2.45,34242074
-2.25855169101769,48.0823294665084,78.58,11.5,791.35,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.7,34122850
21.466408525493,51.583589053101,152.06,8.77,564.23,Forestry,Woodland,26,2.5,51123226
7.4645616848882,48.6084576183214,215.45,10.85,766.66,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.65,41342836
-1.30260153726336,46.604430691109,61.59,12.49,840.54,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.65,34582676
-2.6285975672524,41.6227422142032,1014.72,11.39,520.63,Forestry,Woodland,15,2.95,32702146
-8.6779252692564,40.4912185355078,24.35,15.83,999.55,Agriculture (excluding fallow land and kitchen gardens),Grassland,9,2.25,27482128
21.2397536792223,47.6649132195092,88.58,11.03,503.0,Agriculture (excluding fallow land and kitchen gardens),Grassland,25,3.2,51622792
26.0423677343757,59.1423792270419,116.02,5.68,653.17,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.8,52324108
-4.73913661938495,42.4852535900949,888.86,11.12,464.68,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.9,31142272
-2.55856949476983,39.1275969392518,800.39,14.57,355.13,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,3.0,32341872
3.63919443735043,48.5632327158395,103.31,11.49,639.49,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.25,38522848
-4.19673168472448,42.2890438172256,815.51,11.43,439.56,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.65,31542242
23.5076457940891,51.9290503745465,150.88,8.62,552.3,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.2,52443288
-0.590413093716021,47.9115540998251,104.93,11.83,733.32,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.35,35322812
-5.76318048848108,37.5296652463785,60.88,19.17,498.76,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.9,29281750
17.5955361925977,52.1339868494277,77.05,9.54,514.61,Semi-natural and natural areas not in use,Grassland,26,2.7,48403252
-5.87743413462671,36.7362894483299,64.89,18.62,567.39,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.6,29021666
14.5455977720405,45.8937873750941,652.01,8.92,1465.95,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.1,46742542
11.3069017551493,45.1177665927705,7.96,14.12,671.66,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.75,44242446
11.863210283252,45.0552810397451,0.94,14.04,672.27,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.0,44682440
-2.70353863182315,42.6721548160111,653.66,11.4,736.86,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,3.1,32822262
-1.04529956156744,52.6045084284976,135.45,10.27,646.78,Agriculture (excluding fallow land and kitchen gardens),Bareland,15,3.1,35763334
22.2045939042545,39.3560480371621,104.14,16.1,325.73,Fallow land,Grassland,8,3.35,53741892
27.1104157348387,56.205081520013,167.94,6.46,523.27,Forestry,Woodland,26,2.9,53723804
23.7550197785569,54.6932653534861,71.17,7.59,585.79,Forestry,Woodland,26,3.85,52023594
-7.43544149918281,40.0397822214304,409.66,15.54,783.07,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,3.45,28402054
23.0677987221363,42.7533228783257,742.77,9.69,554.55,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.6,53882276
-8.94535755378177,43.0661431611071,384.28,12.8,2065.16,Forestry,Woodland,9,3.75,27922412
22.5574459368667,45.5348994691428,464.5,8.76,695.58,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.45,52982574
12.5609334307901,41.9709880486791,40.89,17.07,752.27,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.9,45342100
1.47463179143232,45.8836025150985,381.3,11.76,1032.88,Forestry,Woodland,15,3.75,36602568
-8.1663510192859,52.7117757017343,283.99,9.18,1453.66,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.85,31083442
27.3622380696612,42.2651803005563,189.14,13.03,508.84,Forestry,Woodland,14,3.4,57442294
23.0816491864666,41.582267825987,965.67,10.06,517.19,Forestry,Woodland,26,2.85,54102148
22.5751333633121,43.8010496362069,300.11,12.5,551.28,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.35,53302384
20.9572924642006,54.028446262791,104.61,8.06,626.96,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.35,50363490
7.41022876340028,52.7089190204566,21.76,10.25,784.84,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.35,41463292
23.6878310880135,55.7966150072812,106.17,7.29,538.03,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.45,51743714
-0.282979323403296,42.0747302114223,488.28,14.62,440.44,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,2.7,34702166
16.0274228247168,46.4521067624132,273.84,10.95,931.06,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.55,47842612
-2.36514625327193,37.5968397673494,1136.8,14.03,291.21,Fallow land,Bareland,7,2.9,32261702
0.650022806827189,52.4964824839328,39.37,10.64,618.84,Forestry,Woodland,15,2.7,36883306
-3.69321030377526,42.6701269940091,1004.81,10.25,699.04,Semi-natural and natural areas not in use,Shrubland,9,3.4,32022276
5.49143590644136,44.5054535273034,1030.21,9.04,1019.52,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.8,39622388
-1.49764436215393,40.2461995517289,1504.45,10.07,502.57,Semi-natural and natural areas not in use,Shrubland,15,3.4,33421980
10.1984135354027,47.3594186744041,1172.72,5.35,1991.98,Forestry,Woodland,26,3.5,43362694
25.5887364113264,55.8136645508488,145.14,6.94,600.98,Forestry,Woodland,26,3.85,52903740
26.3179664398409,43.69136837125,252.84,12.08,557.57,Agriculture (excluding fallow land and kitchen gardens),Cropland,25,2.95,56282430
25.0874799679944,46.2803957981479,450.3,8.14,471.44,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.65,54762692
-2.49287650269382,39.7580080602661,841.7,14.02,381.72,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.35,32501940
5.30774329940844,49.0247742445515,295.55,10.34,893.53,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.2,39782890
-2.19955687706719,37.5634607078287,1122.41,14.64,274.92,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,2.25,32401696
-2.16450699978344,39.1417112267259,709.48,14.91,334.66,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,3.45,32681868
19.5843682456919,51.934545385094,149.12,9.11,541.9,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.75,49783246
13.64219385632,41.5395691007027,131.54,14.94,1083.96,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.7,46262056
16.6733757745847,49.0683094514646,184.36,10.26,502.47,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.35,48082906
-1.56066562527233,43.1376079754405,236.77,12.54,1528.36,Forestry,Woodland,15,3.75,33822298
-3.22265250291131,48.1155721668193,163.73,10.99,1049.42,Forestry,Woodland,15,3.45,33422866
-1.95638057468034,47.1517633623728,28.66,12.64,783.55,Semi-natural and natural areas not in use,Grassland,15,3.6,34182744
2.41632632592037,46.3711512100446,365.82,11.13,777.98,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.9,37382614
-2.77561897527603,39.2819811519191,681.83,15.25,341.77,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,2.85,32181892
24.5359998531963,55.5367737840623,74.1,7.38,561.76,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.2,52323696
27.5444744572241,56.4225344949741,160.54,6.47,521.05,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.1,53923834
-2.58567940431252,38.9044594430657,971.58,13.51,390.58,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,3.45,32281848
-1.39401270327416,37.9202063612731,320.31,18.27,268.08,Fallow land,Bareland,7,2.55,33161724
27.0183507026304,42.7112175045896,168.63,12.23,525.97,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.05,57062336
6.16003956672109,45.7592975698255,1424.51,7.78,1511.29,Forestry,Woodland,26,3.85,40222524
-1.00624901715745,42.9626599690325,1420.78,9.07,1424.83,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.6,34242272
15.7388756546416,41.1872053508289,219.0,16.15,599.68,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.05,48042028
21.3207979842405,46.5661523877085,89.27,11.59,525.76,Agriculture (excluding fallow land and kitchen gardens),Grassland,14,3.5,51862672
13.0194002560402,49.8743591795926,463.54,8.16,542.81,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.5,45382978
15.0611058901733,48.6121301544871,609.28,8.22,738.88,Forestry,Woodland,26,3.75,46942846
-8.6716961862692,42.0640722174892,143.72,15.29,1531.56,Forestry,Woodland,9,3.75,27882298
-0.43942937848206,39.8546992346995,395.43,15.89,410.5,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,2.25,34261924
21.270461742648,49.133059686059,496.63,8.12,757.86,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.2,51402954
11.3077492500215,45.1538126934418,11.82,14.12,671.66,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.8,44242450
16.4402525103651,48.7571636204299,178.96,10.8,509.9,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.8,47942870
-8.62161343688363,37.3367643502971,372.88,15.88,590.39,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,3.45,26761786
19.7395847225767,51.4327397776297,186.36,8.81,569.78,Semi-natural and natural areas not in use,Grassland,26,3.25,49963192
-1.97556767108007,39.1288709994312,691.09,15.16,331.66,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,2.55,32841864
16.2588745985175,50.3369419571696,584.22,7.39,803.73,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.75,47663044
-5.26532974623156,38.678789841573,511.79,16.55,414.48,Forestry,Woodland,8,3.0,29941866
-2.24314654397969,40.6668875007267,1300.3,10.77,574.22,Semi-natural and natural areas not in use,Woodland,9,3.4,32862036
-1.96211289527808,40.4459731681733,1315.97,9.66,593.05,Agriculture (excluding fallow land and kitchen gardens),Grassland,9,3.85,33062008
-2.38026070484466,40.9967094607957,1146.23,11.07,487.69,Semi-natural and natural areas not in use,Shrubland,9,3.75,32802074
15.3391935934888,48.9236233729993,452.92,8.76,644.39,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.2,47122882
0.553922147016212,42.6295645737935,1378.67,4.71,1121.24,Semi-natural and natural areas not in use,Woodland,15,3.9,35462218
19.1168906846163,46.1605081697011,131.24,11.58,558.36,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.4,50242604
1.49523828965525,47.22490880393,127.91,12.07,658.59,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.65,36782716
-7.66365768229623,41.4374771226308,733.35,12.14,1070.79,Semi-natural and natural areas not in use,Shrubland,9,3.5,28542210
-2.51419958820464,39.261446296028,711.82,15.05,349.83,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,3.3,32401886
14.6852259726141,37.8683453135116,1224.67,12.8,769.75,Agriculture (excluding fallow land and kitchen gardens),Grassland,9,2.9,47361656
-0.665075702636936,49.2833541749635,58.16,11.48,772.78,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.95,35482964
28.4148759299668,44.3281245579319,63.83,12.43,433.02,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.25,57762538
-5.01817064581836,40.7380639302025,1157.57,11.56,409.8,Fallow land,Bareland,9,2.25,30562086
23.5076936084238,40.4272162820061,835.55,12.61,378.89,Forestry,Woodland,9,2.75,54662028
-2.13490579939474,39.8583309895573,1027.46,13.2,447.31,Semi-natural and natural areas not in use,Grassland,8,3.85,32821946
-7.94658215980325,42.3826441466778,391.19,14.26,961.7,Forestry,Woodland,9,3.45,28542318
11.0880854393591,45.6069332551518,1092.09,8.82,1496.52,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.9,44062500
4.1253769124785,50.1950699769357,239.42,10.02,921.74,Forestry,Woodland,15,3.4,39023026
15.5468768783868,49.3101506574639,623.08,8.04,645.86,Forestry,Woodland,26,3.75,47242926
-6.04551610962769,41.3466750279463,822.32,12.45,495.12,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.6,29842170
10.014726132615,52.5032737940694,54.57,10.23,671.36,Forestry,Woodland,15,2.8,43223266
-4.77088168825076,37.0839561866564,419.35,17.05,435.38,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.5,30061684
-3.9405680997662,42.5629311167266,897.03,10.83,559.7,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.85,31802268
3.81907617703519,45.973729794388,1059.59,9.1,1054.15,Forestry,Woodland,15,3.75,38422560
-0.12573038185074,44.998213885669,46.4,13.65,793.05,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.0,35242486
11.2894817004368,45.4604836296788,49.27,13.75,885.84,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.55,44222484
21.3029967432231,51.9809364607542,94.49,8.87,548.67,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.05,50943268
0.350507424011349,44.3174273662913,29.54,13.51,722.79,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,2.4,35522406
15.4291047741676,46.2133504903406,268.21,10.75,1113.68,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.15,47402582
0.094162752311032,51.1288146217633,101.32,11.02,778.13,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.3,36303160
24.448111764718,45.7845137293411,479.69,9.75,553.58,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.0,54382628
-1.27511980509661,40.3268995224705,1143.78,11.95,380.74,Fallow land,Bareland,15,2.9,33621986
-3.5061139887302,48.3544622588605,137.56,11.27,1050.37,Agriculture (excluding fallow land and kitchen gardens),Bareland,15,3.05,33262896
24.7952918336705,57.7423695605005,74.0,6.74,630.7,Forestry,Woodland,26,3.65,51963940
-3.33250853557666,42.4993338845606,846.61,11.03,625.15,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.95,32282252
-2.26674050891404,42.233804660271,1156.21,11.0,538.77,Agriculture (excluding fallow land and kitchen gardens),Shrubland,15,3.95,33102208
-2.07634882867901,54.9961121649639,154.75,9.01,802.12,Agriculture (excluding fallow land and kitchen gardens),Grassland,15,3.6,35523608
15.068765744477,52.3593289517881,149.38,9.49,575.32,Forestry,Woodland,15,3.3,46663262
12.3686999545754,53.001195954534,47.53,9.57,597.63,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.6,44803324
19.9402755814674,52.2129154011643,100.39,9.15,511.85,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.7,49983280
15.1112730950549,50.411999658325,257.45,9.35,654.47,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,2.7,46843046
16.5239227088162,48.7703323729535,214.61,10.39,534.29,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.55,48002872
19.4560525174177,50.0620459844117,238.66,9.28,756.05,Semi-natural and natural areas not in use,Woodland,26,3.65,49963038
-0.847671901827442,47.5958094963147,50.98,12.23,706.87,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.05,35082780
-0.236833722525758,41.369771055663,340.37,15.52,286.35,Fallow land,Bareland,7,2.85,34642088
23.9041919437693,37.8593878864861,192.52,17.56,257.33,Semi-natural and natural areas not in use,Woodland,8,3.15,55461754
16.0474571540393,47.7687946926287,444.27,10.46,766.7,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.85,47742758
20.5239606931224,50.2942887675139,208.36,8.9,618.28,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.4,50683074
-4.47201742239407,43.3114522748802,76.78,13.82,1032.41,Semi-natural and natural areas not in use,Woodland,15,2.6,31522358
-4.47865685195027,37.5340770699161,534.47,17.16,499.5,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,3.0,30401728
3.43922407037308,46.3304075705129,282.19,11.6,733.59,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.8,38162602
-2.41240084549319,48.5927986202485,78.26,11.53,747.91,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.65,34102908
-7.81880867458283,40.5420390767959,364.33,14.88,1023.89,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,3.05,28202116
-2.22549315562242,39.5910626406978,859.99,14.13,369.29,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.7,32701918
21.1221234101685,46.7505539176382,85.17,11.53,522.32,Fallow land,Grassland,14,3.15,51682690
-2.60030745588383,38.7378119800437,1013.92,14.14,400.82,Fallow land,Bareland,8,2.95,32241830
26.311582274691,40.9718165245743,104.39,15.57,478.08,Forestry,Woodland,8,3.4,56882134
1.97492348372456,49.0877427123814,86.98,11.23,642.77,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.8,37362918
19.9908935929431,47.0613942218553,94.8,11.62,499.62,Forestry,Woodland,25,2.7,50782712
14.1914987446931,46.6478012218035,533.46,9.9,1033.31,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.4,46422624
-5.82195614774061,41.1440189698568,818.65,12.58,411.33,Agriculture (excluding fallow land and kitchen gardens),Grassland,9,2.8,29982144
-3.63152768583052,38.7794529096407,656.03,15.6,374.61,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,2.85,31361850
7.0371773016132,43.7848018882548,1020.51,12.36,1035.06,Forestry,Woodland,9,3.6,40822302
28.0788415399583,43.3735611756171,65.33,12.88,436.57,Semi-natural and natural areas not in use,Shrubland,14,3.2,57742428
8.78769098096608,40.6580544573668,355.7,15.34,644.36,Fallow land,Grassland,8,3.0,42181952
5.88992974944321,51.8564008024804,9.0,10.6,834.18,Semi-natural and natural areas not in use,Grassland,15,2.65,40383202
0.075602359341291,41.9654378620248,325.1,14.72,381.74,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.1,34982150
-0.256376818329467,53.8173548322404,10.5,10.38,645.81,Agriculture (excluding fallow land and kitchen gardens),Bareland,15,2.95,36483460
1.54647165155059,43.5700111091221,155.74,13.8,613.04,Fallow land,Grassland,14,2.65,36382312
24.3066456047592,54.1915045539246,138.64,7.73,577.59,Forestry,Woodland,26,2.55,52483546
-3.13178123305699,40.1126155287758,574.68,15.17,339.78,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,2.7,32021988
15.4265590893217,46.7008005136182,469.81,10.35,972.6,Forestry,Woodland,26,3.45,47362636
-3.77375174732831,40.0053534745015,614.21,15.81,344.42,Agriculture (excluding fallow land and kitchen gardens),Cropland,7,2.7,31461986
-3.7492379271559,42.0589460058959,888.29,11.64,453.33,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.7,31862210
10.7790550973307,47.2667936174753,781.01,7.17,1026.52,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.85,43802684
11.6514091825827,44.7522751473358,6.75,14.18,610.06,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.5,44522406
5.93105757087524,47.77007918395,248.89,10.87,884.64,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.3,40162748
19.4612252892614,47.5078124156698,188.99,10.94,528.13,Forestry,Woodland,26,3.3,50322756
21.1950019264749,56.1504786928779,23.63,8.38,720.98,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.15,50143726
11.0500499902434,46.2920052140137,589.09,10.66,1018.91,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.05,44022576
13.5468477510758,48.3286205649952,431.87,10.02,874.61,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.7,45842808
24.4069635922535,44.0526703214104,84.33,12.38,508.66,Agriculture (excluding fallow land and kitchen gardens),Cropland,25,3.2,54702438
-2.37013887651065,41.5457663079811,1011.03,11.4,443.13,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.15,32902134
22.2548157085017,56.7085926068859,72.6,7.28,594.55,Forestry,Woodland,26,3.75,50683798
9.42471658210351,40.5009540847461,523.82,14.68,692.7,Agriculture (excluding fallow land and kitchen gardens),Grassland,8,3.45,42721934
-3.34942335790385,43.2279005889498,305.65,12.73,1202.96,Semi-natural and natural areas not in use,Woodland,15,3.75,32402332
-0.797199626983613,40.581391319212,1256.27,10.23,458.29,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.85,34062008
-6.6994878385522,41.6794171414102,795.4,13.26,681.36,Fallow land,Bareland,9,3.0,29382218
-3.10926917040103,39.3103188403875,637.57,15.6,317.57,Agriculture (excluding fallow land and kitchen gardens),Bareland,7,3.25,31901900
-2.35606636262881,39.0441032553484,892.51,13.97,362.96,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.65,32501860
25.9217724205441,44.3598775040832,81.41,11.65,574.6,Semi-natural and natural areas not in use,Grassland,25,3.25,55822496
26.1250789055986,41.4623465676054,257.26,14.67,521.4,Forestry,Woodland,8,3.25,56622184
-2.05950709415311,38.6977819530239,1126.64,14.0,365.02,Semi-natural and natural areas not in use,Grassland,8,3.75,32701818
-2.6379742839021,40.9639368859861,1120.38,11.37,483.6,Semi-natural and natural areas not in use,Shrubland,8,3.6,32582074
-4.46045297176818,41.6467314156356,806.92,12.37,398.12,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,3.1,31202176
24.5759030436184,42.1244889933235,178.35,13.22,473.08,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.2,55222230
23.2525816809171,38.6312006850943,217.46,16.61,216.97,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,3.0,54761828
-2.39285431317702,38.1243037317448,1255.12,12.32,400.7,Semi-natural and natural areas not in use,Shrubland,8,3.75,32321760
-4.47849302225741,42.2302686124038,799.81,11.79,408.25,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,3.0,31302240
15.9998509431589,49.1786329336953,509.35,8.65,545.68,Forestry,Woodland,26,3.4,47582914
1.1163808980932,44.4222972091491,147.13,13.4,749.18,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,3.1,36142410
22.87160823038,52.4926952172166,170.6,8.17,571.79,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.0,51903342
-0.934942755715894,43.2433396070438,166.98,13.28,1242.91,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.6,34342302
9.57516699595541,45.9179947786345,1366.74,7.27,1219.75,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.6,42882534
22.9019312306286,41.8798614882793,1183.42,9.02,540.82,Forestry,Woodland,26,3.9,53902178
22.1146431442634,56.6854119398997,36.13,7.39,599.57,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.5,50603794
21.7860551518232,50.7882390761814,208.69,8.78,561.84,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.85,51483142
-4.66803920545426,40.4794336126169,1027.7,13.31,486.64,Agriculture (excluding fallow land and kitchen gardens),Cropland,8,2.9,30802052
-0.979287946647441,40.6705530457323,1213.63,10.91,419.08,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.7,33922020
14.9011370142432,49.1960199815235,482.68,8.52,648.76,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.95,46782910
23.359447981152,53.5874362428977,145.4,7.55,597.57,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.75,52003468
15.172359505472,45.9734151629537,253.73,11.1,1130.62,Agriculture (excluding fallow land and kitchen gardens),Cropland,14,3.5,47222554
18.9718679950339,51.3678463417545,168.04,9.23,573.36,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.95,49443178
16.8869132746666,50.1925139845566,858.47,6.24,1005.26,Forestry,Woodland,26,3.65,48123032
-4.32275963741804,42.197811841244,778.83,11.49,410.18,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,3.0,31422234
9.9842324352006,55.3788809365554,52.41,9.25,693.4,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.65,43203586
21.6895603835725,45.3621502283224,193.85,11.77,616.4,Semi-natural and natural areas not in use,Grassland,14,3.05,52342544
22.0543369756756,48.7052900145965,101.14,10.2,647.96,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.35,52042916
26.0249479179554,56.3102384747137,101.96,6.88,552.28,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.3,53043800
21.9025872304738,51.9033294411078,200.24,8.49,571.38,Forestry,Woodland,26,3.5,51363266
-3.41764669193706,40.7873328162767,873.45,13.85,459.67,Fallow land,Bareland,8,2.3,31902066
3.01530514796702,47.7671015802027,197.41,11.21,771.54,Agriculture (excluding fallow land and kitchen gardens),Cropland,15,2.95,37982764
-1.11287519281456,41.0201450999637,1174.0,11.04,455.03,Semi-natural and natural areas not in use,Shrubland,15,2.9,33862060
21.8327096270769,38.8540933216795,1411.94,10.33,596.38,Forestry,Woodland,9,3.1,53501832
3.40205688988943,43.8509899885889,767.9,11.29,1259.35,Agriculture (excluding fallow land and kitchen gardens),Shrubland,9,3.85,37902328
-4.42280780413742,42.0002503259204,762.1,11.74,396.13,Agriculture (excluding fallow land and kitchen gardens),Cropland,9,2.8,31302214
22.0038509812728,47.9287068352916,133.41,10.59,541.2,Forestry,Woodland,25,2.3,52142830
23.292834680514,38.3690132002914,102.54,16.84,232.54,Agriculture (excluding fallow land and kitchen gardens),Bareland,8,2.65,54841800
