X,Y,POINT_ID,HEIGHT_M,TEMP_C_MEAN,RAIN_MM,LAND_USE,LAND_COVER,CLIMATE_CLASS,SHI_OBSERVED
25.0136985803354,55.6819475036406,52583718,108.5,7.22,585.65,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.75
25.067767726023,55.4005177874205,52683688,117.88,7.28,584.82,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.0
23.3912582610466,55.9744948603572,51523730,109.29,7.21,558.19,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.7
23.2820125865526,55.2742481816744,51603652,116.7,7.5,583.98,Forestry,Woodland,26,3.05
23.3630504985016,55.2290935343706,51663648,86.93,7.48,579.36,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.3
23.5357231936458,55.265228496695,51763654,80.61,7.54,560.33,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.65
23.7835341589293,55.1467298872684,51943644,48.03,7.72,549.27,Agriculture (excluding fallow land and kitchen gardens),Bareland,26,3.3
24.0616014315502,55.2983803979068,52083664,49.64,7.61,542.2,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.25
24.2827859724261,55.1086144036112,52263646,79.06,7.54,565.15,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.1
24.3941944084594,55.1506266028344,52323652,92.44,7.5,571.14,Forestry,Woodland,26,3.4
24.134086311127,55.9485168053626,51983736,50.29,7.43,524.13,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.45
24.2283828765866,55.9379361099953,52043736,49.12,7.47,525.09,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.95
24.07760677018,55.9731059555449,51943738,52.05,7.42,524.16,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.95
23.9580737682427,56.0046318145119,51863740,52.8,7.28,527.72,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.5
24.8514482681803,55.9394361394785,52423744,75.43,7.27,572.78,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.2
24.8649732011482,55.9744920651666,52423748,75.2,7.27,572.78,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,2.7
24.1226766034224,56.0961123288563,51943752,52.77,7.28,523.81,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.75
24.6336041147334,56.0564362669195,52263754,53.33,7.27,558.94,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.85
24.8044818866294,56.0732047532622,52363758,62.51,7.23,580.65,Agriculture (excluding fallow land and kitchen gardens),Grassland,26,3.85
23.8955172925822,56.1943175997279,51783760,50.81,7.33,524.97,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.05
24.4644372421963,56.1307907853418,52143760,35.91,7.38,531.98,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.2
23.9845073988184,56.257701301523,51823768,46.71,7.31,519.93,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,3.7
24.1941892902173,56.2893703889857,51943774,32.94,7.36,511.32,Agriculture (excluding fallow land and kitchen gardens),Cropland,26,4.0
