"Variable","Importance","Importance_Cond","Importance_Pct"
"spatial_trend",0.0510259049656997,0.0109017648842827,44.1543528028299
"land_cover",0.0310806033251336,0.00664193081014677,26.8950433209419
"rain_mmsqm_mean_1995_2024",0.0137003126599746,0.00155232555239545,11.855320137962
"height_m",0.00852163675832505,0.00147463644240168,7.37404571535929
"land_use",0.00548771995684546,0.000335198642104923,4.74870015966531
"temp_c_mean_1995_2024",0.00383339728348915,0.000395266161647237,3.31716166920252
"climate_name",0.0019129952767443,6.72355103001956e-05,1.65537619403899
