POINT_ID,SHI,hoehe_m,Landuse,Landcover
26762002,2.8,47.67,Agriculture (excluding fallow land and kitchen gardens),Cropland
27842416,3.75,263.47,Forestry,Woodland
26942016,2.75,181.13,Forestry,Woodland
26962018,3.7,206.24,Forestry,Woodland
30303360,3.75,222.32,Agriculture (excluding fallow land and kitchen gardens),Grassland
27922412,3.75,384.28,Forestry,Woodland
27962406,3.85,317.65,Agriculture (excluding fallow land and kitchen gardens),Cropland
26881938,2.85,18.48,Forestry,Woodland
28002400,3.75,321.1,Agriculture (excluding fallow land and kitchen gardens),Cropland
27122016,3.15,111.11,Agriculture (excluding fallow land and kitchen gardens),Cropland
27162028,3.45,304.08,Agriculture (excluding fallow land and kitchen gardens),Cropland
27402128,2.45,16.68,Forestry,Woodland
28102420,3.65,191.29,Forestry,Woodland
27061970,2.7,21.95,Agriculture (excluding fallow land and kitchen gardens),Cropland
28022380,3.9,316.72,Agriculture (excluding fallow land and kitchen gardens),Cropland
28082404,3.6,414.62,Forestry,Woodland
27462138,2.45,20.07,Forestry,Woodland
26741814,2.75,73.81,Agriculture (excluding fallow land and kitchen gardens),Cropland
27722242,3.9,59.72,Agriculture (excluding fallow land and kitchen gardens),Cropland
27202006,3.5,92.78,Fallow land,Grassland
27482128,2.25,24.35,Agriculture (excluding fallow land and kitchen gardens),Grassland
27702222,3.75,66.31,Agriculture (excluding fallow land and kitchen gardens),Cropland
27882298,3.75,143.72,Forestry,Woodland
27722228,3.9,48.04,Agriculture (excluding fallow land and kitchen gardens),Cropland
27762242,3.45,144.59,Forestry,Woodland
27742232,3.35,150.53,Forestry,Woodland
26761786,3.45,372.88,Agriculture (excluding fallow land and kitchen gardens),Cropland
27302020,3.0,97.16,Agriculture (excluding fallow land and kitchen gardens),Cropland
27522114,2.4,69.22,Forestry,Woodland
27001882,2.6,91.16,Agriculture (excluding fallow land and kitchen gardens),Cropland
27201962,2.3,50.65,Forestry,Woodland
27542110,2.5,78.71,Agriculture (excluding fallow land and kitchen gardens),Cropland
27562118,2.85,69.61,Agriculture (excluding fallow land and kitchen gardens),Cropland
31103548,3.8,85.07,Agriculture (excluding fallow land and kitchen gardens),Grassland
30623360,3.85,64.58,Agriculture (excluding fallow land and kitchen gardens),Grassland
28322424,3.75,333.3,Forestry,Woodland
28222378,3.55,285.5,Forestry,Woodland
26841764,3.75,12.29,Agriculture (excluding fallow land and kitchen gardens),Cropland
28142338,3.9,366.87,Semi-natural and natural areas not in use,Shrubland
28162332,3.75,483.15,Agriculture (excluding fallow land and kitchen gardens),Grassland
28362414,3.45,319.48,Forestry,Woodland
27281940,2.5,138.92,Forestry,Woodland
28342404,3.85,311.97,Forestry,Woodland
30663346,3.75,125.52,Agriculture (excluding fallow land and kitchen gardens),Grassland
27241916,3.3,169.01,Forestry,Woodland
28422424,2.4,43.36,Agriculture (excluding fallow land and kitchen gardens),Cropland
28262354,3.85,545.03,Forestry,Woodland
27081828,2.35,123.33,Forestry,Woodland
31063480,3.35,32.91,Agriculture (excluding fallow land and kitchen gardens),Grassland
28362378,3.65,304.74,Forestry,Woodland
27101814,3.3,187.34,Forestry,Woodland
27341920,2.75,233.12,Agriculture (excluding fallow land and kitchen gardens),Cropland
27181846,2.65,63.86,Agriculture (excluding fallow land and kitchen gardens),Cropland
28282334,3.55,672.54,Forestry,Woodland
27221858,2.6,77.01,Agriculture (excluding fallow land and kitchen gardens),Grassland
28402378,3.4,260.33,Semi-natural and natural areas not in use,Woodland
30823370,3.9,137.99,Agriculture (excluding fallow land and kitchen gardens),Grassland
28382362,3.65,397.97,Agriculture (excluding fallow land and kitchen gardens),Cropland
27161812,3.15,165.91,Agriculture (excluding fallow land and kitchen gardens),Cropland
27902146,3.65,299.58,Forestry,Woodland
27561988,3.05,175.54,Forestry,Woodland
27061758,3.25,133.46,Agriculture (excluding fallow land and kitchen gardens),Cropland
27381902,2.6,201.36,Forestry,Woodland
27722056,3.15,358.19,Forestry,Woodland
27221822,2.65,187.12,Forestry,Woodland
27421902,2.3,194.43,Agriculture (excluding fallow land and kitchen gardens),Grassland
31083442,3.85,283.99,Agriculture (excluding fallow land and kitchen gardens),Grassland
28582414,3.4,121.08,Forestry,Woodland
28482368,3.8,337.95,Agriculture (excluding fallow land and kitchen gardens),Cropland
27561952,2.2,111.01,Forestry,Woodland
27201772,3.3,519.85,Forestry,Woodland
27461892,2.9,184.26,Forestry,Woodland
28022146,3.55,404.31,Forestry,Woodland
27922096,3.45,274.57,Forestry,Woodland
27481894,2.95,173.92,Forestry,Woodland
28402306,3.65,396.73,Forestry,Woodland
28742448,3.85,199.1,Agriculture (excluding fallow land and kitchen gardens),Grassland
27501892,2.4,196.34,Agriculture (excluding fallow land and kitchen gardens),Grassland
28482326,3.45,439.03,Forestry,Woodland
27241758,3.2,148.01,Agriculture (excluding fallow land and kitchen gardens),Cropland
28042122,3.4,297.13,Forestry,Woodland
28022110,3.55,268.06,Forestry,Woodland
27321784,2.25,355.29,Agriculture (excluding fallow land and kitchen gardens),Grassland
31163428,3.8,99.33,Agriculture (excluding fallow land and kitchen gardens),Grassland
28822460,3.75,331.7,Forestry,Woodland
27862032,2.6,475.56,Forestry,Woodland
27681946,2.6,100.28,Agriculture (excluding fallow land and kitchen gardens),Cropland
27922046,3.45,490.36,Forestry,Woodland
27401804,2.45,230.79,Forestry,Woodland
28542318,3.45,391.19,Forestry,Woodland
28102114,3.2,379.47,Forestry,Woodland
27481828,3.35,128.42,Forestry,Woodland
31123392,3.9,39.12,Agriculture (excluding fallow land and kitchen gardens),Grassland
28602334,3.55,787.99,Forestry,Woodland
27321748,3.8,214.89,Agriculture (excluding fallow land and kitchen gardens),Cropland
27641896,2.45,224.05,Agriculture (excluding fallow land and kitchen gardens),Cropland
28802416,3.75,551.34,Forestry,Woodland
28362220,2.9,203.75,Agriculture (excluding fallow land and kitchen gardens),Cropland
31163396,3.85,59.34,Agriculture (excluding fallow land and kitchen gardens),Grassland
27421780,2.4,254.03,Forestry,Woodland
27541828,2.65,166.17,Agriculture (excluding fallow land and kitchen gardens),Grassland
27661882,3.55,324.64,Forestry,Woodland
28562290,3.7,794.85,Semi-natural and natural areas not in use,Woodland
27501802,2.95,182.0,Agriculture (excluding fallow land and kitchen gardens),Grassland
28762374,3.65,610.89,Forestry,Woodland
27741908,2.85,252.85,Fallow land,Grassland
27541810,3.25,156.56,Forestry,Woodland
28202116,3.05,364.33,Agriculture (excluding fallow land and kitchen gardens),Cropland
27561812,2.4,164.14,Forestry,Woodland
28102060,3.15,511.89,Forestry,Woodland
27421740,2.9,61.45,Forestry,Woodland
27741890,2.3,188.89,Fallow land,Grassland
27541792,2.25,162.93,Agriculture (excluding fallow land and kitchen gardens),Grassland
28282136,3.45,600.87,Forestry,Woodland
27921970,3.0,183.93,Agriculture (excluding fallow land and kitchen gardens),Grassland
27781902,2.35,230.0,Agriculture (excluding fallow land and kitchen gardens),Cropland
28742340,3.35,555.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
27901954,2.45,182.4,Agriculture (excluding fallow land and kitchen gardens),Cropland
27881938,3.0,235.57,Forestry,Woodland
27741866,3.3,349.27,Forestry,Woodland
28902396,3.75,498.98,Forestry,Woodland
28142050,3.75,475.81,Forestry,Woodland
27601794,2.85,137.31,Semi-natural and natural areas not in use,Shrubland
28362148,3.2,793.09,Forestry,Woodland
28262098,3.65,826.06,Forestry,Woodland
28782334,3.5,543.23,Agriculture (excluding fallow land and kitchen gardens),Grassland
28602250,3.65,1026.99,Fallow land,Grassland
27821886,2.7,186.7,Agriculture (excluding fallow land and kitchen gardens),Cropland
28722300,3.5,630.93,Forestry,Woodland
28662272,2.55,643.92,Fallow land,Grassland
28182048,3.35,325.48,Forestry,Woodland
28122020,2.3,216.5,Forestry,Woodland
28542210,3.5,733.35,Semi-natural and natural areas not in use,Shrubland
28622242,3.6,1120.05,Semi-natural and natural areas not in use,Shrubland
28742296,3.55,558.08,Forestry,Woodland
28642250,3.15,926.91,Agriculture (excluding fallow land and kitchen gardens),Grassland
27741830,2.8,141.06,Agriculture (excluding fallow land and kitchen gardens),Cropland
29002406,3.65,518.26,Forestry,Woodland
28942378,3.45,452.17,Forestry,Woodland
28602222,3.3,683.77,Semi-natural and natural areas not in use,Grassland
29042420,3.75,531.43,Semi-natural and natural areas not in use,Shrubland
28782298,3.85,546.48,Agriculture (excluding fallow land and kitchen gardens),Grassland
28762288,3.45,763.52,Semi-natural and natural areas not in use,Woodland
28262056,3.55,418.27,Forestry,Woodland
28582198,3.4,547.47,Semi-natural and natural areas not in use,Woodland
27641752,3.4,168.56,Forestry,Woodland
27821838,3.05,167.09,Fallow land,Grassland
29082418,3.85,635.61,Agriculture (excluding fallow land and kitchen gardens),Grassland
28282042,3.3,336.04,Agriculture (excluding fallow land and kitchen gardens),Grassland
27801810,3.55,212.12,Forestry,Woodland
27881848,2.55,163.84,Agriculture (excluding fallow land and kitchen gardens),Cropland
28962348,3.65,581.23,Forestry,Woodland
27781794,2.4,98.2,Agriculture (excluding fallow land and kitchen gardens),Grassland
27841822,3.2,160.93,Agriculture (excluding fallow land and kitchen gardens),Grassland
28622188,3.3,566.75,Forestry,Woodland
28862294,3.35,1260.7,Semi-natural and natural areas not in use,Shrubland
28542144,3.75,614.36,Agriculture (excluding fallow land and kitchen gardens),Cropland
27921848,3.4,172.88,Fallow land,Grassland
28642186,3.05,572.98,Agriculture (excluding fallow land and kitchen gardens),Cropland
28882296,3.65,1034.02,Forestry,Woodland
29082382,3.65,550.07,Forestry,Woodland
28722216,3.45,785.6,Agriculture (excluding fallow land and kitchen gardens),Grassland
28181964,3.2,298.88,Agriculture (excluding fallow land and kitchen gardens),Grassland
29042356,3.85,532.59,Forestry,Woodland
28942306,3.75,773.2,Agriculture (excluding fallow land and kitchen gardens),Grassland
28402054,3.45,409.66,Agriculture (excluding fallow land and kitchen gardens),Cropland
28522106,3.75,1246.21,Forestry,Woodland
28201948,3.3,278.07,Agriculture (excluding fallow land and kitchen gardens),Grassland
27961830,2.85,205.75,Agriculture (excluding fallow land and kitchen gardens),Cropland
28822226,2.85,514.64,Agriculture (excluding fallow land and kitchen gardens),Cropland
27921800,3.15,190.85,Forestry,Woodland
29082342,3.65,677.94,Semi-natural and natural areas not in use,Woodland
28762194,3.05,343.32,Agriculture (excluding fallow land and kitchen gardens),Cropland
28662146,3.5,779.3,Semi-natural and natural areas not in use,Grassland
28001832,3.05,265.9,Agriculture (excluding fallow land and kitchen gardens),Cropland
29322442,3.35,45.51,Forestry,Woodland
28722166,2.95,637.42,Semi-natural and natural areas not in use,Shrubland
28241938,3.0,326.78,Forestry,Woodland
29222392,3.85,507.63,Semi-natural and natural areas not in use,Shrubland
28281952,2.5,300.15,Agriculture (excluding fallow land and kitchen gardens),Grassland
31523384,3.75,73.98,Agriculture (excluding fallow land and kitchen gardens),Grassland
29122342,3.55,796.45,Forestry,Woodland
29102326,3.45,767.99,Forestry,Woodland
28101854,2.65,190.18,Forestry,Woodland
29182358,3.55,486.93,Agriculture (excluding fallow land and kitchen gardens),Grassland
28762162,2.35,453.75,Agriculture (excluding fallow land and kitchen gardens),Cropland
28722138,2.6,657.25,Agriculture (excluding fallow land and kitchen gardens),Cropland
28502024,2.55,222.35,Forestry,Woodland
28962240,2.85,705.46,Agriculture (excluding fallow land and kitchen gardens),Cropland
29082288,3.55,1155.01,Semi-natural and natural areas not in use,Shrubland
28902202,2.65,362.61,Agriculture (excluding fallow land and kitchen gardens),Cropland
31983538,4.0,123.33,Agriculture (excluding fallow land and kitchen gardens),Grassland
28962222,2.75,384.99,Agriculture (excluding fallow land and kitchen gardens),Cropland
31703420,3.75,59.91,Agriculture (excluding fallow land and kitchen gardens),Grassland
28542018,2.55,239.7,Forestry,Woodland
28662074,3.5,580.04,Forestry,Woodland
29242344,3.8,1029.95,Agriculture (excluding fallow land and kitchen gardens),Grassland
29122288,3.45,810.61,Agriculture (excluding fallow land and kitchen gardens),Grassland
29402410,3.35,419.97,Forestry,Woodland
29262342,2.9,1133.71,Forestry,Woodland
28862140,3.15,437.38,Semi-natural and natural areas not in use,Shrubland
29482428,3.75,38.72,Forestry,Woodland
28822118,3.2,635.62,Agriculture (excluding fallow land and kitchen gardens),Cropland
29162278,3.6,796.9,Semi-natural and natural areas not in use,Shrubland
29302338,3.9,1107.86,Agriculture (excluding fallow land and kitchen gardens),Grassland
28802092,2.4,764.13,Agriculture (excluding fallow land and kitchen gardens),Cropland
29262306,3.65,562.77,Forestry,Woodland
29082220,3.3,349.06,Fallow land,Grassland
29222276,3.75,1190.97,Semi-natural and natural areas not in use,Shrubland
31803412,3.9,53.8,Agriculture (excluding fallow land and kitchen gardens),Grassland
29322312,3.35,1197.32,Forestry,Woodland
29102206,2.55,551.58,Agriculture (excluding fallow land and kitchen gardens),Cropland
32483682,2.6,2.24,Agriculture (excluding fallow land and kitchen gardens),Cropland
29262270,3.3,1230.56,Semi-natural and natural areas not in use,Shrubland
31963440,3.0,62.62,Agriculture (excluding fallow land and kitchen gardens),Cropland
32463644,3.85,149.48,Agriculture (excluding fallow land and kitchen gardens),Grassland
28301756,2.85,47.55,Agriculture (excluding fallow land and kitchen gardens),Cropland
29182186,2.3,518.01,Agriculture (excluding fallow land and kitchen gardens),Cropland
29222204,2.9,580.76,Agriculture (excluding fallow land and kitchen gardens),Grassland
29542352,3.85,1402.0,Semi-natural and natural areas not in use,Shrubland
28621900,2.75,248.05,Agriculture (excluding fallow land and kitchen gardens),Cropland
28681916,2.3,180.35,Agriculture (excluding fallow land and kitchen gardens),Cropland
28721932,2.3,213.08,Agriculture (excluding fallow land and kitchen gardens),Cropland
29402258,3.55,1055.02,Forestry,Woodland
29502304,3.9,735.51,Forestry,Woodland
29122112,2.55,722.93,Agriculture (excluding fallow land and kitchen gardens),Grassland
29422254,3.25,1279.57,Forestry,Woodland
29142114,3.65,684.63,Agriculture (excluding fallow land and kitchen gardens),Grassland
28421754,2.7,70.42,Agriculture (excluding fallow land and kitchen gardens),Cropland
29342206,3.15,604.06,Agriculture (excluding fallow land and kitchen gardens),Cropland
32543634,3.9,57.21,Agriculture (excluding fallow land and kitchen gardens),Grassland
29342200,2.7,503.06,Agriculture (excluding fallow land and kitchen gardens),Grassland
29382218,3.0,795.4,Fallow land,Bareland
29582312,3.0,461.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
29462254,3.55,1087.38,Semi-natural and natural areas not in use,Shrubland
28761906,2.85,247.08,Fallow land,Bareland
29122076,3.35,833.17,Agriculture (excluding fallow land and kitchen gardens),Grassland
29182100,2.2,681.86,Agriculture (excluding fallow land and kitchen gardens),Grassland
29382188,2.45,634.37,Agriculture (excluding fallow land and kitchen gardens),Cropland
29542262,3.3,1015.98,Forestry,Woodland
28501736,2.65,71.24,Agriculture (excluding fallow land and kitchen gardens),Cropland
29582266,3.65,1120.16,Semi-natural and natural areas not in use,Shrubland
29822380,3.75,904.97,Forestry,Woodland
32243468,3.1,220.45,Agriculture (excluding fallow land and kitchen gardens),Cropland
29342128,2.7,756.34,Agriculture (excluding fallow land and kitchen gardens),Cropland
29722312,3.7,577.01,Forestry,Woodland
29702300,3.2,1106.68,Semi-natural and natural areas not in use,Shrubland
29282088,3.0,785.8,Agriculture (excluding fallow land and kitchen gardens),Grassland
29402144,3.15,737.32,Forestry,Woodland
29742308,3.35,953.13,Forestry,Woodland
32383504,3.75,93.48,Agriculture (excluding fallow land and kitchen gardens),Grassland
29562218,3.3,642.98,Agriculture (excluding fallow land and kitchen gardens),Grassland
29942392,3.75,531.89,Agriculture (excluding fallow land and kitchen gardens),Grassland
28921890,2.7,300.99,Fallow land,Grassland
29382110,3.15,749.59,Fallow land,Bareland
28941888,2.6,311.86,Agriculture (excluding fallow land and kitchen gardens),Cropland
29702264,3.65,1223.7,Forestry,Woodland
30022410,3.85,292.6,Agriculture (excluding fallow land and kitchen gardens),Grassland
30002398,3.75,884.5,Agriculture (excluding fallow land and kitchen gardens),Grassland
28901850,2.55,516.12,Agriculture (excluding fallow land and kitchen gardens),Cropland
30002386,3.8,374.07,Agriculture (excluding fallow land and kitchen gardens),Grassland
28601668,2.4,54.12,Agriculture (excluding fallow land and kitchen gardens),Cropland
29041888,2.55,336.35,Agriculture (excluding fallow land and kitchen gardens),Cropland
28661678,2.6,10.33,Agriculture (excluding fallow land and kitchen gardens),Cropland
29962314,3.55,1059.25,Forestry,Woodland
29482076,3.45,1023.96,Forestry,Woodland
29682168,2.65,758.27,Agriculture (excluding fallow land and kitchen gardens),Grassland
28721676,2.45,33.77,Agriculture (excluding fallow land and kitchen gardens),Cropland
29922282,3.15,1031.63,Semi-natural and natural areas not in use,Shrubland
30042340,3.85,1563.84,Semi-natural and natural areas not in use,Shrubland
30102368,3.9,1096.55,Agriculture (excluding fallow land and kitchen gardens),Grassland
29181908,2.5,247.61,Fallow land,Bareland
29722178,3.05,778.93,Agriculture (excluding fallow land and kitchen gardens),Grassland
29902262,3.3,1017.13,Forestry,Woodland
33023682,3.8,145.51,Agriculture (excluding fallow land and kitchen gardens),Grassland
29702138,2.6,837.32,Agriculture (excluding fallow land and kitchen gardens),Grassland
29962260,2.85,904.72,Fallow land,Grassland
29642098,3.0,901.97,Agriculture (excluding fallow land and kitchen gardens),Grassland
30282408,3.3,87.23,Forestry,Woodland
29702110,3.65,838.15,Agriculture (excluding fallow land and kitchen gardens),Grassland
29922218,3.4,865.35,Agriculture (excluding fallow land and kitchen gardens),Grassland
29982246,2.7,746.55,Agriculture (excluding fallow land and kitchen gardens),Cropland
29842170,2.6,822.32,Agriculture (excluding fallow land and kitchen gardens),Cropland
28941694,2.45,11.63,Agriculture (excluding fallow land and kitchen gardens),Cropland
30122298,2.85,973.65,Semi-natural and natural areas not in use,Shrubland
28801616,2.45,50.21,Agriculture (excluding fallow land and kitchen gardens),Cropland
30182326,3.7,1052.67,Agriculture (excluding fallow land and kitchen gardens),Grassland
30082276,2.7,821.12,Agriculture (excluding fallow land and kitchen gardens),Cropland
30122294,2.1,940.87,Agriculture (excluding fallow land and kitchen gardens),Cropland
30042244,2.7,767.15,Fallow land,Bareland
29261832,2.55,598.37,Fallow land,Bareland
30162292,2.8,926.1,Forestry,Woodland
29281840,2.45,574.9,Agriculture (excluding fallow land and kitchen gardens),Cropland
30122270,3.45,801.11,Forestry,Woodland
30382396,3.55,291.94,Forestry,Woodland
30042222,2.75,720.3,Fallow land,Grassland
29081716,2.35,19.67,Agriculture (excluding fallow land and kitchen gardens),Cropland
30042214,2.2,754.85,Forestry,Woodland
30122252,2.6,762.08,Agriculture (excluding fallow land and kitchen gardens),Cropland
30262322,3.8,1021.47,Agriculture (excluding fallow land and kitchen gardens),Cropland
30322350,3.85,1065.56,Agriculture (excluding fallow land and kitchen gardens),Grassland
29021666,2.6,64.89,Agriculture (excluding fallow land and kitchen gardens),Cropland
30102228,2.3,759.07,Fallow land,Grassland
30282318,3.5,1134.92,Semi-natural and natural areas not in use,Woodland
29982166,2.4,784.07,Agriculture (excluding fallow land and kitchen gardens),Grassland
29161738,2.25,30.67,Agriculture (excluding fallow land and kitchen gardens),Cropland
29922134,2.2,781.76,Agriculture (excluding fallow land and kitchen gardens),Cropland
29021660,2.35,27.42,Agriculture (excluding fallow land and kitchen gardens),Cropland
33003590,3.9,96.17,Agriculture (excluding fallow land and kitchen gardens),Grassland
30042190,2.6,729.08,Agriculture (excluding fallow land and kitchen gardens),Cropland
29762042,3.85,1223.38,Forestry,Woodland
30142232,2.2,715.69,Semi-natural and natural areas not in use,Grassland
29201738,2.6,53.17,Agriculture (excluding fallow land and kitchen gardens),Cropland
29982144,2.8,818.65,Agriculture (excluding fallow land and kitchen gardens),Grassland
30302302,2.9,880.01,Semi-natural and natural areas not in use,Grassland
30202248,2.55,726.42,Agriculture (excluding fallow land and kitchen gardens),Cropland
30242254,2.65,755.66,Agriculture (excluding fallow land and kitchen gardens),Cropland
29281750,2.9,60.88,Agriculture (excluding fallow land and kitchen gardens),Cropland
29701972,2.8,476.38,Agriculture (excluding fallow land and kitchen gardens),Grassland
29161684,2.8,132.15,Fallow land,Grassland
30402322,3.0,1077.19,Semi-natural and natural areas not in use,Grassland
29221704,2.85,40.22,Agriculture (excluding fallow land and kitchen gardens),Cropland
29721970,2.85,516.51,Agriculture (excluding fallow land and kitchen gardens),Grassland
30322278,2.6,822.49,Agriculture (excluding fallow land and kitchen gardens),Cropland
30242236,3.75,707.11,Agriculture (excluding fallow land and kitchen gardens),Grassland
29902060,3.85,1150.95,Forestry,Woodland
30162192,2.25,692.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
30222222,2.45,702.53,Fallow land,Grassland
30302258,2.8,768.79,Agriculture (excluding fallow land and kitchen gardens),Cropland
30182196,2.5,673.31,Agriculture (excluding fallow land and kitchen gardens),Cropland
30062134,2.75,814.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
30162184,2.55,633.12,Semi-natural and natural areas not in use,Grassland
30322260,2.7,775.09,Agriculture (excluding fallow land and kitchen gardens),Cropland
30342270,2.7,800.03,Agriculture (excluding fallow land and kitchen gardens),Cropland
30242218,2.65,716.58,Agriculture (excluding fallow land and kitchen gardens),Cropland
30302248,2.4,765.87,Semi-natural and natural areas not in use,Shrubland
29201666,2.4,136.46,Agriculture (excluding fallow land and kitchen gardens),Cropland
29962070,3.9,1019.54,Forestry,Woodland
29982076,2.85,970.58,Agriculture (excluding fallow land and kitchen gardens),Grassland
29761960,3.85,623.84,Forestry,Woodland
30542362,3.55,529.13,Forestry,Woodland
30302240,2.3,752.76,Agriculture (excluding fallow land and kitchen gardens),Cropland
30242206,2.6,682.29,Agriculture (excluding fallow land and kitchen gardens),Cropland
30202184,2.75,635.35,Agriculture (excluding fallow land and kitchen gardens),Cropland
30422296,2.5,875.12,Semi-natural and natural areas not in use,Grassland
29541836,2.9,555.9,Fallow land,Bareland
29621878,2.6,444.66,Agriculture (excluding fallow land and kitchen gardens),Grassland
29701918,3.2,291.37,Fallow land,Bareland
30362254,2.25,777.4,Agriculture (excluding fallow land and kitchen gardens),Cropland
29301690,2.85,78.92,Agriculture (excluding fallow land and kitchen gardens),Cropland
30242188,2.7,670.59,Agriculture (excluding fallow land and kitchen gardens),Cropland
29381732,2.55,63.26,Agriculture (excluding fallow land and kitchen gardens),Cropland
29361718,2.85,67.38,Fallow land,Grassland
30082100,2.65,913.34,Agriculture (excluding fallow land and kitchen gardens),Grassland
30262190,2.65,714.18,Agriculture (excluding fallow land and kitchen gardens),Cropland
30302208,2.05,688.56,Agriculture (excluding fallow land and kitchen gardens),Cropland
30502308,2.35,1017.08,Fallow land,Bareland
30562338,3.45,1251.97,Agriculture (excluding fallow land and kitchen gardens),Grassland
30022058,3.7,1127.42,Semi-natural and natural areas not in use,Shrubland
30502304,2.55,919.14,Agriculture (excluding fallow land and kitchen gardens),Cropland
30382238,3.65,761.16,Semi-natural and natural areas not in use,Woodland
30322206,2.25,691.1,Agriculture (excluding fallow land and kitchen gardens),Cropland
30522306,2.25,919.73,Fallow land,Bareland
30142106,2.3,893.86,Agriculture (excluding fallow land and kitchen gardens),Grassland
30262168,2.5,734.73,Fallow land,Bareland
29401708,2.5,103.19,Agriculture (excluding fallow land and kitchen gardens),Cropland
30202134,2.55,826.25,Fallow land,Bareland
30282174,2.7,771.38,Agriculture (excluding fallow land and kitchen gardens),Cropland
30462264,2.55,743.43,Fallow land,Grassland
29461732,2.8,72.07,Agriculture (excluding fallow land and kitchen gardens),Cropland
30042042,3.8,1239.99,Agriculture (excluding fallow land and kitchen gardens),Grassland
30702378,3.6,305.43,Forestry,Woodland
30502272,2.75,780.74,Agriculture (excluding fallow land and kitchen gardens),Cropland
30422224,2.5,709.68,Agriculture (excluding fallow land and kitchen gardens),Cropland
30302158,2.35,767.1,Agriculture (excluding fallow land and kitchen gardens),Cropland
30402208,2.4,699.25,Fallow land,Bareland
30182092,2.45,894.48,Forestry,Woodland
29521732,2.55,72.62,Agriculture (excluding fallow land and kitchen gardens),Cropland
30142062,2.5,1048.38,Forestry,Woodland
30502250,2.45,794.57,Agriculture (excluding fallow land and kitchen gardens),Cropland
30782390,3.35,15.96,Agriculture (excluding fallow land and kitchen gardens),Grassland
30282128,2.2,853.05,Agriculture (excluding fallow land and kitchen gardens),Cropland
30662324,3.4,1103.6,Semi-natural and natural areas not in use,Grassland
30282120,2.5,799.68,Agriculture (excluding fallow land and kitchen gardens),Cropland
30162054,3.4,1217.91,Agriculture (excluding fallow land and kitchen gardens),Grassland
30602278,2.4,805.09,Agriculture (excluding fallow land and kitchen gardens),Cropland
30642296,3.45,825.26,Agriculture (excluding fallow land and kitchen gardens),Cropland
30802376,3.9,281.44,Agriculture (excluding fallow land and kitchen gardens),Cropland
29621748,2.7,141.07,Agriculture (excluding fallow land and kitchen gardens),Cropland
30482208,2.65,741.08,Fallow land,Bareland
30502218,2.6,687.33,Agriculture (excluding fallow land and kitchen gardens),Cropland
30442186,2.4,763.67,Fallow land,Bareland
30582258,2.4,854.62,Agriculture (excluding fallow land and kitchen gardens),Cropland
29661762,2.6,50.94,Agriculture (excluding fallow land and kitchen gardens),Cropland
30422170,2.7,686.77,Fallow land,Grassland
30602264,2.15,885.43,Agriculture (excluding fallow land and kitchen gardens),Cropland
30302096,2.45,888.56,Fallow land,Grassland
30622262,2.15,856.51,Agriculture (excluding fallow land and kitchen gardens),Cropland
30582240,2.65,778.79,Agriculture (excluding fallow land and kitchen gardens),Cropland
30362124,2.05,830.65,Agriculture (excluding fallow land and kitchen gardens),Cropland
29981914,2.6,389.94,Fallow land,Grassland
30522202,2.75,710.77,Agriculture (excluding fallow land and kitchen gardens),Cropland
30462170,2.65,651.12,Agriculture (excluding fallow land and kitchen gardens),Cropland
30642260,2.4,837.17,Agriculture (excluding fallow land and kitchen gardens),Cropland
29681740,2.7,137.48,Agriculture (excluding fallow land and kitchen gardens),Cropland
30502182,2.5,705.58,Fallow land,Bareland
30582222,2.65,730.55,Agriculture (excluding fallow land and kitchen gardens),Cropland
30322080,3.35,1112.04,Agriculture (excluding fallow land and kitchen gardens),Grassland
30362098,2.55,899.25,Fallow land,Bareland
30602224,2.7,749.12,Agriculture (excluding fallow land and kitchen gardens),Cropland
30702274,2.55,861.77,Fallow land,Grassland
30382104,2.45,877.5,Agriculture (excluding fallow land and kitchen gardens),Cropland
29941866,3.0,511.79,Forestry,Woodland
30562194,2.85,788.39,Agriculture (excluding fallow land and kitchen gardens),Cropland
30542182,2.5,727.08,Agriculture (excluding fallow land and kitchen gardens),Cropland
30462138,2.2,772.62,Agriculture (excluding fallow land and kitchen gardens),Cropland
29701724,3.0,165.2,Agriculture (excluding fallow land and kitchen gardens),Cropland
30802312,2.85,1081.87,Semi-natural and natural areas not in use,Shrubland
30722260,2.6,819.24,Fallow land,Grassland
30882342,3.7,1363.41,Agriculture (excluding fallow land and kitchen gardens),Grassland
30802294,3.0,913.32,Forestry,Woodland
29661672,2.3,684.2,Agriculture (excluding fallow land and kitchen gardens),Cropland
30502124,2.45,806.52,Agriculture (excluding fallow land and kitchen gardens),Cropland
30762262,2.75,818.48,Fallow land,Grassland
30662208,2.8,748.66,Agriculture (excluding fallow land and kitchen gardens),Cropland
30482108,2.3,886.8,Agriculture (excluding fallow land and kitchen gardens),Cropland
30261988,2.4,343.72,Agriculture (excluding fallow land and kitchen gardens),Cropland
30602170,2.6,698.28,Agriculture (excluding fallow land and kitchen gardens),Cropland
30442082,3.15,1174.79,Forestry,Woodland
29801730,2.3,271.27,Agriculture (excluding fallow land and kitchen gardens),Cropland
30682206,2.65,720.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
30922324,3.7,1070.38,Semi-natural and natural areas not in use,Woodland
