POINT_ID,SHI,hoehe_m,Landuse,Landcover
39702792,3.75,390.0,Agriculture (excluding fallow land and kitchen gardens),Cropland
39802946,3.0,183.93,Agriculture (excluding fallow land and kitchen gardens),Cropland
39742828,3.05,313.35,Agriculture (excluding fallow land and kitchen gardens),Cropland
39782890,3.2,295.55,Agriculture (excluding fallow land and kitchen gardens),Cropland
39742824,2.95,333.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
39722740,3.3,278.33,Agriculture (excluding fallow land and kitchen gardens),Cropland
39622528,3.85,273.64,Agriculture (excluding fallow land and kitchen gardens),Cropland
39943050,2.7,270.34,Agriculture (excluding fallow land and kitchen gardens),Cropland
39622514,3.75,238.98,Forestry,Woodland
39622492,3.2,520.55,Agriculture (excluding fallow land and kitchen gardens),Cropland
39522304,3.05,251.13,Semi-natural and natural areas not in use,Grassland
39622438,3.7,1273.05,Forestry,Woodland
39842798,3.75,410.5,Agriculture (excluding fallow land and kitchen gardens),Cropland
39622388,3.8,1030.21,Agriculture (excluding fallow land and kitchen gardens),Grassland
39802682,2.9,305.13,Agriculture (excluding fallow land and kitchen gardens),Cropland
39622352,3.75,1049.75,Semi-natural and natural areas not in use,Woodland
39622348,3.85,1216.95,Agriculture (excluding fallow land and kitchen gardens),Grassland
39782614,3.8,481.53,Agriculture (excluding fallow land and kitchen gardens),Grassland
39922842,3.55,376.39,Agriculture (excluding fallow land and kitchen gardens),Cropland
39882756,4.0,253.42,Agriculture (excluding fallow land and kitchen gardens),Grassland
39882750,3.3,331.83,Forestry,Woodland
39982916,3.8,211.21,Agriculture (excluding fallow land and kitchen gardens),Grassland
40002938,3.1,311.7,Agriculture (excluding fallow land and kitchen gardens),Cropland
39842644,3.0,252.87,Agriculture (excluding fallow land and kitchen gardens),Cropland
39722416,3.6,1432.43,Semi-natural and natural areas not in use,Woodland
39802538,3.8,736.75,Forestry,Woodland
40022914,3.75,205.42,Agriculture (excluding fallow land and kitchen gardens),Cropland
39942766,2.95,389.97,Forestry,Woodland
39822552,3.7,1077.93,Forestry,Woodland
39782470,2.75,195.71,Agriculture (excluding fallow land and kitchen gardens),Cropland
39802484,3.7,454.13,Agriculture (excluding fallow land and kitchen gardens),Grassland
39942730,3.2,254.89,Agriculture (excluding fallow land and kitchen gardens),Cropland
39762394,3.9,1231.43,Forestry,Woodland
40062904,3.0,199.77,Agriculture (excluding fallow land and kitchen gardens),Cropland
39982762,3.85,264.53,Agriculture (excluding fallow land and kitchen gardens),Grassland
39842492,3.8,830.95,Agriculture (excluding fallow land and kitchen gardens),Grassland
39902596,3.55,693.9,Agriculture (excluding fallow land and kitchen gardens),Grassland
40303288,2.95,-3.03,Agriculture (excluding fallow land and kitchen gardens),Cropland
40323304,3.0,-3.99,Agriculture (excluding fallow land and kitchen gardens),Bareland
39982712,3.45,201.51,Agriculture (excluding fallow land and kitchen gardens),Cropland
40082884,3.5,247.7,Agriculture (excluding fallow land and kitchen gardens),Grassland
39762280,4.0,536.06,Semi-natural and natural areas not in use,Woodland
40343302,3.1,-3.84,Agriculture (excluding fallow land and kitchen gardens),Cropland
40002704,3.6,260.23,Agriculture (excluding fallow land and kitchen gardens),Cropland
40383360,2.75,0.55,Agriculture (excluding fallow land and kitchen gardens),Cropland
39942574,3.7,1092.14,Forestry,Woodland
39882450,3.8,279.9,Semi-natural and natural areas not in use,Grassland
40062742,3.15,264.14,Agriculture (excluding fallow land and kitchen gardens),Cropland
40002632,3.9,509.84,Agriculture (excluding fallow land and kitchen gardens),Grassland
40082758,3.05,234.55,Agriculture (excluding fallow land and kitchen gardens),Cropland
40062714,3.2,268.0,Forestry,Woodland
39962440,3.8,1068.24,Agriculture (excluding fallow land and kitchen gardens),Grassland
40142776,3.35,316.3,Agriculture (excluding fallow land and kitchen gardens),Grassland
40383202,2.65,9.0,Semi-natural and natural areas not in use,Grassland
40102680,3.7,261.64,Agriculture (excluding fallow land and kitchen gardens),Grassland
40283004,3.4,472.59,Agriculture (excluding fallow land and kitchen gardens),Cropland
40162772,3.7,308.24,Agriculture (excluding fallow land and kitchen gardens),Cropland
40162748,3.3,248.89,Agriculture (excluding fallow land and kitchen gardens),Cropland
40042506,3.05,375.89,Agriculture (excluding fallow land and kitchen gardens),Cropland
40102612,3.55,1077.78,Forestry,Woodland
40022438,3.75,1045.51,Agriculture (excluding fallow land and kitchen gardens),Cropland
40162700,3.3,212.05,Agriculture (excluding fallow land and kitchen gardens),Cropland
40262884,3.7,356.39,Forestry,Woodland
40242846,2.65,316.11,Agriculture (excluding fallow land and kitchen gardens),Cropland
40022388,3.3,1075.24,Agriculture (excluding fallow land and kitchen gardens),Grassland
40102530,3.5,548.07,Agriculture (excluding fallow land and kitchen gardens),Grassland
40322908,3.45,287.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
40523276,2.9,0.43,Agriculture (excluding fallow land and kitchen gardens),Cropland
40082404,3.55,1151.55,Forestry,Woodland
40022234,2.95,59.26,Semi-natural and natural areas not in use,Woodland
40102396,3.15,1252.34,Forestry,Woodland
40262704,2.85,263.96,Agriculture (excluding fallow land and kitchen gardens),Cropland
40322818,3.05,307.59,Agriculture (excluding fallow land and kitchen gardens),Cropland
40563266,3.4,3.57,Agriculture (excluding fallow land and kitchen gardens),Cropland
40122406,3.15,1312.37,Forestry,Woodland
40402890,3.5,169.34,Agriculture (excluding fallow land and kitchen gardens),Cropland
40082242,3.6,102.86,Semi-natural and natural areas not in use,Woodland
40222524,3.85,1424.51,Forestry,Woodland
40242526,3.1,1013.76,Forestry,Woodland
40302636,3.6,1060.95,Forestry,Woodland
40442880,3.45,224.73,Agriculture (excluding fallow land and kitchen gardens),Grassland
40623226,3.8,6.09,Agriculture (excluding fallow land and kitchen gardens),Grassland
40442740,3.35,314.63,Forestry,Woodland
40743266,3.8,6.98,Agriculture (excluding fallow land and kitchen gardens),Grassland
40723226,3.4,12.8,Agriculture (excluding fallow land and kitchen gardens),Grassland
40462680,3.8,635.12,Agriculture (excluding fallow land and kitchen gardens),Grassland
40562870,3.55,215.24,Agriculture (excluding fallow land and kitchen gardens),Cropland
40482646,3.75,1108.45,Forestry,Woodland
40602894,3.1,277.98,Agriculture (excluding fallow land and kitchen gardens),Cropland
40803286,3.65,4.97,Agriculture (excluding fallow land and kitchen gardens),Grassland
40622908,3.4,212.4,Agriculture (excluding fallow land and kitchen gardens),Cropland
40462544,3.8,1423.18,Forestry,Woodland
40582782,3.4,405.37,Agriculture (excluding fallow land and kitchen gardens),Grassland
40602750,3.55,451.54,Forestry,Woodland
40682920,3.5,248.16,Agriculture (excluding fallow land and kitchen gardens),Cropland
40462418,3.7,1425.85,Forestry,Woodland
40682902,3.05,329.71,Agriculture (excluding fallow land and kitchen gardens),Cropland
40602702,3.8,441.73,Forestry,Woodland
40783066,3.15,293.5,Agriculture (excluding fallow land and kitchen gardens),Cropland
40522484,3.75,1498.14,Forestry,Woodland
40702880,2.9,272.02,Agriculture (excluding fallow land and kitchen gardens),Cropland
40442268,3.1,16.58,Forestry,Woodland
40542494,3.95,1189.93,Forestry,Woodland
40462302,3.95,1017.25,Forestry,Woodland
40562532,3.8,1070.67,Agriculture (excluding fallow land and kitchen gardens),Grassland
40622664,3.9,759.37,Agriculture (excluding fallow land and kitchen gardens),Grassland
40722884,2.25,267.82,Agriculture (excluding fallow land and kitchen gardens),Cropland
40662694,3.85,653.42,Agriculture (excluding fallow land and kitchen gardens),Grassland
40682674,3.75,966.59,Forestry,Woodland
40963282,3.1,8.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
40782882,3.35,252.97,Agriculture (excluding fallow land and kitchen gardens),Cropland
40702664,4.0,1098.69,Agriculture (excluding fallow land and kitchen gardens),Grassland
40782846,2.85,257.77,Agriculture (excluding fallow land and kitchen gardens),Cropland
40983280,3.4,9.71,Agriculture (excluding fallow land and kitchen gardens),Cropland
40903100,3.2,120.42,Agriculture (excluding fallow land and kitchen gardens),Cropland
40883024,3.85,514.62,Agriculture (excluding fallow land and kitchen gardens),Grassland
40822860,3.5,217.42,Agriculture (excluding fallow land and kitchen gardens),Grassland
40642274,3.4,212.11,Semi-natural and natural areas not in use,Woodland
40902848,3.5,291.63,Forestry,Woodland
41063212,3.4,48.82,Agriculture (excluding fallow land and kitchen gardens),Grassland
40722296,3.75,1095.49,Forestry,Woodland
41083172,3.1,52.56,Agriculture (excluding fallow land and kitchen gardens),Cropland
40982890,3.2,268.94,Forestry,Woodland
41183328,3.7,4.36,Agriculture (excluding fallow land and kitchen gardens),Cropland
40962778,3.75,1007.12,Forestry,Woodland
40982812,3.4,484.75,Agriculture (excluding fallow land and kitchen gardens),Grassland
41183292,3.85,17.42,Agriculture (excluding fallow land and kitchen gardens),Cropland
40822302,3.6,1020.51,Forestry,Woodland
40922518,3.45,1147.95,Forestry,Woodland
41062870,3.8,221.07,Agriculture (excluding fallow land and kitchen gardens),Grassland
40882330,3.45,1138.38,Forestry,Woodland
41243258,3.85,30.61,Forestry,Woodland
41062784,3.85,857.14,Agriculture (excluding fallow land and kitchen gardens),Grassland
41283342,3.4,-0.34,Agriculture (excluding fallow land and kitchen gardens),Cropland
41303178,3.1,97.23,Forestry,Woodland
41182814,3.65,1030.18,Forestry,Woodland
41022358,3.85,1292.39,Forestry,Woodland
41042398,3.0,1066.4,Semi-natural and natural areas not in use,Woodland
41082462,3.05,1122.97,Forestry,Woodland
41102514,2.95,1063.47,Semi-natural and natural areas not in use,Woodland
41383284,2.75,32.54,Forestry,Woodland
41242892,3.7,340.15,Agriculture (excluding fallow land and kitchen gardens),Grassland
41403316,3.25,5.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
41222794,3.85,391.44,Forestry,Woodland
41082390,3.5,854.77,Forestry,Woodland
41323026,2.75,204.02,Agriculture (excluding fallow land and kitchen gardens),Cropland
41122412,3.45,312.25,Agriculture (excluding fallow land and kitchen gardens),Grassland
41122362,3.5,767.53,Agriculture (excluding fallow land and kitchen gardens),Grassland
41122308,3.9,1080.83,Forestry,Woodland
41463292,3.35,21.76,Agriculture (excluding fallow land and kitchen gardens),Cropland
41162386,2.85,670.47,Semi-natural and natural areas not in use,Woodland
41403088,3.85,200.7,Forestry,Woodland
41322778,3.1,185.7,Agriculture (excluding fallow land and kitchen gardens),Cropland
41342836,3.65,215.45,Agriculture (excluding fallow land and kitchen gardens),Grassland
41342782,3.35,181.35,Agriculture (excluding fallow land and kitchen gardens),Cropland
41242460,3.55,487.62,Agriculture (excluding fallow land and kitchen gardens),Grassland
41262512,3.35,1469.38,Forestry,Woodland
41242442,3.25,381.75,Agriculture (excluding fallow land and kitchen gardens),Cropland
41342746,3.1,223.32,Agriculture (excluding fallow land and kitchen gardens),Cropland
41603342,3.75,-0.35,Agriculture (excluding fallow land and kitchen gardens),Grassland
41302368,3.45,499.79,Forestry,Woodland
41362526,3.5,1967.1,Agriculture (excluding fallow land and kitchen gardens),Grassland
41543076,3.45,173.82,Agriculture (excluding fallow land and kitchen gardens),Grassland
41382474,3.35,346.34,Agriculture (excluding fallow land and kitchen gardens),Grassland
41402524,3.1,1890.93,Forestry,Woodland
41683290,3.4,35.62,Forestry,Woodland
41442462,3.2,225.87,Agriculture (excluding fallow land and kitchen gardens),Cropland
41462518,3.85,1675.92,Agriculture (excluding fallow land and kitchen gardens),Grassland
41442404,2.8,272.28,Fallow land,Grassland
41582848,2.5,145.63,Agriculture (excluding fallow land and kitchen gardens),Cropland
41642978,3.05,213.88,Agriculture (excluding fallow land and kitchen gardens),Cropland
41482416,2.8,277.39,Agriculture (excluding fallow land and kitchen gardens),Cropland
41743306,3.1,37.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
41502450,2.4,191.75,Fallow land,Bareland
41763334,3.25,4.6,Agriculture (excluding fallow land and kitchen gardens),Grassland
41522416,2.4,300.07,Agriculture (excluding fallow land and kitchen gardens),Cropland
41642752,3.85,1189.64,Forestry,Woodland
41783204,2.7,56.65,Agriculture (excluding fallow land and kitchen gardens),Cropland
41562402,3.55,243.23,Agriculture (excluding fallow land and kitchen gardens),Cropland
41582462,3.0,217.45,Agriculture (excluding fallow land and kitchen gardens),Cropland
41602484,2.9,233.05,Agriculture (excluding fallow land and kitchen gardens),Grassland
41783068,3.85,503.12,Agriculture (excluding fallow land and kitchen gardens),Grassland
41783032,3.05,185.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
41903350,3.55,15.63,Agriculture (excluding fallow land and kitchen gardens),Grassland
41883208,3.05,63.6,Agriculture (excluding fallow land and kitchen gardens),Cropland
41682400,3.7,268.0,Agriculture (excluding fallow land and kitchen gardens),Cropland
41782754,3.75,1034.5,Forestry,Woodland
41702430,2.9,212.99,Agriculture (excluding fallow land and kitchen gardens),Cropland
41822870,2.75,151.19,Agriculture (excluding fallow land and kitchen gardens),Cropland
41722428,3.3,244.86,Forestry,Woodland
41883064,3.9,590.68,Agriculture (excluding fallow land and kitchen gardens),Grassland
41762422,2.8,133.86,Agriculture (excluding fallow land and kitchen gardens),Grassland
41782412,3.05,277.57,Agriculture (excluding fallow land and kitchen gardens),Cropland
41681964,3.35,115.21,Agriculture (excluding fallow land and kitchen gardens),Grassland
41782388,2.95,355.31,Agriculture (excluding fallow land and kitchen gardens),Cropland
41963126,3.3,348.96,Agriculture (excluding fallow land and kitchen gardens),Cropland
41822414,3.85,200.3,Agriculture (excluding fallow land and kitchen gardens),Grassland
41822402,3.6,192.73,Agriculture (excluding fallow land and kitchen gardens),Cropland
42123628,3.25,8.65,Agriculture (excluding fallow land and kitchen gardens),Cropland
41902558,3.8,268.42,Semi-natural and natural areas not in use,Woodland
41902400,3.25,370.2,Agriculture (excluding fallow land and kitchen gardens),Cropland
41922438,3.4,225.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
41922420,2.5,125.33,Agriculture (excluding fallow land and kitchen gardens),Cropland
42143270,3.6,37.87,Agriculture (excluding fallow land and kitchen gardens),Cropland
41881930,3.8,643.46,Semi-natural and natural areas not in use,Shrubland
42263760,3.15,15.0,Agriculture (excluding fallow land and kitchen gardens),Cropland
41881876,3.1,19.46,Agriculture (excluding fallow land and kitchen gardens),Grassland
42183148,3.35,453.49,Forestry,Woodland
41941786,2.45,113.52,Agriculture (excluding fallow land and kitchen gardens),Grassland
41981944,3.7,455.31,Agriculture (excluding fallow land and kitchen gardens),Grassland
41981900,3.75,363.65,Agriculture (excluding fallow land and kitchen gardens),Cropland
42223056,3.1,204.87,Agriculture (excluding fallow land and kitchen gardens),Grassland
42263076,3.75,280.16,Forestry,Woodland
42061858,3.0,36.83,Agriculture (excluding fallow land and kitchen gardens),Cropland
42081910,3.7,551.24,Agriculture (excluding fallow land and kitchen gardens),Grassland
42182510,3.75,255.27,Agriculture (excluding fallow land and kitchen gardens),Grassland
42101916,3.7,551.82,Agriculture (excluding fallow land and kitchen gardens),Grassland
42101830,2.85,70.87,Agriculture (excluding fallow land and kitchen gardens),Grassland
42121948,3.65,321.16,Fallow land,Grassland
42303034,3.3,153.2,Agriculture (excluding fallow land and kitchen gardens),Cropland
42403584,3.9,1.49,Agriculture (excluding fallow land and kitchen gardens),Cropland
42323086,2.7,220.96,Agriculture (excluding fallow land and kitchen gardens),Cropland
42323042,2.85,219.79,Agriculture (excluding fallow land and kitchen gardens),Cropland
42141848,3.3,259.17,Semi-natural and natural areas not in use,Shrubland
42423564,3.35,15.75,Agriculture (excluding fallow land and kitchen gardens),Cropland
42443656,3.25,23.99,Agriculture (excluding fallow land and kitchen gardens),Bareland
42141800,3.25,72.29,Agriculture (excluding fallow land and kitchen gardens),Grassland
42423538,3.8,-0.19,Agriculture (excluding fallow land and kitchen gardens),Cropland
42242422,2.95,107.76,Agriculture (excluding fallow land and kitchen gardens),Cropland
42242404,3.25,243.79,Agriculture (excluding fallow land and kitchen gardens),Grassland
42161822,3.4,94.89,Semi-natural and natural areas not in use,Grassland
42181952,3.0,355.7,Fallow land,Grassland
42403344,3.8,0.52,Agriculture (excluding fallow land and kitchen gardens),Grassland
42181938,2.65,315.19,Agriculture (excluding fallow land and kitchen gardens),Grassland
42262432,3.15,78.02,Agriculture (excluding fallow land and kitchen gardens),Cropland
42241966,2.95,182.37,Semi-natural and natural areas not in use,Grassland
42322510,3.15,289.43,Agriculture (excluding fallow land and kitchen gardens),Cropland
42403026,3.0,132.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
42403002,3.5,98.37,Agriculture (excluding fallow land and kitchen gardens),Grassland
42463356,3.75,6.72,Agriculture (excluding fallow land and kitchen gardens),Grassland
42483322,2.95,6.09,Agriculture (excluding fallow land and kitchen gardens),Cropland
42543680,2.75,38.33,Agriculture (excluding fallow land and kitchen gardens),Grassland
42483154,3.35,340.39,Forestry,Woodland
42321952,2.35,183.01,Agriculture (excluding fallow land and kitchen gardens),Grassland
42462906,2.6,301.29,Agriculture (excluding fallow land and kitchen gardens),Cropland
42422416,2.9,275.9,Agriculture (excluding fallow land and kitchen gardens),Cropland
42361906,3.2,154.32,Agriculture (excluding fallow land and kitchen gardens),Grassland
42482812,3.85,476.44,Agriculture (excluding fallow land and kitchen gardens),Cropland
42583542,2.8,13.01,Agriculture (excluding fallow land and kitchen gardens),Cropland
42543140,3.4,277.4,Forestry,Woodland
42502820,3.85,348.11,Agriculture (excluding fallow land and kitchen gardens),Grassland
42401958,2.95,218.07,Agriculture (excluding fallow land and kitchen gardens),Grassland
42543086,3.45,305.08,Forestry,Woodland
42543054,3.6,302.66,Agriculture (excluding fallow land and kitchen gardens),Grassland
42603492,3.35,2.53,Agriculture (excluding fallow land and kitchen gardens),Cropland
42583236,2.75,95.64,Agriculture (excluding fallow land and kitchen gardens),Cropland
42562962,3.05,269.69,Agriculture (excluding fallow land and kitchen gardens),Grassland
42522534,3.65,1059.58,Semi-natural and natural areas not in use,Woodland
42623368,3.65,6.42,Agriculture (excluding fallow land and kitchen gardens),Grassland
42583038,3.35,259.16,Agriculture (excluding fallow land and kitchen gardens),Grassland
42603190,2.6,169.88,Agriculture (excluding fallow land and kitchen gardens),Cropland
42602992,2.6,331.72,Agriculture (excluding fallow land and kitchen gardens),Cropland
42623116,2.85,188.51,Agriculture (excluding fallow land and kitchen gardens),Bareland
42481804,3.25,103.76,Semi-natural and natural areas not in use,Shrubland
42643222,3.75,298.6,Forestry,Woodland
42501808,2.8,193.95,Agriculture (excluding fallow land and kitchen gardens),Cropland
42683482,3.35,17.47,Agriculture (excluding fallow land and kitchen gardens),Cropland
42643126,3.05,278.06,Agriculture (excluding fallow land and kitchen gardens),Bareland
42602746,3.8,693.1,Agriculture (excluding fallow land and kitchen gardens),Cropland
42622896,2.8,178.24,Agriculture (excluding fallow land and kitchen gardens),Cropland
42723778,2.95,2.96,Agriculture (excluding fallow land and kitchen gardens),Cropland
42723522,3.6,23.37,Agriculture (excluding fallow land and kitchen gardens),Cropland
42683096,2.7,245.26,Agriculture (excluding fallow land and kitchen gardens),Cropland
42683078,2.6,267.27,Agriculture (excluding fallow land and kitchen gardens),Bareland
42683042,3.8,564.07,Agriculture (excluding fallow land and kitchen gardens),Grassland
42581922,3.9,783.51,Forestry,Woodland
42682790,3.8,785.43,Forestry,Woodland
42662462,2.8,79.6,Agriculture (excluding fallow land and kitchen gardens),Cropland
42763458,2.85,8.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
42621864,3.8,1037.51,Semi-natural and natural areas not in use,Shrubland
42783592,2.9,38.13,Agriculture (excluding fallow land and kitchen gardens),Cropland
42743070,3.4,387.82,Forestry,Woodland
42763282,3.25,47.35,Agriculture (excluding fallow land and kitchen gardens),Cropland
42722806,3.35,747.0,Agriculture (excluding fallow land and kitchen gardens),Cropland
42763084,3.5,355.89,Forestry,Woodland
42763074,3.55,349.62,Agriculture (excluding fallow land and kitchen gardens),Grassland
42722532,3.65,1003.85,Semi-natural and natural areas not in use,Woodland
42823644,3.1,116.15,Semi-natural and natural areas not in use,Woodland
42722438,3.15,93.6,Fallow land,Grassland
42783106,3.05,193.81,Agriculture (excluding fallow land and kitchen gardens),Grassland
42843682,3.05,74.63,Agriculture (excluding fallow land and kitchen gardens),Cropland
42721934,3.45,523.82,Agriculture (excluding fallow land and kitchen gardens),Grassland
42863654,2.45,102.27,Agriculture (excluding fallow land and kitchen gardens),Cropland
42802824,3.75,692.62,Forestry,Woodland
42863582,3.5,29.49,Agriculture (excluding fallow land and kitchen gardens),Cropland
42782484,3.05,103.29,Agriculture (excluding fallow land and kitchen gardens),Cropland
42782380,3.8,1013.24,Forestry,Woodland
42843218,3.25,158.39,Forestry,Woodland
42883694,2.65,48.33,Agriculture (excluding fallow land and kitchen gardens),Cropland
42863320,3.4,49.66,Agriculture (excluding fallow land and kitchen gardens),Cropland
42802392,3.7,761.73,Forestry,Woodland
42903756,3.35,26.71,Agriculture (excluding fallow land and kitchen gardens),Cropland
42903702,2.9,41.09,Agriculture (excluding fallow land and kitchen gardens),Cropland
42822448,2.55,52.05,Agriculture (excluding fallow land and kitchen gardens),Cropland
42903450,3.9,0.2,Agriculture (excluding fallow land and kitchen gardens),Grassland
42923736,3.35,43.27,Agriculture (excluding fallow land and kitchen gardens),Cropland
42862808,3.85,779.74,Agriculture (excluding fallow land and kitchen gardens),Cropland
42923574,2.6,39.6,Agriculture (excluding fallow land and kitchen gardens),Cropland
42903112,3.4,338.17,Forestry,Woodland
42882534,3.6,1366.74,Agriculture (excluding fallow land and kitchen gardens),Grassland
42963748,3.55,31.97,Agriculture (excluding fallow land and kitchen gardens),Cropland
42943084,3.5,419.33,Forestry,Woodland
42942840,3.5,396.08,Agriculture (excluding fallow land and kitchen gardens),Grassland
42942810,3.9,775.11,Agriculture (excluding fallow land and kitchen gardens),Grassland
42942490,3.3,119.07,Agriculture (excluding fallow land and kitchen gardens),Cropland
42982530,3.65,1215.67,Forestry,Woodland
43023370,2.9,37.05,Agriculture (excluding fallow land and kitchen gardens),Cropland
43023106,3.65,379.06,Forestry,Woodland
43023088,2.85,237.39,Agriculture (excluding fallow land and kitchen gardens),Cropland
43002406,3.65,903.03,Forestry,Woodland
43043486,2.75,9.4,Agriculture (excluding fallow land and kitchen gardens),Cropland
43022764,3.55,587.33,Agriculture (excluding fallow land and kitchen gardens),Grassland
43022722,3.95,534.35,Agriculture (excluding fallow land and kitchen gardens),Grassland
43022488,3.25,114.29,Agriculture (excluding fallow land and kitchen gardens),Cropland
43022470,3.1,71.49,Agriculture (excluding fallow land and kitchen gardens),Cropland
43043086,3.1,345.55,Forestry,Woodland
43042466,2.7,70.32,Agriculture (excluding fallow land and kitchen gardens),Cropland
43083770,3.3,5.21,Agriculture (excluding fallow land and kitchen gardens),Cropland
43083598,3.05,23.81,Agriculture (excluding fallow land and kitchen gardens),Cropland
43083270,3.05,44.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
43062380,3.45,981.55,Forestry,Woodland
43083104,3.75,323.98,Forestry,Woodland
43123692,3.3,88.88,Agriculture (excluding fallow land and kitchen gardens),Cropland
43123686,3.4,73.88,Agriculture (excluding fallow land and kitchen gardens),Grassland
43123128,3.0,346.12,Agriculture (excluding fallow land and kitchen gardens),Grassland
43123120,3.65,412.36,Forestry,Woodland
43123092,3.35,268.16,Agriculture (excluding fallow land and kitchen gardens),Grassland
43122714,3.85,573.31,Agriculture (excluding fallow land and kitchen gardens),Grassland
43122426,2.85,71.11,Agriculture (excluding fallow land and kitchen gardens),Cropland
43143096,3.75,392.76,Forestry,Woodland
43163818,2.85,4.37,Agriculture (excluding fallow land and kitchen gardens),Cropland
43163458,2.65,24.32,Agriculture (excluding fallow land and kitchen gardens),Cropland
43162914,3.15,469.95,Agriculture (excluding fallow land and kitchen gardens),Cropland
43183752,3.4,50.17,Agriculture (excluding fallow land and kitchen gardens),Cropland
43182820,2.8,598.69,Agriculture (excluding fallow land and kitchen gardens),Cropland
43182496,2.75,168.06,Agriculture (excluding fallow land and kitchen gardens),Cropland
43203586,2.65,52.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
43202746,3.8,657.3,Agriculture (excluding fallow land and kitchen gardens),Grassland
43202710,3.75,1113.4,Forestry,Woodland
43202452,3.4,49.93,Agriculture (excluding fallow land and kitchen gardens),Cropland
43223216,3.85,198.95,Forestry,Woodland
43223266,2.8,54.57,Forestry,Woodland
43223702,3.0,52.93,Agriculture (excluding fallow land and kitchen gardens),Cropland
43223738,3.65,48.9,Forestry,Woodland
43262402,3.1,328.78,Agriculture (excluding fallow land and kitchen gardens),Cropland
43262410,3.55,212.71,Agriculture (excluding fallow land and kitchen gardens),Grassland
43262834,3.2,584.62,Agriculture (excluding fallow land and kitchen gardens),Grassland
43263126,3.85,513.19,Forestry,Woodland
43283052,3.9,697.49,Agriculture (excluding fallow land and kitchen gardens),Grassland
43283592,2.9,62.99,Agriculture (excluding fallow land and kitchen gardens),Cropland
43303710,2.7,40.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
43303764,3.2,2.59,Agriculture (excluding fallow land and kitchen gardens),Cropland
43303776,3.55,38.5,Forestry,Woodland
43342562,3.75,1502.38,Semi-natural and natural areas not in use,Woodland
43362402,2.15,168.56,Agriculture (excluding fallow land and kitchen gardens),Cropland
43362694,3.5,1172.72,Forestry,Woodland
43382354,3.55,1163.32,Forestry,Woodland
43382422,3.1,36.32,Agriculture (excluding fallow land and kitchen gardens),Cropland
43343818,2.65,28.49,Agriculture (excluding fallow land and kitchen gardens),Cropland
43363356,3.8,15.66,Agriculture (excluding fallow land and kitchen gardens),Grassland
43402550,3.75,1308.01,Agriculture (excluding fallow land and kitchen gardens),Grassland
43403168,3.75,193.74,Agriculture (excluding fallow land and kitchen gardens),Grassland
43403554,3.0,37.51,Agriculture (excluding fallow land and kitchen gardens),Cropland
43403558,2.65,71.99,Agriculture (excluding fallow land and kitchen gardens),Cropland
43423280,3.65,69.41,Forestry,Woodland
43443572,2.65,41.7,Agriculture (excluding fallow land and kitchen gardens),Cropland
43502416,2.6,32.34,Agriculture (excluding fallow land and kitchen gardens),Cropland
43503136,2.85,473.22,Agriculture (excluding fallow land and kitchen gardens),Cropland
43562354,3.35,1106.5,Forestry,Woodland
43542718,3.75,1022.12,Agriculture (excluding fallow land and kitchen gardens),Grassland
43562476,3.65,91.28,Agriculture (excluding fallow land and kitchen gardens),Grassland
43582384,3.4,526.59,Agriculture (excluding fallow land and kitchen gardens),Cropland
43543126,3.1,247.75,Agriculture (excluding fallow land and kitchen gardens),Cropland
43602380,3.4,721.73,Agriculture (excluding fallow land and kitchen gardens),Grassland
43622348,3.65,1265.68,Forestry,Woodland
43622366,3.4,417.5,Agriculture (excluding fallow land and kitchen gardens),Grassland
43543590,3.0,5.58,Agriculture (excluding fallow land and kitchen gardens),Cropland
43622524,3.85,459.63,Forestry,Woodland
43622816,3.45,474.26,Agriculture (excluding fallow land and kitchen gardens),Grassland
43662364,3.0,735.19,Agriculture (excluding fallow land and kitchen gardens),Cropland
43662400,2.9,47.18,Agriculture (excluding fallow land and kitchen gardens),Cropland
43583564,3.55,104.66,Agriculture (excluding fallow land and kitchen gardens),Cropland
43682430,3.05,18.19,Agriculture (excluding fallow land and kitchen gardens),Cropland
43682854,3.55,426.1,Agriculture (excluding fallow land and kitchen gardens),Grassland
43722430,2.7,20.89,Agriculture (excluding fallow land and kitchen gardens),Cropland
43623598,3.55,6.55,Semi-natural and natural areas not in use,Grassland
43663254,2.75,77.32,Agriculture (excluding fallow land and kitchen gardens),Cropland
43742350,3.9,1044.86,Forestry,Woodland
43623698,2.75,0.71,Agriculture (excluding fallow land and kitchen gardens),Cropland
43742362,3.6,668.07,Agriculture (excluding fallow land and kitchen gardens),Grassland
43663296,3.25,83.14,Forestry,Woodland
43663318,3.75,66.01,Forestry,Woodland
