POINT_ID,BD 0-20,Depth,pH_CaCl2,EC,OC,P,N,K,TH_LAT,TH_LONG,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc,Clay,erosion_by_water
30283550,0.289,0-20 cm,3.9,8.07,265.7,10.5,15,88.2,53.45790964,-9.74631554,E10,U111,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),13.0,
26762002,1.42,0-20 cm,7.0,12.41,8.6,54,0.7,204.5,39.22887796,-9.16526974,B72,U111,Cropland,Pear fruit,Agriculture (excluding fallow land and kitchen gardens),7.0,0.149999991059303
27842416,0.955,0-20 cm,3.7,16.56,91.6,14.6,6.9,61.2,43.082807,-9.052521428,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,13.0,0.0249999985098839
26942016,1.089,0-20 cm,3.9,5.89,15,< LOD,1.2,38.2,39.39184536,-8.998901767,C10,U120,Woodland,Broadleaved woodland,Forestry,13.0,0.175000101327896
26962018,1.088,0-20 cm,5.0,12.67,39.8,< LOD,2.4,110.1,39.41382056,-8.981530426,C10,U120,Woodland,Broadleaved woodland,Forestry,18.0,0.12500374019146
30303360,0.943,0-20 cm,4.8,14.18,54.9,40.2,4.8,90.7,51.82516449,-8.972296895,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),13.0,0.0
27922412,0.972,0-20 cm,4.2,10.78,85.5,21.1,7.1,77.6,43.06614317,-8.945357554,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,0.125001385807991
27022016,1.393,0-20 cm,6.4,7.05,6.4,,0.5,57.7,39.40977721,-8.908556192,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),16.0,3.4262174608557e-07
27962406,1.141,0-20 cm,4.2,31.3,60.6,85.7,6.2,213.9,43.02295198,-8.880337636,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),17.0,0.0
26881938,1.236,0-20 cm,4.5,11.125,10.4,< LOD,0.85,99.75,38.69604951,-8.865543872,C10,U120,Woodland,Broadleaved woodland,Forestry,5.0,0.0
28002400,1.337,0-20 cm,5.2,17.13,53.7,130.2,4.9,82.1,42.97971315,-8.815422826,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),11.0,0.0
27122016,0.907,0-20 cm,7.0,15.43,14.5,< LOD,1.5,121.3,39.43207414,-8.795564111,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),17.0,0.175000101327896
27162028,0.879,0-20 cm,7.0,25.1,34.1,< LOD,3.5,417.6,39.54593442,-8.781341154,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),33.0,0.12500062584877
26581768,,0-20 cm,6.9,19.44,28.2,40.3,3,448.1,37.13910423,-8.775251839,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),25.0,0.200000464916229
27402128,1.466,0-20 cm,5.3,2.6,2.4,< LOD,< LOD,< LOD,40.47345671,-8.769787704,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,2.0,0.0249999985098839
28102420,0.856,0-20 cm,4.4,7.39,72.1,12.5,5,42.4,43.1762671,-8.752898803,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,6.0,0.0
27782284,1.001,0-20 cm,5.0,36.2,32.5,61.3,3,106.3,41.91971201,-8.75063462,E20,U415,Grassland,Grassland without tree/shrub cover,Other abandoned areas,8.0,0.149999991059303
27982368,1.082,0-20 cm,4.6,4.12,28.3,50.9,2.4,26.8,42.69653039,-8.748552828,A30,U319,Artificial land,Other artificial areas,"Electricity, gas and thermal power distribution",4.0,0.0500011779367924
27061970,1.282,0-20 cm,5.3,13.14,3.3,54.9,0.4,28.5,39.01619339,-8.745206354,B21,U111,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens),2.0,0.0
28022380,1.175,0-20 cm,5.9,16.71,61.5,67.8,5.7,243.6,42.81000969,-8.7348188,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),8.0,0.0250001270323992
28082404,1.232,0-20 cm,3.9,11.85,115,16.5,8.4,62.4,43.03246402,-8.731238933,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,0.125000700354576
27462138,1.351,0-20 cm,4.1,2.37,3.3,< LOD,< LOD,< LOD,40.57415894,-8.72738882,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1.0,0.0249999985098839
26741814,1.331,0-20 cm,4.4,8.52,8.5,31.8,0.9,24.3,37.57816004,-8.711708338,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),3.0,0.0
27021938,1.506,20-30 cm,,,,,,,38.72710826,-8.708951935,C10,U120,Woodland,Broadleaved woodland,Forestry,3.0,0.0
27182008,,0-10 cm,6.8,14.61,16.1,< LOD,1.4,201.1,39.37538276,-8.707174304,E20,U415,Grassland,Grassland without tree/shrub cover,Other abandoned areas,45.0,0.0750019326806068
27722242,0.885,0-20 cm,5.0,30.3,47.3,34.7,4.1,220.2,41.53997645,-8.705776471,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),19.0,0.125001162290573
27202006,1.013,0-20 cm,7.1,18.81,24.9,21,2.1,272.1,39.36230016,-8.679456518,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,39.0,0.107807502150536
27482128,1.196,0-20 cm,5.7,5.02,9.1,< LOD,0.8,15.9,40.49121854,-8.677925269,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),2.0,12.92249584198
27702222,0.995,0-20 cm,4.6,24.9,37.3,65.2,3,97.5,41.36098366,-8.674812639,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),12.0,2.0583530613294e-07
27882298,0.979,0-20 cm,4.5,17.85,53.4,57.1,4.1,55.2,42.06407222,-8.671696186,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,0.0499999970197678
27722228,1.162,0-20 cm,5.0,13.6,41.6,119.9,3.75,382.65,41.41779435,-8.667760969,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),14.0,0.152481853961945
28082380,1.193,0-20 cm,5.2,6.06,11.5,< LOD,1.3,100.9,42.82338984,-8.663349068,D20,U415,Shrubland,Shrubland without tree cover,Other abandoned areas,5.0,0.100000433623791
27762242,0.557,0-20 cm,3.7,5.46,94,< LOD,3.6,31.8,41.54886066,-8.659084,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,9.0,9.6615781330911e-07
27742232,0.661,0-20 cm,4.1,5.17,68.4,< LOD,3.4,43.9,41.45714479,-8.655287129,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,0.0250005889683962
26761786,1.073,0-20 cm,4.3,7.83,48.1,< LOD,2.4,121,37.33676436,-8.621613437,B75,U111,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),29.0,1.87918783467467e-06
27302020,1.254,0-20 cm,6.1,5.83,15.2,< LOD,1.3,54.5,39.50689337,-8.602248621,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),14.0,0.0750012844800949
27522114,1.286,0-20 cm,5.5,5.93,4,< LOD,0.3,12.3,40.37768345,-8.595175679,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,4.0,0.0749999955296516
27001882,1.421,0-20 cm,4.8,7.58,8.2,38.5,0.7,42.6,38.23186429,-8.591381992,B23,U111,Cropland,Other root crops,Agriculture (excluding fallow land and kitchen gardens),6.0,0.0
27201962,1.502,0-20 cm,4.3,6.59,9.9,< LOD,0.7,19.5,38.97699355,-8.567653831,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,6.0,0.0
27542110,1.334,0-20 cm,7.5,16.44,7.2,< LOD,1,230.9,40.34711342,-8.561770601,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),31.0,1.44874143600464
27562118,1.475,0-20 cm,4.9,11.52,12,127.2,1,49.1,40.42146744,-8.559769342,B41,U111,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),6.0,0.96500426530838
31103548,0.799,0-20 cm,5.2,36.7,50.6,17.6,4.8,87.2,53.63356837,-8.538749295,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),11.0,0.0
27382028,1.027,0-20 cm,5.2,25.1,21.9,< LOD,1.6,97.6,39.59450173,-8.532099306,B81,U415,Cropland,Olive groves,Other abandoned areas,18.0,0.0500012375414371
30623360,1.058,0-20 cm,6.5,14.29,46.4,23.7,4.2,65.5,51.89852541,-8.520785318,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),17.0,0.0249999985098839
28322424,0.935,0-20 cm,4.2,10.47,152,13.2,10.7,99.6,43.26003306,-8.500435638,C10,U120,Woodland,Broadleaved woodland,Forestry,15.0,0.0250001046806574
28222378,0.754,0-20 cm,4.5,7.59,134.3,< LOD,9.7,72,42.83697702,-8.490892704,C10,U120,Woodland,Broadleaved woodland,Forestry,18.0,0.0750001445412636
26841764,1.029,0-20 cm,7.1,23.3,48.9,< LOD,3.5,643.7,37.16096582,-8.481015615,B84,U111,Cropland,Permanent industrial crops,Agriculture (excluding fallow land and kitchen gardens),38.0,0.175001159310341
28142338,0.647,0-20 cm,5.3,36.2,137.5,22.2,11.6,168.2,42.47048879,-8.474975549,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,4.0,0.0249999985098839
27842206,,0-10 cm,4.0,12.4,43.6,< LOD,2.8,24.4,41.25214945,-8.46897261,C10,U120,Woodland,Broadleaved woodland,Forestry,14.0,0.0250015929341316
28162332,1.065,0-20 cm,3.7,12.71,97.2,< LOD,7.7,56.4,42.42253976,-8.434749495,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),6.0,0.0750005841255188
28362414,0.799,0-20 cm,4.3,9.42,93.6,< LOD,6.3,55,43.18168656,-8.42427799,C33,U120,Woodland,Other mixed woodland,Forestry,17.0,0.0250009428709745
27281940,1.246,0-20 cm,5.1,5.55,7.7,< LOD,0.5,35.3,38.80165119,-8.422782643,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,2.0,0.0
28342404,0.759,0-20 cm,3.7,21.1,100.8,26.5,7.2,140.1,43.09010229,-8.420203055,C10,U120,Woodland,Broadleaved woodland,Forestry,15.0,0.0249999985098839
31003478,0.188,0-20 cm,3.4,7.81,528.7,23.6,19.4,249.2,53.0054671,-8.416390912,H12,U420,Wetlands,Peatbogs,Semi-natural and natural areas not in use,,0.0249999985098839
30663346,1.03,0-20 cm,6.5,13.27,32.5,10.6,3.1,52.5,51.78639604,-8.413238204,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),20.0,0.0249999985098839
27241916,1.225,0-20 cm,5.2,7.92,22.8,< LOD,2.1,120.8,38.58247455,-8.408011888,C10,U120,Woodland,Broadleaved woodland,Forestry,20.0,0.0
28422424,1.512,0-20 cm,4.9,4.09,11.6,< LOD,1.2,144.1,43.28205369,-8.380353098,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),17.0,0.0500018857419491
28022250,1.116,0-20 cm,4.2,5.75,18.9,17.1,1.3,49.6,41.6759665,-8.376746755,D10,U415,Shrubland,Shrubland with sparse tree cover,Other abandoned areas,7.0,0.321856409311295
28262354,0.829,0-20 cm,4.2,7.9,98.7,13.3,7.5,121.9,42.63643594,-8.376691089,C10,U120,Woodland,Broadleaved woodland,Forestry,16.0,0.0250000059604645
27081828,1.313,0-20 cm,4.8,3.65,11,< LOD,1.2,42.7,37.77534776,-8.370764946,C10,U120,Woodland,Broadleaved woodland,Forestry,14.0,4.44310760498047
31063480,1.328,0-20 cm,4.7,6.39,28,37.4,2.9,46,53.03630996,-8.336991678,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),12.0,0.0749999955296516
28362378,0.833,0-20 cm,4.3,5.59,90,11.1,6.2,74.3,42.8677188,-8.323911903,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,10.0,0.0
27101814,1.314,0-20 cm,5.4,4.61,20.7,< LOD,1.8,81.8,37.65667873,-8.314985341,C10,U120,Woodland,Broadleaved woodland,Forestry,20.0,0.0
28442408,0.719,0-20 cm,5.5,33.5,92.7,< LOD,8.3,114.3,43.14690911,-8.311575272,D20,U120,Shrubland,Shrubland without tree cover,Forestry,17.0,2.2888298034668
27341920,1.259,0-20 cm,6.3,17.75,10.5,16.9,1,118.2,38.63924275,-8.306084154,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),30.0,0.150000736117363
27181846,1.481,0-20 cm,5.7,8.15,5.1,15.3,0.5,94.9,37.95506483,-8.303628792,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),7.0,0.0750035420060158
28282334,0.769,0-20 cm,3.9,11.05,72.3,< LOD,5.1,83.7,42.46625999,-8.298033609,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,12.0,0.209725499153137
27221858,1.515,0-20 cm,4.7,4.32,5.9,< LOD,0.6,48.1,38.06908735,-8.288325177,E10,U111,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),4.0,0.100002698600292
28402378,0.651,0-20 cm,5.1,11.48,101.1,< LOD,7.5,53.1,42.87645195,-8.276175142,C33,U420,Woodland,Other mixed woodland,Semi-natural and natural areas not in use,16.0,0.0
28362360,1.107,0-20 cm,5.4,14.38,34.1,73.5,3.3,533.8,42.71064701,-8.274261006,E30,U312,Grassland,Spontaneously re-vegetated surfaces,Road transport,14.0,0.0750012397766113
30823370,1.04,0-20 cm,5.6,18.1,37.7,20.7,3.9,136,52.03011498,-8.274159418,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),16.0,0.0249999985098839
28382362,1.464,0-20 cm,6.4,21.2,45.1,32.7,4.3,165.2,42.73245975,-8.255945099,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),17.0,0.0750018283724785
27161812,1.267,0-20 cm,6.3,15.59,18.3,15.2,2.1,36.8,37.65202644,-8.244007388,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),18.0,0.0
27902146,0.883,0-20 cm,4.0,18.06,45.8,< LOD,3.4,72.9,40.74060181,-8.241522697,C10,U120,Woodland,Broadleaved woodland,Forestry,3.0,0.150000542402267
27561988,1.008,0-20 cm,4.3,5.0,17.9,< LOD,1,76.5,39.28318073,-8.22738568,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,0.0750023871660233
27061758,1.267,0-20 cm,7.0,16.61,21.1,< LOD,1.8,360.2,37.15573516,-8.225788031,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),31.0,0.175002187490463
27381902,1.298,0-20 cm,4.0,8.69,16.1,< LOD,1.5,65.3,38.48989142,-8.217254276,C10,U120,Woodland,Broadleaved woodland,Forestry,7.0,3.23176288604736
27722056,1.176,0-20 cm,4.1,7.01,75.5,< LOD,3,59.5,39.91368778,-8.216930883,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,16.0,111.439506530762
27982170,1.24,0-20 cm,5.0,14.02,63.9,157.7,4.9,62.6,40.96790225,-8.211525863,B44,U370,Cropland,Floriculture and ornamental plants,Residential,16.0,0.0
27221822,1.249,0-20 cm,5.8,6.49,17.7,< LOD,1.9,141.9,37.75280367,-8.201674106,C10,U120,Woodland,Broadleaved woodland,Forestry,17.0,5.84166240692139
28222270,0.754,0-20 cm,4.0,5.69,96.7,< LOD,4.5,96.6,41.89422623,-8.19578408,E30,U120,Grassland,Spontaneously re-vegetated surfaces,Forestry,3.0,0.0249999985098839
27421902,1.401,0-20 cm,7.1,39.8,7.7,< LOD,0.6,45,38.49848408,-8.172593972,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),14.0,2.78479194641113
31083442,0.714,0-20 cm,4.7,27.2,116.1,39.1,8.2,220.5,52.7117757,-8.166351019,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),20.0,0.0500001944601536
28582414,1.15,0-20 cm,4.3,6.24,25,< LOD,1.6,45,43.22973941,-8.160282865,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,11.0,0.050000935792923
28482368,1.094,0-20 cm,5.2,8.97,52.5,37,4.5,49.5,42.80655165,-8.153230881,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),13.0,0.0
27561952,1.447,0-20 cm,4.5,4.51,4.2,< LOD,0.5,27,38.9673951,-8.138163986,C10,U120,Woodland,Broadleaved woodland,Forestry,2.0,0.0
28302282,1.106,0-20 cm,4.0,9.11,64.6,15.5,5,73,42.01639763,-8.133780206,F10,U420,Bareland,Rocks and stones,Semi-natural and natural areas not in use,3.0,
27201772,1.132,0-20 cm,4.5,4.36,24.8,< LOD,1.8,104.4,37.30884037,-8.105164104,C10,U120,Woodland,Broadleaved woodland,Forestry,23.0,0.327448606491089
27361846,,0-10 cm,7.2,13.46,10.3,22.5,0.9,303.2,37.99370508,-8.104139267,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),49.0,2.4726357460022
27461892,1.275,0-20 cm,4.8,5.85,12.9,< LOD,1.1,52.6,38.41923153,-8.103666991,C10,U120,Woodland,Broadleaved woodland,Forestry,10.0,0.175000712275505
28022146,1.072,0-20 cm,3.9,4.18,55.1,< LOD,2.8,36.9,40.76648479,-8.102979965,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,9.0,0.0
27922096,0.825,0-20 cm,4.1,20.5,41.1,< LOD,3,118.2,40.30714232,-8.089911916,C10,U120,Woodland,Broadleaved woodland,Forestry,18.0,0.0249999985098839
27481894,1.26,0-20 cm,5.5,8.02,14.7,< LOD,1.3,78.2,38.44107094,-8.086193948,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,0.0
28402306,0.7,0-20 cm,4.0,10.14,84.8,10.6,4.6,83.9,42.24770771,-8.080119232,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,10.0,0.0750001668930054
31783686,1.085,0-20 cm,4.3,23.4,40.1,< LOD,2.6,90.4,54.98097474,-8.064965698,E20,U420,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use,,
28742448,0.843,0-20 cm,4.6,28.7,45.4,40.1,4.6,429.8,43.56105831,-8.062026983,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),11.0,0.0250001270323992
27501892,1.2,0-20 cm,4.6,5.85,7.1,< LOD,0.7,29.6,38.4277697,-8.059040764,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),5.0,2.21407222747803
27401840,1.028,0-20 cm,7.2,15.75,13.8,< LOD,1,234.8,37.94949001,-8.04546633,F40,U112,Bareland,Other bare soil,Fallow land,34.0,
28482326,0.945,0-20 cm,4.2,3.14,34.6,< LOD,1.9,43.2,42.43969812,-8.039181389,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,18.0,0.175000503659248
27241758,1.18,0-20 cm,7.0,16.49,20.7,< LOD,1.9,227.9,37.1941453,-8.02847573,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),28.0,0.200001746416092
28202196,1.027,0-20 cm,5.8,13.29,28.9,77,2.2,145.5,41.24276057,-8.023889996,E30,U415,Grassland,Spontaneously re-vegetated surfaces,Other abandoned areas,9.0,4.72743940353394
28042122,0.91,0-20 cm,3.9,9.28,28.1,< LOD,1.8,60.7,40.56059987,-8.018305845,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,10.0,0.0249999985098839
28022110,1.063,0-20 cm,4.2,4.8,32.5,< LOD,2.1,50.1,40.45120013,-8.010723245,C10,U120,Woodland,Broadleaved woodland,Forestry,17.0,0.877122819423676
28382268,0.871,0-20 cm,4.3,6.22,73.9,< LOD,3.9,108.7,41.91121174,-8.002371094,F40,U120,Bareland,Other bare soil,Forestry,8.0,0.0
27321784,1.438,0-20 cm,4.9,3.58,13,< LOD,1.4,30.2,37.43994321,-8.001415407,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),11.0,63.2951431274414
31163428,1.165,0-20 cm,5.3,21.1,33.2,39.4,3.7,153.7,52.60820924,-7.9998672,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),17.0,0.0500019416213036
28822460,0.789,0-20 cm,4.1,12.86,87.6,14.3,6.2,123.2,43.68302514,-7.998696078,C10,U120,Woodland,Broadleaved woodland,Forestry,10.0,2.03460874814709e-08
27862032,1.358,0-20 cm,4.5,3.77,15.5,< LOD,1.7,49.9,39.73333602,-7.997159656,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,16.0,0.0499999970197678
27681946,1.253,0-20 cm,5.2,4.36,4.2,12.6,0.6,76.4,38.94034874,-7.988548455,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),11.0,0.15000194311142
27461842,,0-10 cm,6.2,5.83,9.7,52.7,0.7,140,37.97982158,-7.983712405,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),47.0,5.22855997085571
28322234,,0-10 cm,4.3,3.73,40.7,< LOD,2.9,34,41.60096343,-7.983146225,D20,U210,Shrubland,Shrubland without tree cover,Energy production,9.0,0.0249999985098839
27922046,0.619,0-20 cm,3.7,6.37,116.1,< LOD,3.6,72.3,39.86889223,-7.963795322,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,13.0,0.0499999970197678
27401804,1.427,0-20 cm,5.3,7.03,9.5,< LOD,1.2,48.8,37.63287273,-7.960229523,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,0.150001063942909
31523558,0.383,0-20 cm,3.3,24.2,504.6,18.1,16.3,236.4,53.81443946,-7.958428781,H12,U420,Wetlands,Peatbogs,Semi-natural and natural areas not in use,,
28542318,1.208,0-20 cm,4.0,4.15,23.9,141.4,1.9,95.8,42.38264415,-7.94658216,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,6.0,0.0750003159046173
28102114,1.205,0-20 cm,4.2,3.97,16.5,< LOD,0.8,105.5,40.50330277,-7.928871831,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,6.0,0.474619716405869
27481828,1.226,0-20 cm,6.2,8.95,23.6,< LOD,2.1,60.7,37.86093134,-7.92837558,C10,U120,Woodland,Broadleaved woodland,Forestry,19.0,0.0
31123392,1.159,0-20 cm,5.7,41.3,41.3,38.2,4.7,169.5,52.28727705,-7.92680793,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),13.0,0.050000011920929
28602334,0.981,0-20 cm,3.7,8.31,89.5,< LOD,5.9,56.3,42.53533642,-7.918251953,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,0.0
27321748,1.046,0-20 cm,6.9,21.8,57.2,< LOD,3.6,608.7,37.12302697,-7.917530136,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),51.0,0.208916544914246
28282190,0.921,0-20 cm,4.7,26.4,46.8,80,3.4,109.5,41.20732272,-7.915247279,E10,U415,Grassland,Grassland with sparse tree/shrub cover,Other abandoned areas,7.0,1.47742259502411
27641896,1.242,0-20 cm,4.5,13.05,8,< LOD,0.9,55,38.49264562,-7.912367462,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),8.0,0.532843053340912
28802416,0.786,0-20 cm,4.0,9.34,75.7,21.4,6.8,75.8,43.29458066,-7.901381561,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,15.0,0.0249999985098839
28362220,1.189,0-20 cm,5.1,5.76,15.2,< LOD,1.3,175.1,41.48698393,-7.899791819,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),7.0,5.57609128952026
28502280,0.903,0-20 cm,4.5,11.83,76.4,18.6,6.5,119.1,42.04180912,-7.892831414,D10,U120,Shrubland,Shrubland with sparse tree cover,Forestry,11.0,0.0249999985098839
31163396,1.107,0-20 cm,6.3,56.2,40.3,40.1,4.8,503.6,52.33074445,-7.88404535,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),19.0,0.0750000178813934
27421780,1.389,0-20 cm,5.4,4.58,6.2,< LOD,0.8,57.6,37.42587121,-7.882013906,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,12.0,1.51884543895721
27541828,1.155,0-20 cm,5.9,5.15,9.8,12.3,1.2,105.9,37.87359195,-7.861935525,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),40.0,2.4515175819397
27661882,1.068,0-20 cm,5.3,5.74,26.5,< LOD,1.8,136.9,38.37380684,-7.856539308,C10,U120,Woodland,Broadleaved woodland,Forestry,8.0,0.0
28562290,1.208,0-20 cm,4.1,7.19,49.3,10.6,3.6,88.8,42.14205449,-7.848472302,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,16.0,0.175001502037048
27501802,1.365,0-20 cm,5.8,6.15,12,10.7,1.3,46.3,37.63637118,-7.845168807,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),12.0,0.159114316105843
28762374,0.656,0-20 cm,3.7,17.25,66,17.2,5,58.4,42.91908519,-7.835185497,C10,U120,Woodland,Broadleaved woodland,Forestry,6.0,0.0
27741908,1.16,0-20 cm,5.6,5.73,7.7,27.7,0.8,90.2,38.61921895,-7.829328729,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,7.0,3.43550324440002
27541810,1.055,0-20 cm,5.4,8.59,23.5,10.8,2.1,72.3,37.71519302,-7.819694228,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,17.0,3.64715003967285
28202116,1.428,0-20 cm,4.6,19.54,15.8,41.1,1.6,124.9,40.54203908,-7.818808675,B53,U111,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens),7.0,0.188536256551743
27561812,1.518,0-20 cm,5.3,5.86,18.1,< LOD,1.2,47.7,37.73699578,-7.802264626,C10,U120,Woodland,Broadleaved woodland,Forestry,20.0,3.43012714385986
28982458,0.86,,,,,,,,,,,,,,,24.0,0.0249999985098839
27501780,1.526,0-20 cm,5.4,3.17,6.2,< LOD,0.9,67.2,37.44268222,-7.793951199,D10,U415,Shrubland,Shrubland with sparse tree cover,Other abandoned areas,6.0,0.336506485939026
28102060,0.797,0-20 cm,3.6,12.16,97.5,< LOD,4.7,84.1,40.02982153,-7.793248633,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,16.0,5.41567516326904
27421740,1.39,0-20 cm,7.4,14.06,15.8,< LOD,1.7,264.5,37.07357074,-7.789523471,C10,U120,Woodland,Broadleaved woodland,Forestry,33.0,0.150000095367432
27741890,1.295,0-20 cm,6.0,3.65,2.9,< LOD,0.2,18.3,38.46097827,-7.786313911,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,9.0,0.12500225007534
27541792,1.424,0-20 cm,5.5,3.52,9.7,< LOD,1.5,48.8,37.55673214,-7.777729769,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),14.0,0.252398937940598
28282136,0.682,0-20 cm,4.1,16.17,85,< LOD,5.5,81.1,40.73425467,-7.777096453,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,10.0,0.0249999985098839
