POINT_ID,BD 0-20,Depth,pH_CaCl2,EC,OC,P,N,K,TH_LAT,TH_LONG,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc,Clay,erosion_by_water
32341990,1.418,0-20 cm,7.7,56.0,13.2,< LOD,0.9,300.3,40.17965692,-2.765630223,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),35.0,1.93657541275024
33722838,1.334,0-20 cm,5.2,11.12,27.8,68.1,3.1,113.2,47.91538393,-2.76169861,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),19.0,0.572925925254822
33782872,1.003,0-20 cm,6.1,20.59,42.1,119.4,3.6,134.2,48.22537983,-2.758678284,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),20.0,7.59481334686279
32341984,,0-20 cm,7.6,237.0,10.9,< LOD,0.8,131.3,40.12620852,-2.754875016,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),3.0,3.99200940132141
32902338,0.809,0-20 cm,3.9,9.76,70.9,< LOD,4.2,68.7,43.35928614,-2.753879952,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,41.0,0.0249999985098839
35303726,1.276,0-20 cm,5.7,35.14,19.6,35.1,1.8,202.6,56.00430508,-2.748282338,B21,U111,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens),18.0,2.31417202949524
31921700,1.202,0-20 cm,7.6,24.2,23.3,14.3,2,310.7,37.52854786,-2.740310526,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),30.0,1.20220756530762
32041778,1.257,0-20 cm,7.6,16.78,47.5,31.1,1.7,332.3,38.24351922,-2.737422628,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),25.0,0.488741338253021
32762242,1.109,0-20 cm,7.7,18.74,< LOD,15,0.7,174.6,42.48533128,-2.737399551,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),41.0,4.95220263019291e-07
35363754,1.035,0-20 cm,5.6,24.14,26.3,53.3,2.4,140.2,56.26087377,-2.735023083,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),18.0,0.530817151069641
32762234,1.295,0-20 cm,7.5,14.73,6.9,< LOD,0.8,136.7,42.41424431,-2.722153352,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),8.0,4.7666974067688
32642154,1.332,0-20 cm,7.7,11.81,2.2,< LOD,0.5,64.3,41.68483117,-2.714461001,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),13.0,0.0
32181856,1.197,0-20 cm,7.6,16.4,18.2,15.7,1.6,412.8,38.96086551,-2.712954693,F40,U112,Bareland,Other bare soil,Fallow land,31.0,0.350872576236725
35563854,0.655,0-20 cm,4.8,51.1,176.4,29.6,14.8,289.2,57.17500812,-2.711233367,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,10.0,6.76211595535278
32281920,1.295,0-20 cm,7.3,230.0,14.8,30.2,1.6,563,39.54676072,-2.710418644,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),27.0,3.68484592437744
32782240,1.09,0-20 cm,7.2,12.16,8,37,0.9,248.3,42.47060149,-2.709597731,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),20.0,0.100002072751522
32522074,1.096,0-20 cm,7.6,11.32,23.7,< LOD,2.1,444.2,40.95488283,-2.70821843,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,26.0,7.66098082749522e-07
32822262,0.994,0-20 cm,7.5,15.14,13.5,18.5,1.5,274.9,42.67215482,-2.703538632,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),37.0,0.684169054031372
33762832,1.383,0-20 cm,5.7,9.99,20.4,153.1,2.1,253.1,47.86848572,-2.695481915,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),16.0,0.116547934710979
32101790,1.281,0-20 cm,7.2,15.42,24.3,93.5,1.5,467.1,38.35970572,-2.690322647,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),24.0,3.64321522283717e-07
32421998,1.35,0-20 cm,7.3,225.0,19.7,22.1,1.3,405.5,40.26302217,-2.687373465,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),34.0,0.349862307310104
31961694,1.17,0-20 cm,7.6,241.0,3.9,< LOD,0.6,192.7,37.48091281,-2.685859367,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),2.0,1.45974814891815
32401984,1.267,0-20 cm,7.2,233.0,27,13.6,1.6,342.4,40.13527738,-2.685530995,A30,U319,Artificial land,Other artificial areas,"Electricity, gas and thermal power distribution",23.0,0.100004181265831
32121800,,,,,,,,,,,,,,,,19.0,0.0750016570091248
32321928,1.336,0-20 cm,7.8,291.0,12.5,< LOD,1.5,372.7,39.62411247,-2.678615519,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),2.0,2.57326507568359
32782222,1.025,0-20 cm,6.4,25.1,24.9,< LOD,2,116.7,42.3106306,-2.675450367,C10,U120,Woodland,Broadleaved woodland,Forestry,17.0,0.0
32181834,1.281,0-20 cm,7.3,51.4,31.6,< LOD,3,1214.9,38.76453788,-2.675076855,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),34.0,0.299999982118607
32682156,1.001,0-20 cm,7.3,18.46,52.8,< LOD,2.2,338.1,41.7086754,-2.67080459,E20,U420,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use,28.0,0.0500001944601536
32722180,0.863,0-20 cm,4.4,5.82,36.1,< LOD,1.9,138.7,41.92815925,-2.668058977,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,20.0,0.0
33842866,1.158,0-20 cm,5.5,13.17,24,33.7,2.5,151.6,48.18157447,-2.665457383,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),18.0,5.89963150024414
32682144,1.169,0-20 cm,6.6,19.71,22.6,< LOD,1,107.1,41.60193566,-2.648559686,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,4.0,0.0
31981684,1.064,0-20 cm,7.5,10.76,4,< LOD,0.5,77.2,37.39448539,-2.64710699,F40,U112,Bareland,Other bare soil,Fallow land,12.0,0.747929096221924
35303690,1.454,0-20 cm,5.3,30.87,19.9,28,2.2,285.8,55.68663104,-2.64452251,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),15.0,11.760950088501
32582074,1.221,0-20 cm,7.1,15.82,36.6,< LOD,1.4,244.5,40.96393689,-2.637974284,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,37.0,0.0
32461996,,0-10 cm,7.5,123.6,14.6,12.7,0.6,107.9,40.25122431,-2.637482469,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),18.0,10.0839233398438
32662124,1.214,0-20 cm,7.5,15.1,15.4,< LOD,1.5,254.4,41.42098511,-2.635305152,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),41.0,0.0
32361928,1.091,0-20 cm,7.6,18.6,7.6,11.9,1,266.6,39.63012044,-2.632733571,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),39.0,2.59491491317749
31981674,1.241,0-20 cm,6.9,9.07,11.4,< LOD,0.6,46.3,37.30504988,-2.630648089,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,5.0,0.252011239528656
32502018,1.451,0-20 cm,7.7,20.4,13.9,< LOD,1.2,206.6,40.45322602,-2.63035043,F40,U112,Bareland,Other bare soil,Fallow land,22.0,
32702146,1.144,0-20 cm,5.2,3.67,9.1,10.6,0.6,46.1,41.62274222,-2.628597567,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,5.0,0.0
32582066,,0-20 cm,7.5,14.01,73,< LOD,2.2,415.4,40.89271393,-2.623473102,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,26.0,2.71710746346798e-07
32902270,0.993,0-20 cm,7.4,19.84,53,< LOD,3.1,290.9,42.75535165,-2.622479406,E10,U111,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),25.0,0.0
32702142,1.161,0-20 cm,5.0,3.94,5.3,< LOD,0.3,65.8,41.58715719,-2.62121322,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,6.0,0.0
32682126,1.287,0-20 cm,7.4,13.83,6.8,18.5,0.9,206.9,41.44179129,-2.615388237,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),18.0,3.66822385787964
32101744,0.962,0-20 cm,7.1,16.99,23.1,< LOD,2,311.7,37.94877265,-2.612881903,C10,U120,Woodland,Broadleaved woodland,Forestry,28.0,4.22173229708278e-08
32522016,1.524,0-20 cm,7.7,14.51,15.2,10.5,0.8,222.3,40.43841053,-2.603546286,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),21.0,9.43877220153809
32241830,1.299,0-20 cm,7.6,14.98,17.6,13.4,1,408.6,38.73781199,-2.600307456,F40,U112,Bareland,Other bare soil,Fallow land,44.0,0.299999982118607
34663314,1.678,0-20 cm,6.6,13.18,16,48.5,1.9,213.9,52.26744449,-2.596720332,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),19.0,0.651627898216248
33802810,1.312,0-20 cm,5.6,14.74,27.9,55.4,2.7,189.6,47.6799518,-2.59415881,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),21.0,0.0999999940395355
32281852,1.277,0-20 cm,7.6,25.0,16,71.1,2,998.2,38.94016193,-2.592520619,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),49.0,0.0750014036893845
32281848,1.144,0-20 cm,7.6,12.68,28.6,< LOD,1.7,376.2,38.90445945,-2.585679404,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),18.0,0.302966713905334
32181780,0.949,0-20 cm,7.0,21.1,111.5,< LOD,4.2,235.4,38.28234997,-2.583420434,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,22.0,0.0249999985098839
32822198,,0-10 cm,4.7,22.1,43.8,12.8,3.3,171.3,42.10329465,-2.5826054,C10,U120,Woodland,Broadleaved woodland,Forestry,14.0,0.0
32682108,1.024,0-20 cm,7.4,45.0,42.4,< LOD,4.2,790.8,41.28160509,-2.582449884,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,33.0,0.0
32481972,1.383,0-20 cm,7.5,25.6,16.3,14,1.7,1104.8,40.04034061,-2.571867978,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),33.0,7.98090267181396
32682102,0.604,0-20 cm,7.1,33.8,108.3,14.1,6.2,598.7,41.22820037,-2.571521849,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,24.0,0.0
32061692,1.337,0-20 cm,7.4,14.42,12.1,24.7,1,216.2,37.47794024,-2.57139304,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),10.0,7.42247295379639
32221796,1.373,0-20 cm,7.5,12.86,69,< LOD,0.9,141.7,38.43122278,-2.565305746,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),16.0,0.0500005111098289
32201782,1.473,0-20 cm,6.6,17.62,32.5,< LOD,2.2,236.7,38.30319182,-2.564283638,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,24.0,0.0249999985098839
32421926,1.163,0-20 cm,7.5,241.0,13.7,< LOD,1.7,233.1,39.6212555,-2.5604172,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),3.0,0.350160777568817
32401912,,0-20 cm,7.5,27.5,9.8,10,1,267,39.49340772,-2.559033261,F40,U112,Bareland,Other bare soil,Fallow land,28.0,1.31741261482239
32341872,1.195,0-20 cm,7.5,16.37,12.4,11.7,1.3,216.1,39.12759695,-2.558569495,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),23.0,1.3431224822998
33822802,1.231,0-20 cm,4.2,10.75,32.1,25.4,3.1,97.7,47.61219241,-2.550355526,E30,U420,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use,21.0,0.125000223517418
32902230,1.322,0-20 cm,7.5,19.45,6.8,13.7,0.9,161,42.39983054,-2.546842089,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),21.0,9.67108988447762e-08
33962884,,0-10 cm,6.2,13.27,15.3,104.7,1.7,288.3,48.35919191,-2.546026739,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),13.0,0.161822870373726
32782150,1.426,0-20 cm,5.9,4.58,4.1,< LOD,0.5,36.3,41.67033863,-2.541271083,F40,U120,Bareland,Other bare soil,Forestry,9.0,0.0
32722108,0.839,0-20 cm,7.5,17.39,20.7,37.2,2.3,546.2,41.28759192,-2.535371572,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,45.0,2.1336464881897
35023494,1.131,0-20 cm,5.1,12.38,36.2,16.6,4.1,104.8,53.91271538,-2.533734248,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),21.0,0.0500000044703484
34743334,1.069,0-20 cm,5.7,50.43,22.4,11.2,2.9,87.1,52.45645045,-2.531476025,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),21.0,0.0250001288950443
32722104,1.182,0-20 cm,7.1,48.3,27.2,47.5,2.5,427.6,41.2519853,-2.528109313,E30,U420,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use,11.0,0.299999982118607
32501958,1.344,0-20 cm,7.5,12.48,4.4,10.5,0.4,57.6,39.91851599,-2.524237367,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),16.0,4.85328483581543
35323658,1.042,0-20 cm,4.9,30.86,33.1,25.9,3.4,98.4,55.40728863,-2.522816511,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),31.0,6.46577262878418
32942242,1.407,0-20 cm,7.6,18.95,11,18.1,1.3,263.9,42.51250688,-2.521389424,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),34.0,7.14902000709117e-07
32802152,1.343,0-20 cm,7.3,11.16,3.1,18.1,0.6,103.6,41.69112376,-2.521254712,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),10.0,0.522609889507294
32722098,1.391,0-20 cm,4.9,3.65,3.7,30.6,0.5,58.8,41.1985715,-2.517237178,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens),10.0,0.546804904937744
32561992,,0-10 cm,7.5,17.58,14.7,14.8,1.2,484.8,40.23052761,-2.514603749,F40,U112,Bareland,Other bare soil,Fallow land,26.0,5.77291584014893
32401886,1.239,0-20 cm,7.7,13.36,27.3,< LOD,1.2,522.8,39.2614463,-2.514199588,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),18.0,0.33956241607666
32822154,1.305,0-20 cm,7.4,11.42,4.6,< LOD,0.5,54.5,41.7119048,-2.501225975,B41,U111,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),12.0,0.205349564552307
32461916,1.303,0-20 cm,7.1,15.37,28.2,26.9,2.2,244.3,39.5380078,-2.497230981,B41,U111,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),26.0,2.05953335762024
32842164,1.17,0-20 cm,6.3,9.61,11.7,< LOD,1.2,70.6,41.80386374,-2.495861272,C10,U120,Woodland,Broadleaved woodland,Forestry,11.0,0.397758305072784
32902202,,0-10 cm,6.8,23.4,56.9,< LOD,4.1,139,42.15084767,-2.494608426,D10,U111,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens),18.0,0.0249999985098839
32201740,0.958,0-20 cm,7.2,20.8,56.4,< LOD,4,443.2,37.92785964,-2.494330721,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,18.0,9.56239532001746e-08
32922214,,0-10 cm,7.3,13.73,15.4,< LOD,1.5,67.9,42.26055463,-2.493010996,C22,U420,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use,26.0,9.52634024997678e-07
32501940,1.428,0-20 cm,7.5,13.99,6.2,17.5,0.7,304.5,39.75800807,-2.492876503,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),30.0,3.55147957801819
32862174,,0-10 cm,5.8,10.31,43.8,< LOD,3.4,159.7,41.89581451,-2.490500522,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,12.0,0.0500030219554901
32141694,1.239,0-20 cm,7.5,12.54,7.2,10.6,0.6,59.5,37.50766419,-2.485706338,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),12.0,9.33951759338379
35383678,1.27,0-20 cm,5.7,22.01,23.8,30.5,2.4,272.3,55.59319884,-2.485286859,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),16.0,1.67582607269287
32782118,1.072,0-20 cm,7.5,13.76,3.5,14.2,0.5,169.1,41.38555291,-2.482846924,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),56.0,0.0500008277595043
32181716,1.128,0-20 cm,7.4,17.75,13,19.3,1.1,133.8,37.71032356,-2.477157882,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),12.0,1.05243313312531
32521944,1.413,0-20 cm,7.4,18.88,5.3,10.5,0.8,316.9,39.79664597,-2.476821747,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),28.0,1.82093560695648
32882178,1.049,0-20 cm,5.8,33.6,30.8,13.7,3.1,130.9,41.93438049,-2.474084945,E10,U111,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),12.0,0.0
32842152,1.183,0-20 cm,7.0,34.5,17.6,325.4,2.3,457.9,41.69708769,-2.47386397,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),21.0,0.0750022754073143
32762098,1.168,0-20 cm,7.3,16.06,36,13.6,1.4,535.6,41.20452616,-2.470215714,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,43.0,1.53033685684204
32521936,1.411,0-20 cm,7.5,15.96,4.8,13.1,0.7,258.9,39.72529553,-2.46295579,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),23.0,6.02998352050781
32121666,1.33,0-20 cm,6.8,7.56,13.7,< LOD,1.4,165.5,37.25420991,-2.462389451,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),6.0,0.0249999985098839
32461888,,0-20 cm,7.0,12.11,10,< LOD,1.1,274,39.28817527,-2.449145227,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),19.0,0.299999982118607
32181698,1.547,0-20 cm,7.6,14.25,6.5,< LOD,0.9,479.3,37.54933362,-2.447724015,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),46.0,0.520511388778687
34763312,1.144,0-20 cm,5.5,6.49,25,11,2.7,168.1,52.26517642,-2.447049108,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),24.0,1.18181872367859
33062278,1.331,0-20 cm,7.4,21.9,13.4,22.7,1.7,393.8,42.8504417,-2.44463858,B41,U111,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),40.0,6.34417772293091
32341804,1.397,0-20 cm,7.2,15.22,99.1,< LOD,1.7,132.6,38.52044465,-2.443385618,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,13.0,6.19565753368079e-07
32601974,1.051,0-20 cm,7.1,15.19,25.6,< LOD,2,493.4,40.07599846,-2.436791377,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,37.0,0.250000327825546
32902170,,0-10 cm,7.4,14.12,9.9,31.3,1.5,237.6,41.86617593,-2.435618395,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),26.0,1.44339346885681
32201704,1.485,0-20 cm,7.6,16.68,27.2,< LOD,1.4,142.7,37.60594256,-2.435234984,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),17.0,0.0249999985098839
32902166,1.285,0-20 cm,7.5,16.78,13.3,18.5,1.7,274.2,41.83058293,-2.428296954,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,32.0,0.0
32421848,1.066,0-20 cm,7.2,14.72,27.6,< LOD,2,549.6,38.92520448,-2.426753665,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,36.0,0.364656567573547
32401828,0.746,0-20 cm,7.1,28.6,103.2,< LOD,7.1,971.7,38.74365513,-2.415761699,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,32.0,0.0750009790062904
34102908,1.399,0-20 cm,6.3,11.78,11.7,46.1,1.4,132.4,48.59279862,-2.412400845,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),18.0,3.21315479278564
32221702,0.961,0-20 cm,7.6,18.51,18.3,< LOD,2.2,273.4,37.59098696,-2.409700367,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),41.0,0.0249999985098839
32982206,0.996,0-20 cm,7.6,22.9,22.4,< LOD,2.8,77.2,42.1983246,-2.40648199,D20,U111,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),21.0,0.0500003434717655
32401822,1.16,0-20 cm,7.4,12.1,19.9,< LOD,1.9,491,38.69006364,-2.405700803,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,27.0,0.0750009268522263
32862126,1.217,0-20 cm,7.4,11.43,10.2,21.8,1.3,214.6,41.46863748,-2.402944954,F40,U112,Bareland,Other bare soil,Fallow land,28.0,4.49292707443237
32521900,1.603,0-20 cm,7.6,14.41,6.9,16.3,0.7,318,39.40411051,-2.401079574,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),16.0,0.0250015035271645
35823892,1.318,0-20 cm,5.3,12.78,17.6,60.2,1.9,188.3,57.55133207,-2.40009514,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),16.0,8.68819808959961
32621966,1.242,0-20 cm,7.3,10.47,12.9,< LOD,0.5,150.8,40.00761423,-2.399782071,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,37.0,5.87280702590942
35483702,1.09,0-20 cm,4.6,66.28,44.1,44.6,4.6,307.2,55.82061278,-2.395880269,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),21.0,1.46223926544189
32321760,1.031,0-20 cm,7.3,18.1,34.3,< LOD,1.4,59.8,38.12430374,-2.392854313,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,8.0,5.35316289074217e-08
32521894,1.391,0-20 cm,7.5,15.45,6.7,21.4,0.8,494.7,39.35056243,-2.390848993,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),23.0,0.0250006839632988
32421826,1.081,0-20 cm,7.5,16.4,12.9,30.3,1.3,207.4,38.72872932,-2.389760972,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),19.0,0.0750014111399651
35103484,1.068,0-20 cm,5.8,17.57,63.9,42.6,6.4,182,53.83672133,-2.3872517,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),29.0,0.0250016860663891
35403654,0.996,0-20 cm,4.9,18.14,48,14.8,5.2,293.4,55.38434755,-2.387157845,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),29.0,0.0
32401810,1.217,0-20 cm,7.5,19.44,72.7,< LOD,2.6,175.5,38.58286545,-2.385646956,C22,U420,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use,,1.98052916289271e-07
32802074,1.154,0-20 cm,7.3,15.13,65.9,< LOD,1.8,195.4,40.99670947,-2.380260705,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,11.0,0.0
32742034,0.75,0-20 cm,6.9,38.0,109.3,< LOD,5.4,541.7,40.63148176,-2.379529161,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,29.0,0.0
32621954,1.42,0-20 cm,7.5,17.22,4.7,< LOD,0.8,164.1,39.90059258,-2.379007535,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),31.0,6.11840009689331
33902770,1.54,0-20 cm,6.1,11.39,25.5,46.2,2.6,293,47.34093071,-2.376416412,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),21.0,0.125001311302185
33042228,0.895,0-20 cm,7.5,27.8,10,15.4,1.3,227.7,42.40289675,-2.37532948,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),32.0,0.664576947689056
32902134,1.08,0-20 cm,7.5,17.4,20.4,15.4,2.5,379.2,41.54576631,-2.370138877,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),46.0,3.4176869392395
32561908,1.288,0-20 cm,7.5,17.47,12.3,12.8,1.5,214,39.48138147,-2.368958801,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),28.0,0.300957083702087
34883350,1.218,0-20 cm,5.9,31.21,11.9,64.5,1.4,352.3,52.61925591,-2.368153391,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),10.0,0.0
32261702,1.543,0-20 cm,7.5,19.78,16.5,25.8,1.4,245,37.59683977,-2.365146253,F40,U112,Bareland,Other bare soil,Fallow land,25.0,0.0249999985098839
32942156,1.503,,,,,,,,,,,,,,,5.0,1.02256286144257
32922142,1.528,0-20 cm,6.4,3.89,3.8,15.9,0.4,50.8,41.61993436,-2.360938397,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,3.0,0.56469053030014
32962168,1.269,0-20 cm,7.5,18.65,9.1,30.3,1.4,223.8,41.85725708,-2.360677259,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),31.0,0.299999982118607
32501860,1.251,0-20 cm,7.6,15.29,14,< LOD,1,370.2,39.04410326,-2.356066363,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),31.0,2.09301662445068
32641952,1.307,0-20 cm,7.5,13.88,9.9,< LOD,0.9,257.6,39.88569068,-2.352513712,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),22.0,4.36851406097412
32401786,1.23,0-20 cm,7.3,13.09,17.1,< LOD,1.2,180.6,38.36840804,-2.345809159,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,17.0,1.07275218397263e-06
32902116,1.083,0-20 cm,7.3,14.14,16.3,< LOD,1.5,108.8,41.38550002,-2.337744877,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,23.0,0.0
32721996,,0-10 cm,7.4,32.5,22.5,15.8,1.9,413.7,40.28981866,-2.336237575,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),38.0,2.98692941665649
34102872,1.366,0-20 cm,6.3,12.05,15.7,24.2,1.7,237.9,48.27414434,-2.332989127,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),17.0,0.494813561439514
