fid,POINTID,erosion_by_water_t_ha_yr
3057,53121854,0.241214275360107
3058,53121722,0.734247326850891
3059,53121718,4.45751428604126
3060,53104540,
3061,53104468,
3062,53104450,
3063,53104396,
3064,53104024,0
3065,53104018,0
3066,53103946,0
3067,53103872,0
3068,53103854,1.97703120541348e-09
3069,53103728,0
3070,53102840,0
3071,53102804,0
3072,53102728,0.100001759827137
3073,53102714,0
3074,53102572,0
3075,53101990,0.0499999970197678
3076,53101804,6.94324779510498
3077,53084620,
3078,53084562,
3079,53084526,
3080,53084518,
3081,53084472,
3082,53084458,
3083,53084440,
3084,53084356,
3085,53084148,0
3086,53083968,0.050001110881567
3087,53083920,0
3088,53083858,0
3089,53083804,0
3090,53083786,0
3091,53083614,6.8735266722797e-07
3092,53083144,0.827264070510864
3093,53082766,
3094,53082762,0
3095,53082748,5.61193895339966
3096,53082736,0
3097,53082690,0
3098,53082636,9.99309236249246e-07
3099,53082046,2.9100073106747e-07
3100,53081962,0.0499999970197678
3101,53081944,0.0882910043001175
3102,53081920,0.644050002098083
3103,53081808,0.739865183830261
3104,53064642,
3105,53064610,
3106,53064564,
3107,53064534,
3108,53064348,
3109,53064336,
3110,53064142,7.62805790754939e-11
3111,53064066,0.652092635631561
3112,53063980,0
3113,53063958,1.52618682136563e-07
3114,53063898,2.04327665898063e-08
3115,53063826,0
3116,53063790,0
3117,53063664,0.0250021107494831
3118,53063148,0.0750004202127457
3119,53062768,2.39575982093811
3120,53062014,0.792798161506653
3121,53044636,
3122,53044420,
3123,53044402,
3124,53044140,1.94928101437952e-11
3125,53044060,0
3126,53044018,0.439330995082855
3127,53044014,0
3128,53043982,0
3129,53043970,0
3130,53043942,1.57673957801308e-06
3131,53043800,4.14206238752435e-11
3132,53043598,0
3133,53043566,1.44916987419128
3134,53042838,0
3135,53042836,0
3136,53042830,0.414510071277618
3137,53042746,0
3138,53042620,0
3139,53042044,0.0249999985098839
3140,53042028,5.28845739364624
3141,53042016,6.26430082321167
3142,53042008,0.100000649690628
3143,53041990,8.27845096588135
3144,53041944,0.0728405192494392
3145,53041908,0.0249999985098839
3146,53024682,
3147,53024568,
3148,53024556,
3149,53024506,
3150,53024488,
3151,53024376,
3152,53024334,
3153,53024016,0
3154,53023984,0
3155,53023896,0.591757118701935
3156,53023788,0
3157,53023770,2.00762748647776e-08
3158,53023738,0
3159,53023672,0.664385259151459
3160,53023608,2.6098905436811e-07
3161,53023146,0.585306942462921
3162,53022850,
3163,53022796,0
3164,53022778,0.646182656288147
3165,53022756,0
3166,53022688,0
3167,53022606,0
3168,53022604,0
3169,53022012,0.266749382019043
3170,53021976,16.1915760040283
3171,53021868,108.781517028809
3172,53004582,
3173,53004546,
3174,53004528,
3175,53004024,0.408736765384674
3176,53003952,2.22489211409993e-06
3177,53003714,2.77908668522286e-07
3178,53003696,
3179,53003660,6.58964438571275e-08
3180,53003570,0
3181,53002776,5.41168745371579e-08
3182,53002044,0.0499999970197678
3183,53002008,35.450569152832
3184,53001984,0.125001236796379
3185,53001972,2.3411865234375
3186,53001876,20.3252010345459
3187,53001792,2.27140831947327
3188,53001774,6.72716426849365
3189,52984696,
3190,52984674,
3191,52984652,
3192,52984566,
3193,52984544,
3194,52984310,
3195,52984152,0.470514357089996
3196,52984030,0
3197,52984026,0.542327582836151
3198,52982712,0
3199,52982672,0
3200,52982574,0
3201,52982010,0.109240800142288
3202,52981934,55.4692497253418
3203,52981916,3.66092491149902
3204,52981856,0.0249999985098839
3205,52981830,17.2537155151367
3206,52964432,
3207,52964378,
3208,52964324,
3209,52963982,0
3210,52963864,0
3211,52963834,0
3212,52963774,1.39906902063558e-07
3213,52963666,3.18985748926082e-09
3214,52963630,1.19467259196426e-07
3215,52963550,0.906541705131531
3216,52963136,7.81450104625492e-09
3217,52962830,2.51777731996583e-09
3218,52962774,0
3219,52962764,1.72834634780884
3220,52962620,0
3221,52961976,0.100002005696297
3222,52961918,0.079453743994236
3223,52961912,0
3224,52944634,
3225,52944590,
3226,52944548,
3227,52944534,
3228,52944526,
3229,52944152,
3230,52944140,1.69379524295188e-10
3231,52944134,0
3232,52944122,2.56487366068203e-11
3233,52944112,0
3234,52944068,0
3235,52943978,0
3236,52943862,0
3237,52943776,1.84119173241015e-07
3238,52943700,3.39964299200801e-06
3239,52942762,0.736102521419525
3240,52942748,
3241,52942726,0
3242,52942680,0.025001036003232
3243,52942646,0.0500005185604095
3244,52942590,0
3245,52942046,20.9763679504395
3246,52942028,0
3247,52942016,0
3248,52942010,0
3249,52941980,0.12500125169754
3250,52941880,16.0955753326416
3251,52924612,
3252,52924558,
3253,52924396,
3254,52923836,0
3255,52923738,0
3256,52923558,1.10736119747162
3257,52922848,0.38582170009613
3258,52922812,3.06756019592285
3259,52922738,0
3260,52921964,2.12386250495911
3261,52921868,9.07523059844971
3262,52921814,0.50688225030899
3263,52904634,
3264,52904526,
3265,52904512,
3266,52904494,
3267,52904490,
3268,52904476,
3269,52904458,
3270,52904404,
3271,52904134,0
3272,52904094,0
3273,52903990,0.0250000115483999
3274,52903858,0
3275,52903794,1.56145816276876e-08
3276,52903758,0.423694849014282
3277,52903740,0
3278,52902838,0.394867092370987
3279,52902802,4.53262329101562
3280,52902694,0
3281,52902006,0.538682758808136
3282,52901992,10.9460620880127
3283,52901970,0.937930047512054
3284,52901944,0.0865412801504135
3285,52901934,0.0249999985098839
3286,52901908,0.0249999985098839
3287,52901866,4.10809946060181
3288,52884664,
3289,52884642,
3290,52884574,
3291,52884354,
3292,52884088,4.41492531422227e-09
3293,52884070,0
3294,52884048,0.0500022061169147
3295,52884030,
3296,52883998,1.35704567583161e-06
3297,52883962,0
3298,52883152,1.09263741970062
3299,52882778,1.92961573600769
3300,52882774,2.47309541702271
3301,52882756,0
3302,52882612,0
3303,52882044,
3304,52882004,0.0249999985098839
3305,52881960,0.96169501543045
3306,52881924,0.0249999985098839
3307,52881816,0.473835796117783
3308,52864654,
3309,52864474,
3310,52864294,
3311,52864288,
3312,52864042,7.14612591323771e-09
3313,52864036,1.80427548457374e-08
3314,52864032,0.384075045585632
3315,52863814,0.27500057220459
3316,52863782,5.71457803744124e-07
3317,52863764,0
3318,52863656,1.20400358127881e-07
3319,52863598,1.03528286388155e-07
3320,52863566,1.96498453617096
3321,52862746,0.0750034525990486
3322,52862718,0
3323,52862002,0.0249999985098839
3324,52861980,4.07800769805908
3325,52861882,54.0799522399902
3326,52861818,0.902152538299561
3327,52844686,
3328,52844586,
3329,52844574,
3330,52844556,
3331,52844532,
3332,52844398,
3333,52844340,
3334,52844304,
3335,52844290,
3336,52844146,0.0500024296343327
3337,52844118,4.82956693304004e-07
3338,52844016,1.32619118690491
3339,52844010,0
3340,52843966,0
3341,52843956,0
3342,52843852,6.00639282311022e-07
3343,52843744,0
3344,52843662,0.0250035747885704
3345,52843636,2.44234609603882
3346,52842048,1.10514235496521
3347,52841986,26.7029075622559
3348,52841946,0.0262398738414049
3349,52841928,0.0500000342726707
3350,52841850,0.405101120471954
3351,52824672,
3352,52824618,
3353,52824384,
3354,52824330,
3355,52824286,
3356,52823988,0
3357,52823952,2.28605046004304e-08
3358,52823854,8.37376546769519e-07
3359,52823760,0
3360,52823714,2.174405722144e-07
3361,52823656,0
3362,52823638,2.55129251058861e-09
3363,52823160,0.832178711891174
3364,52823142,1.12455570697784
3365,52823124,8.40360030451848e-08
3366,52822772,2.4558326927604e-08
3367,52822666,0.0250004678964615
3368,52822044,
3369,52821998,0.653135895729065
3370,52821984,2.4880006313324
3371,52821972,0.0499999970197678
3372,52821846,5.21724128723145
3373,52804706,
3374,52804544,
3375,52804530,
3376,52804526,
3377,52804386,
3378,52804364,
3379,52804152,6.14095996276376e-10
3380,52804084,1.96820737485837e-09
3381,52804044,1.36431439062834e-11
3382,52804040,0.150001540780067
3383,52804022,0
3384,52803934,5.05079745388715e-12
3385,52803916,1.96909510918886e-08
3386,52803826,3.21253736501603e-07
3387,52803754,0.962020635604858
3388,52803628,0.0500008910894394
3389,52803194,1.30761350192188e-07
3390,52803148,0.748305082321167
3391,52802816,0
3392,52802806,0.299999982118607
3393,52802788,1.16911566257477
3394,52802766,0
3395,52802734,0
3396,52802662,0.0250005349516869
3397,52802546,0.100001648068428
3398,52801884,0.0499999970197678
3399,52784486,
3400,52784280,
3401,52784072,0
3402,52784000,0.150001510977745
3403,52783964,0
3404,52783928,0.454351454973221
3405,52783748,3.11786934048541e-08
3406,52783730,0.703752100467682
3407,52783630,1.03440296649933
3408,52783622,2.75054979324341
3409,52783208,0
3410,52782800,0.362205535173416
3411,52782704,0
3412,52782700,0
3413,52782684,0
3414,52782610,0.0500024147331715
3415,52782560,1.18142502003593e-07
3416,52782552,1.63430954103205e-07
3417,52781994,1.08317470550537
3418,52781828,0.987671256065369
3419,52764710,
3420,52764692,
3421,52764680,
3422,52764638,
3423,52764590,
3424,52764572,
3425,52764494,
3426,52764410,
3427,52764080,0.839770317077637
3428,52764068,0.278180748224258
3429,52764062,0.301352798938751
3430,52764058,1.24509950960583e-11
3431,52764050,2.71193812295678e-07
3432,52763968,0
3433,52763848,2.42294495578221e-09
3434,52763758,0.370639890432358
3435,52763704,0.61431759595871
3436,52763646,0
3437,52763628,0.646024584770203
3438,52762680,0
3439,52762556,0.301507443189621
3440,52762502,0
3441,52762016,0.051426112651825
3442,52761992,1.49943113327026
3443,52761962,0.0499999970197678
3444,52761854,
3445,52761844,0.312064319849014
3446,52744414,
3447,52744378,
3448,52744348,
3449,52744306,
3450,52744126,8.85806798578415e-07
3451,52744114,1.68095414210256e-06
3452,52744108,2.82476868562753e-08
3453,52743908,0
3454,52743836,0
3455,52743154,0.316441416740417
3456,52742776,0
3457,52742692,2.67224368144525e-06
3458,52742608,1.03514999238996e-07
3459,52741930,0.359420001506805
3460,52741922,31.356502532959
3461,52724670,
3462,52724656,
3463,52724638,
3464,52724602,
3465,52724544,
3466,52724350,
3467,52724094,0
3468,52723840,0
3469,52723812,0
3470,52723768,0
3471,52723588,0
3472,52723578,0
3473,52722834,0
3474,52722808,0.524137079715729
3475,52722766,1.1683851480484
3476,52722726,0
3477,52722690,0
3478,52722496,0.0499999970197678
3479,52721944,5.24596261978149
3480,52721908,0.0898137539625168
3481,52704718,
3482,52704592,
3483,52704534,
3484,52704412,
3485,52704408,
3486,52704318,
3487,52704300,
3488,52704070,0
3489,52703664,1.60315028097102e-06
3490,52702814,0.308115005493164
3491,52702756,0
3492,52702564,0.0500012971460819
3493,52702036,0
3494,52702012,0.225000232458115
3495,52702004,0.249999985098839
3496,52701978,5.90190509797139e-08
3497,52701914,11.4968004226685
3498,52701824,3.43786144256592
3499,52684492,
3500,52684456,
3501,52684348,
3502,52684330,
3503,52684288,
3504,52684278,
3505,52684072,0.0500028729438782
3506,52684054,4.66085989248022e-11
3507,52684014,0.346101552248001
3508,52683940,3.02106256677703e-11
3509,52683912,0
3510,52683890,0
3511,52683832,0
3512,52683814,0
3513,52683796,4.55681288258347e-08
3514,52683728,0.299999982118607
3515,52683706,0
3516,52683688,0.0250010211020708
3517,52683638,0.785422205924988
3518,52683580,0.299999982118607
3519,52683168,1.94686365127563
3520,52683160,0.299999982118607
3521,52682740,0
3522,52682602,2.24098144485652e-08
3523,52682034,0.0249999985098839
3524,52681980,5.51359757849923e-09
3525,52681954,0
3526,52681858,6.16203260421753
3527,52681846,0.287529587745667
3528,52664748,
3529,52664736,
3530,52664722,
3531,52664686,
3532,52664676,
3533,52664628,
3534,52664574,
3535,52664560,
3536,52664502,
3537,52664496,
3538,52664424,
3539,52664358,
3540,52664136,0
3541,52664010,0
3542,52664002,0.490141749382019
3543,52663918,0.0250000860542059
3544,52663914,0.812076270580292
3545,52663882,0
3546,52663878,0
3547,52663864,4.30199742496029e-09
3548,52663792,0
3549,52663690,0
3550,52663594,0
3551,52663164,1.20717513561249
3552,52663138,1.47679913043976
3553,52662796,1.50191640853882
3554,52662738,2.06572480010436e-07
3555,52661994,0.633353590965271
3556,52661964,0
3557,52644726,
3558,52644582,
3559,52644510,
3560,52644474,
3561,52644042,0.0250007510185242
3562,52643988,0
3563,52643868,0.30453360080719
3564,52643850,0
3565,52643840,0
3566,52643750,0
3567,52643742,1.03870618772817e-08
3568,52643732,0.275002002716064
3569,52643710,0
3570,52643674,0
3571,52643642,0.417856991291046
3572,52643638,3.38546499278891e-07
3573,52643634,1.05485272407532
3574,52643142,2.04052782058716
3575,52642818,0
3576,52642710,0
3577,52642610,0
3578,52642566,0.0249999985098839
3579,52641966,0
3580,52641894,2.28532457351685
3581,52641864,0.100978896021843
3582,52641846,0.344372719526291
3583,52624760,
3584,52624750,
3585,52624724,
3586,52624688,
3587,52624660,
3588,52624426,
3589,52624386,
3590,52624364,
3591,52624328,
3592,52624318,
3593,52624310,
3594,52624278,
3595,52624148,3.37584138421221e-09
3596,52624130,0
3597,52624120,5.4592121045971e-08
3598,52624094,0
3599,52623976,0
3600,52623628,8.42968120196019e-07
3601,52623212,0
3602,52623148,0.299999982118607
3603,52622852,0.275000005960464
3604,52622650,0.025001784786582
3605,52604720,
3606,52604648,
3607,52604414,
3608,52604342,
3609,52603846,1.08481650329395e-08
3610,52603834,0
3611,52603798,0
3612,52603780,0
3613,52603658,0
3614,52602800,0.375615656375885
3615,52602782,0
3616,52602710,0
3617,52602696,4.86943960709141e-08
3618,52602002,18.1953239440918
3619,52601984,0
3620,52601900,0.705245733261108
3621,52601886,2.69082903862
3622,52584544,
3623,52584536,
3624,52584526,
3625,52584494,
3626,52584482,
3627,52584464,
3628,52584404,
3629,52584292,
3630,52584140,0
3631,52584068,0.320057809352875
3632,52583972,3.93327503900309e-08
3633,52583968,0.0250010658055544
3634,52583934,0.411158621311188
3635,52583848,2.01632701646304e-08
3636,52583844,0
3637,52583808,0
3638,52583718,0
3639,52583650,1.12865485846214e-07
3640,52583140,1.08206367492676
3641,52582808,0.352009981870651
3642,52582736,
3643,52582716,0
3644,52582700,0
3645,52582588,0.0250003710389137
3646,52582574,0.0250016748905182
3647,52582016,0.0499999970197678
3648,52581944,9.78549194335938
3649,52581926,0
3650,52564738,
3651,52564576,
3652,52564450,
3653,52564144,0.540342390537262
3654,52564090,0.51011860370636
3655,52563818,0
3656,52563620,0
3657,52563208,3.03361503029009e-07
3658,52562666,0
3659,52562656,3.81032769780631e-08
3660,52562620,0
3661,52562578,2.23163783630298e-06
3662,52561940,0
3663,52561900,0
3664,52544710,
3665,52544670,
3666,52544634,
3667,52544616,
3668,52544508,
3669,52544472,
3670,52544382,
3671,52544350,
3672,52544080,0.150003269314766
3673,52543876,0
3674,52543758,0.299999982118607
3675,52543740,0
3676,52543704,0
3677,52543650,0.667448937892914
3678,52543194,0.0250034295022488
3679,52543176,1.11382365226746
3680,52542834,0
3681,52542790,0.303682953119278
3682,52542654,0.0250024180859327
3683,52542618,0
3684,52542600,5.37307585091185e-07
3685,52542556,1.5378677744593e-06
3686,52524592,
3687,52524588,
3688,52524574,
3689,52524448,
3690,52524444,
3691,52524124,
3692,52524106,9.09429331841238e-08
3693,52524066,0.287985742092133
3694,52523980,0.0250002220273018
3695,52523772,0
3696,52523220,1.58080315589905
3697,52523170,1.89443409442902
3698,52523166,1.91406726837158
3699,52522594,0.0250003933906555
3700,52522580,4.160621358551e-07
3701,52521960,0
3702,52521950,0
3703,52521852,1.48588085174561
3704,52504672,
3705,52504312,
3706,52504126,0
3707,52504086,0
3708,52503854,0
3709,52503728,0
3710,52503710,6.85862886484756e-08
3711,52503692,0.299999982118607
3712,52503674,1.47163561337038e-07
3713,52503616,0
3714,52503606,3.45692150460764e-08
3715,52503226,3.61707009233214e-07
3716,52503208,0.892012655735016
3717,52503160,1.06539952754974
3718,52502812,0.299999982118607
3719,52502800,0.466656655073166
3720,52502646,0.0499999970197678
3721,52502566,5.78636218051543e-07
3722,52502542,1.61865909831249e-06
3723,52501890,2.24848484992981
3724,52484758,
3725,52484730,
3726,52484664,
3727,52484574,
3728,52484556,
3729,52484524,
3730,52484488,
3731,52484448,
3732,52484344,
3733,52484298,
3734,52484284,
3735,52484272,
3736,52484142,0.440388023853302
3737,52484136,8.12059752774985e-10
3738,52484128,1.24069178104401
3739,52484118,0
3740,52484034,0.305049508810043
3741,52483942,0.0250004567205906
3742,52483906,0.856821775436401
3743,52483882,0
3744,52483828,0
3745,52483770,4.32040394571231e-07
3746,52483744,0.335834264755249
3747,52483726,1.34171271315431e-10
3748,52483720,0.315637767314911
3749,52483690,0
3750,52483654,1.04576086997986
3751,52483612,1.41041098800088e-07
3752,52483546,0
3753,52483228,1.74617227344243e-07
3754,52483218,0
3755,52483188,0.339883893728256
3756,52483182,1.83517503738403
3757,52483156,0.025006977841258
3758,52483152,4.30406252860394e-08
3759,52483080,0
3760,52482850,0.0500002056360245
3761,52482796,0.401616543531418
3762,52482774,0.331566214561462
3763,52482706,0.075000137090683
3764,52482540,0.125000655651093
3765,52482514,2.23598899395938e-08
3766,52481878,17.3011837005615
3767,52481814,
3768,52464744,
3769,52464654,
3770,52464618,
3771,52464546,
3772,52464474,
3773,52464420,
3774,52464330,
3775,52463944,0.0250003673136234
3776,52463940,2.78950994248017e-11
3777,52463908,0
3778,52463890,0
3779,52463692,0.352678775787354
3780,52463652,0
3781,52463552,0.831981003284454
3782,52463548,0.497592687606812
3783,52462782,0.299999982118607
3784,52462740,
3785,52462584,5.67814538499078e-07
3786,52462560,1.72288309840951e-07
3787,52462540,0
3788,52444746,
3789,52444710,
3790,52444696,
3791,52444508,
3792,52444458,
3793,52444426,
3794,52444422,
3795,52444310,
3796,52444278,
3797,52444130,0
3798,52444120,0.974236845970154
3799,52444066,1.02427571632702e-11
3800,52444062,0.285883516073227
3801,52443826,0
3802,52443700,0
3803,52443664,0.420603483915329
3804,52443288,0.784384906291962
3805,52443184,0.726719200611115
3806,52443166,1.3839031457901
3807,52442860,0
3808,52442852,0.466955631971359
3809,52442774,0
3810,52442734,2.73439496822903e-07
3811,52442662,
3812,52441924,0
3813,52441906,0.273476898670197
3814,52424756,
3815,52424702,
3816,52424612,
3817,52424342,
3818,52424144,1.17909345481726e-11
3819,52424000,0
3820,52423910,0.0250001810491085
3821,52423856,0
3822,52423748,5.84723269803078e-10
3823,52423744,6.57505211165699e-07
3824,52423612,0
3825,52423208,0.329512923955917
3826,52423168,1.79811382293701
3827,52423046,0
3828,52422758,4.3417162487458e-07
3829,52422754,2.66000995452487e-07
3830,52422696,2.18893404735354e-07
3831,52422668,0
3832,52422620,2.7164100302457e-08
3833,52422560,0.0749999955296516
3834,52422508,0
3835,52421918,0
3836,52404680,
3837,52404626,
3838,52404590,
3839,52404536,
3840,52404518,
3841,52404464,
3842,52404444,
3843,52404400,
3844,52404386,
3845,52404364,
3846,52404350,
3847,52404328,
3848,52404320,
3849,52404130,4.81290157949843e-07
3850,52404076,1.46712281434702e-07
3851,52404058,4.02701760826574e-11
3852,52403862,0
3853,52403722,0
3854,52403700,0
3855,52403578,1.47934102301406e-07
3856,52403294,0
3857,52403168,1.51713347434998
3858,52402856,0.276301741600037
3859,52402838,0
3860,52402816,0
3861,52402790,1.13948340185743e-06
3862,52402748,0
3863,52402654,0.100003287196159
3864,52402496,0.581104815006256
3865,52401956,0
3866,52401908,0.663332462310791
3867,52384756,
3868,52384666,
3869,52384630,
3870,52384550,
3871,52384546,
3872,52384450,
3873,52384270,
3874,52384144,2.33077619704591e-12
3875,52384132,0
3876,52384108,0
3877,52383908,0
3878,52383854,0
3879,52383746,0.299999982118607
3880,52383710,0.0250004716217518
3881,52383648,0
3882,52383602,8.91010714099139e-08
3883,52383540,0
3884,52383208,3.81045627593994
3885,52382854,0.761374473571777
3886,52382794,0
3887,52382782,0
3888,52382768,0
3889,52382652,0.0250007510185242
3890,52382566,0
3891,52382560,0
3892,52382506,1.87815928459167
3893,52381976,102.527877807617
3894,52381904,0.376221984624863
3895,52381876,0.535559773445129
3896,52364800,
3897,52364422,
3898,52364404,
3899,52364400,
3900,52364332,
3901,52364076,8.31909263698805e-11
3902,52364058,4.1114130766573e-08
3903,52364022,0.354868054389954
3904,52364008,4.54417261153139e-07
3905,52364004,0
3906,52363948,0
3907,52363912,0
3908,52363894,0
3909,52363758,1.70043046310298e-09
3910,52363678,0
3911,52363614,0
3912,52363534,0
3913,52363162,0.380546718835831
3914,52363144,0.345241278409958
3915,52363104,0.74144572019577
3916,52363000,0
3917,52362744,0
3918,52362736,1.20431550953981e-07
3919,52362664,
3920,52362556,0
3921,52344808,
3922,52344790,
3923,52344606,
3924,52344462,
3925,52344376,
3926,52344322,
3927,52344280,
3928,52344088,0
3929,52344084,0.300457000732422
3930,52344016,0
3931,52343934,0
3932,52343772,0.275002360343933
3933,52343664,0.382007300853729
3934,52343610,1.51854052887757e-07
3935,52343256,0.299999982118607
3936,52343220,3.49938211741119e-09
3937,52343112,1.06957304477692
3938,52342860,0.864977240562439
3939,52342720,0
3940,52342624,0.025001909583807
3941,52342580,0
3942,52342544,1.50957322120667
3943,52342540,0
3944,52342536,0
3945,52342522,0
3946,52324584,
3947,52324474,
3948,52324366,
3949,52324360,
3950,52324348,
3951,52324306,
3952,52324108,0
3953,52324000,0.439523935317993
3954,52323908,0
3955,52323858,0
3956,52323822,0
3957,52323782,0.299999982118607
3958,52323746,0.308459550142288
3959,52323696,0
3960,52323692,0.299999982118607
3961,52323688,0.299999982118607
3962,52323652,0
3963,52323620,0.945145606994629
3964,52323570,6.16665687402929e-08
3965,52323438,1.12372255325317
3966,52323304,0.997252523899078
3967,52323214,1.62631526023915e-08
3968,52323196,2.7593879699707
3969,52322682,2.19180901694926e-06
3970,52322596,1.03417372703552
3971,52321948,3.91250562667847
3972,52321918,0.379009425640106
3973,52321858,2.69991183280945
3974,52304776,
3975,52304718,
3976,52304650,
3977,52304646,
3978,52304632,
3979,52304592,
3980,52304568,
3981,52304538,
3982,52304532,
3983,52304502,
3984,52304412,
3985,52304316,
3986,52304298,
3987,52304296,
3988,52304286,
3989,52304118,0.12500187754631
3990,52304028,0
3991,52303998,1.58226697521968e-07
3992,52303932,0
3993,52303896,0
3994,52303734,0
3995,52303540,0
3996,52303200,3.3025803565979
3997,52303080,0
3998,52303074,0.905233025550842
3999,52303048,0
4000,52302814,1.31689727306366
4001,52302804,0
4002,52302756,2.90849754946976e-07
4003,52302652,0.841063976287842
4004,52302588,0
4005,52284744,
4006,52284582,
4007,52284564,
4008,52284510,
4009,52284438,
4010,52284330,
4011,52284302,
4012,52284024,0
4013,52283958,0.386707335710526
4014,52283948,0
4015,52283872,0
4016,52283850,0
4017,52283840,0
4018,52283782,0.325491368770599
4019,52283768,0.340152204036713
4020,52283750,0.275001764297485
4021,52283696,0
4022,52283670,1.07297999818456e-07
4023,52283620,0.666427493095398
4024,52283268,1.40471470899683e-07
4025,52282574,0
4026,52264742,
4027,52264728,
4028,52264674,
4029,52264656,
4030,52264512,
4031,52264454,
4032,52264408,
4033,52264354,
4034,52264332,
4035,52264318,
4036,52264310,
4037,52264296,
4038,52264292,
4039,52264278,
4040,52264274,
4041,52264102,0
4042,52264066,3.09861469816042e-10
4043,52264062,1.54032653298941e-09
4044,52264048,0.32579118013382
4045,52264030,7.81959897722118e-07
4046,52263990,0
4047,52263934,0
4048,52263808,0
4049,52263754,0.275001764297485
4050,52263646,0.326836258172989
4051,52263450,2.28819513320923
4052,52263446,1.43011116981506
4053,52263418,1.68298649787903
4054,52263400,0
4055,52263284,0
4056,52263274,0.842304825782776
4057,52263036,0
4058,52262878,1.13382363319397
4059,52262824,5.19596099853516
4060,52262798,1.78018188476562
4061,52262680,0
4062,52262532,0
4063,52244648,
4064,52244612,
4065,52244090,0
4066,52243954,0
4067,52243924,0.0250002481043339
4068,52243906,0
4069,52243888,0
4070,52243864,0
4071,52243856,0
4072,52243852,0
4073,52243816,0
4074,52243810,0
4075,52242866,0
4076,52242650,0.0500004403293133
4077,52242596,1.33355748653412
4078,52242588,0.299999982118607
4079,52242566,0
4080,52242558,0
4081,52242552,0
4082,52242512,0
4083,52224800,
4084,52224764,
4085,52224746,
4086,52224706,
4087,52224688,
4088,52224620,
4089,52224598,
4090,52224584,
4091,52224572,
4092,52224544,
4093,52224536,
4094,52224494,
4095,52224440,
4096,52224422,
4097,52224410,
4098,52224392,
4099,52224346,
4100,52224296,
4101,52224086,0.0250061675906181
4102,52224068,7.87353204856345e-09
4103,52224014,0.992027461528778
4104,52223996,0
4105,52223990,0
4106,52223970,2.1643762693202e-07
4107,52223776,0.342816859483719
4108,52223686,0.300037890672684
4109,52223212,0
4110,52223180,1.20015716552734
4111,52223108,1.01555979251862
4112,52223086,0
4113,52223072,1.088930545734e-07
4114,52223054,3.10431480407715
4115,52222988,0
4116,52222852,2.99737811088562
4117,52222744,
4118,52222708,0.713515043258667
4119,52222644,1.57314133275577e-07
4120,52222582,0.299999982118607
4121,52204792,
4122,52204558,
4123,52204468,
4124,52204378,
4125,52204324,
4126,52204280,
4127,52204276,
4128,52204108,6.90267218383944e-11
4129,52203724,0
4130,52203692,0.299999982118607
4131,52203656,0.456834435462952
4132,52203558,6.6222575867414e-08
4133,52203314,0.379165410995483
4134,52203286,0
4135,52203196,0.368429124355316
4136,52203178,0.965433776378632
4137,52202866,7.61064529418945
4138,52202764,0
4139,52202602,0
4140,52184850,
4141,52184710,
4142,52184368,
4143,52184320,
4144,52184314,
4145,52184278,
4146,52184256,
4147,52184152,0
4148,52183956,0
4149,52183848,0
4150,52183668,0.320404231548309
4151,52183198,0.597687482833862
4152,52183140,1.65919482707977
4153,52182946,0
4154,52182852,2.28814554214478
4155,52182816,0
4156,52182730,0.486023008823395
4157,52182718,0.867757439613342
4158,52182694,0.352671921253204
4159,52182664,7.72886266986461e-07
4160,52182546,1.91584689446245e-07
4161,52182528,0.471051275730133
4162,52182502,1.5574757981085e-06
4163,52181902,2.56693744659424
4164,52181880,38.9552726745605
4165,52164840,
4166,52164808,
4167,52164502,
4168,52164498,
4169,52164480,
4170,52164318,
4171,52164304,
4172,52164298,
4173,52164052,4.63305660503011e-08
4174,52164048,0.320001572370529
4175,52163934,1.88680346013825e-07
4176,52163856,0
4177,52163772,0.299999982118607
4178,52163682,0.275002181529999
4179,52163556,0
4180,52163440,0
4181,52163390,1.20708572864532
4182,52163386,0.0250010304152966
4183,52163368,0.630238890647888
4184,52163364,1.54934573173523
4185,52163310,2.99914884567261
4186,52163278,1.33421671390533
4187,52162648,0.349978536367416
4188,52144852,
4189,52144708,
4190,52144564,
4191,52144546,
4192,52144402,
4193,52144366,
4194,52144314,
4195,52144270,
4196,52144258,
4197,52144150,0
4198,52144060,0.299999982118607
4199,52143966,0.348282486200333
4200,52143958,2.18003663121635e-07
4201,52143948,0.0250019021332264
4202,52143912,0
4203,52143908,1.03454411259918e-07
4204,52143890,0
4205,52143764,0.397894620895386
4206,52143760,0.539631307125092
4207,52143746,0
4208,52143652,0
4209,52143634,0.45196121931076
4210,52143474,3.62188482284546
4211,52142920,3.55543231964111
4212,52142866,1.51788461208344
4213,52142854,0
4214,52142848,1.90696239471436
4215,52142830,0
4216,52142764,0.299999982118607
4217,52141926,1.92180740833282
4218,52124838,
4219,52124784,
4220,52124754,
4221,52124730,
4222,52124682,
4223,52124650,
4224,52124632,
4225,52124610,
4226,52124532,
4227,52124484,
4228,52124380,
4229,52124334,
4230,52124326,
4231,52124304,
4232,52124290,
4233,52124064,5.53939003111736e-07
4234,52124010,8.16002655029297
4235,52123816,0
4236,52123698,0
4237,52123680,2.66561495099182e-10
4238,52123612,0.324171423912048
4239,52123422,0
4240,52123386,1.26735258102417
4241,52123380,0
4242,52123372,5.09658491409937e-07
4243,52123368,0
4244,52123282,0
4245,52123264,1.21776455586087e-08
4246,52123026,0
4247,52122918,1.37436401844025
