POINT_ID,DO_RSG1,Corine_Landcover,hoehe_m,DO_MAT1
35883324,Gleysols,Agricultural areas,65.65,Jurassic sedimentary rocks
35943240,Gleysols,Forest and semi natural areas,195.4,Jurassic sedimentary rocks
36883306,Gleysols,Forest and semi natural areas,39.37,Jurassic sedimentary rocks
31103548,Gleysols,Agricultural areas,85.07,morainic deposits
35103484,Gleysols,Agricultural areas,115.28,morainic deposits
35423508,Gleysols,Forest and semi natural areas,338.46,morainic deposits
35603400,Gleysols,Agricultural areas,138.58,morainic deposits
34383700,Gleysols,Agricultural areas,254.48,morainic deposits
34763716,Gleysols,Agricultural areas,243.96,morainic deposits
35043748,Gleysols,Agricultural areas,70.21,morainic deposits
35263752,Gleysols,Agricultural areas,127.06,morainic deposits
35403654,Gleysols,Forest and semi natural areas,296.56,morainic deposits
35483636,Gleysols,Agricultural areas,152.6,morainic deposits
35523634,Gleysols,Agricultural areas,158.96,morainic deposits
35523608,Gleysols,Agricultural areas,154.75,morainic deposits
32463644,Gleysols,Agricultural areas,149.48,morainic deposits
32543634,Gleysols,Agricultural areas,57.21,morainic deposits
33003590,Gleysols,Agricultural areas,96.17,morainic deposits
32483682,Gleysols,Agricultural areas,2.24,morainic deposits
33023682,Gleysols,Agricultural areas,145.51,morainic deposits
35743146,Leptosols,Agricultural areas,199.46,Cretaceous calcareous rocks
43403554,Luvisols,Agricultural areas,37.51,morainic deposits
43403558,Luvisols,Agricultural areas,71.99,morainic deposits
43583564,Luvisols,Agricultural areas,104.66,morainic deposits
43443572,Luvisols,Agricultural areas,41.7,morainic deposits
42923574,Luvisols,Agricultural areas,39.6,morainic deposits
42863582,Luvisols,Agricultural areas,29.49,morainic deposits
43203586,Luvisols,Agricultural areas,52.41,morainic deposits
43543590,Luvisols,Agricultural areas,5.58,morainic deposits
43283592,Luvisols,Agricultural areas,62.99,morainic deposits
43623598,Luvisols,Agricultural areas,6.55,morainic deposits
43083598,Luvisols,Agricultural areas,23.81,morainic deposits
42263760,Luvisols,Agricultural areas,15,morainic deposits
43043486,Luvisols,Agricultural areas,9.4,morainic deposits
43163458,Luvisols,Agricultural areas,24.32,morainic deposits
43843470,Luvisols,Agricultural areas,13.64,morainic deposits
43863456,Luvisols,Agricultural areas,11.95,morainic deposits
34483296,Luvisols,Agricultural areas,74.33,Mesozoic sedimentary rocks
34663314,Luvisols,Agricultural areas,183.43,Mesozoic sedimentary rocks
34743334,Luvisols,Agricultural areas,167.52,Mesozoic sedimentary rocks
34763312,Luvisols,Agricultural areas,154.8,Mesozoic sedimentary rocks
34883350,Luvisols,Agricultural areas,74.52,Mesozoic sedimentary rocks
35023494,Luvisols,Agricultural areas,162.02,morainic deposits
35763334,Luvisols,Agricultural areas,135.45,morainic deposits
36203536,Luvisols,Agricultural areas,124.92,morainic deposits
36483460,Luvisols,Agricultural areas,10.5,morainic deposits
37023294,Luvisols,Forest and semi natural areas,24.52,morainic deposits
37003278,Luvisols,Agricultural areas,46.17,morainic deposits
31123392,Luvisols,Agricultural areas,39.12,Palaeozoic sedimentary rocks
31163396,Luvisols,Agricultural areas,59.34,Palaeozoic sedimentary rocks
31803412,Luvisols,Agricultural areas,53.8,Palaeozoic sedimentary rocks
31703420,Luvisols,Agricultural areas,59.91,Palaeozoic sedimentary rocks
31163428,Luvisols,Agricultural areas,99.33,Palaeozoic sedimentary rocks
31083442,Luvisols,Agricultural areas,283.99,Palaeozoic sedimentary rocks
32243468,Luvisols,Agricultural areas,220.45,Palaeozoic sedimentary rocks
32383504,Luvisols,Agricultural areas,93.48,Palaeozoic sedimentary rocks
31983538,Luvisols,Agricultural areas,123.33,Palaeozoic sedimentary rocks
39663018,Luvisols,Agricultural areas,176.51,loess
36642922,Luvisols,Agricultural areas,148.2,loess
36562924,Luvisols,Agricultural areas,152.1,loess
36282930,Luvisols,Agricultural areas,174.17,loess
36722926,Luvisols,Forest and semi natural areas,101.41,loess
36342964,Luvisols,Agricultural areas,116.36,loess
37122992,Luvisols,Forest and semi natural areas,218.44,loess
36963004,Luvisols,Agricultural areas,74.75,loess
37023010,Luvisols,Agricultural areas,167.09,loess
37223008,Luvisols,Agricultural areas,128.12,loess
37183012,Luvisols,Forest and semi natural areas,196.06,loess
37103014,Luvisols,Agricultural areas,89.98,loess
37023016,Luvisols,Agricultural areas,152.94,loess
37323018,Luvisols,Agricultural areas,101.48,loess
37143022,Luvisols,Agricultural areas,114.64,loess
37183026,Luvisols,Agricultural areas,115.38,loess
37243036,Luvisols,Agricultural areas,48.41,loess
37363038,Luvisols,Agricultural areas,55.79,loess
36523014,Luvisols,Agricultural areas,73.5,loess
36603000,Luvisols,Agricultural areas,119.23,loess
36723010,Luvisols,Agricultural areas,72.84,loess
36743000,Luvisols,Agricultural areas,120.91,loess
36502932,Luvisols,Agricultural areas,144.61,loess
36562934,Luvisols,Agricultural areas,141.61,loess
36602982,Luvisols,Agricultural areas,132.81,loess
36722938,Luvisols,Agricultural areas,157.65,loess
36742982,Luvisols,Agricultural areas,176.48,loess
36882964,Luvisols,Forest and semi natural areas,155.82,loess
36922952,Luvisols,Agricultural areas,36.53,loess
36962982,Luvisols,Agricultural areas,185.16,loess
37002984,Luvisols,Agricultural areas,210.07,loess
37082974,Luvisols,Agricultural areas,140.45,loess
38263044,Luvisols,Agricultural areas,50.54,loess
38323000,Luvisols,Agricultural areas,79.87,loess
38343016,Luvisols,Agricultural areas,92.91,loess
38903014,Luvisols,Agricultural areas,201.85,loess
38922992,Luvisols,Agricultural areas,173.82,loess
38943000,Luvisols,Agricultural areas,203.11,loess
39023026,Luvisols,Forest and semi natural areas,239.42,loess
39002992,Luvisols,Agricultural areas,216.43,loess
39002980,Luvisols,Agricultural areas,232.22,loess
37982956,Luvisols,Agricultural areas,78.31,loess
37762968,Luvisols,Agricultural areas,127.46,loess
37562974,Luvisols,Agricultural areas,175.95,loess
37642978,Luvisols,Artificial surfaces,106.53,loess
37882980,Luvisols,Agricultural areas,102.73,loess
37782982,Luvisols,Agricultural areas,72.92,loess
38042982,Luvisols,Agricultural areas,93.1,loess
37902990,Luvisols,Agricultural areas,87.43,loess
37583008,Luvisols,Agricultural areas,79.67,loess
38083008,Luvisols,Agricultural areas,86.07,loess
37923016,Luvisols,Agricultural areas,94.81,loess
37863018,Luvisols,Agricultural areas,102.24,loess
37903026,Luvisols,Agricultural areas,148.28,loess
38083026,Luvisols,Agricultural areas,116.23,loess
37863032,Luvisols,Agricultural areas,144.02,loess
37963036,Luvisols,Agricultural areas,144.2,loess
37943040,Luvisols,Agricultural areas,141.64,loess
37783050,Luvisols,Agricultural areas,145.66,loess
37863050,Luvisols,Agricultural areas,123.65,loess
38043050,Luvisols,Agricultural areas,86.91,loess
37783054,Luvisols,Agricultural areas,148.76,loess
37943058,Luvisols,Agricultural areas,144.29,loess
37763062,Luvisols,Agricultural areas,124.42,loess
37623064,Luvisols,Agricultural areas,47.17,loess
37583076,Luvisols,Agricultural areas,177.58,loess
37423086,Luvisols,Agricultural areas,126.51,loess
39383058,Luvisols,Agricultural areas,139.4,loess
39803096,Luvisols,Agricultural areas,25.58,loess
39803036,Luvisols,Agricultural areas,316.28,loess
39943050,Luvisols,Agricultural areas,270.34,loess
41883154,Luvisols,Forest and semi natural areas,226.23,loess
38523118,Luvisols,Agricultural areas,22.55,loess
38723036,Luvisols,Agricultural areas,130.54,loess
38843040,Luvisols,Agricultural areas,145.42,loess
38863036,Luvisols,Agricultural areas,151.93,loess
39003046,Luvisols,Agricultural areas,130.89,loess
37623100,Luvisols,Agricultural areas,161.81,loess
37903116,Luvisols,Agricultural areas,20.56,loess
37743100,Luvisols,Agricultural areas,22.87,loess
37823096,Luvisols,Agricultural areas,24.12,loess
37923106,Luvisols,Agricultural areas,37.1,loess
38043086,Luvisols,Agricultural areas,16.01,loess
41083172,Podzols,Agricultural areas,52.56,glaciofluvial deposits
41303178,Podzols,Forest and semi natural areas,97.23,glaciofluvial deposits
41463292,Podzols,Agricultural areas,21.76,glaciofluvial deposits
41683290,Podzols,Forest and semi natural areas,35.62,glaciofluvial deposits
41743306,Podzols,Agricultural areas,37.85,glaciofluvial deposits
41783204,Podzols,Agricultural areas,56.65,glaciofluvial deposits
41903350,Podzols,Agricultural areas,15.63,glaciofluvial deposits
42763282,Podzols,Agricultural areas,47.35,glaciofluvial deposits
41883208,Podzols,Agricultural areas,63.6,glaciofluvial deposits
42143270,Podzols,Agricultural areas,37.87,glaciofluvial deposits
40743266,Podzols,Agricultural areas,6.98,eolian sand
40723226,Podzols,Agricultural areas,12.8,eolian sand
40803286,Podzols,Agricultural areas,4.97,eolian sand
40783218,Podzols,Agricultural areas,19.78,eolian sand
40963282,Podzols,Agricultural areas,8.85,eolian sand
40983280,Podzols,Agricultural areas,9.71,eolian sand
41063212,Podzols,Agricultural areas,48.82,eolian sand
41183328,Podzols,Agricultural areas,4.36,eolian sand
41183292,Podzols,Agricultural areas,17.42,eolian sand
41243258,Podzols,Agricultural areas,30.61,eolian sand
41383284,Podzols,Forest and semi natural areas,32.54,eolian sand
41403316,Podzols,Agricultural areas,5.41,eolian sand
41763334,Podzols,Agricultural areas,4.6,eolian sand
42723522,Podzols,Agricultural areas,23.37,glaciofluvial deposits
42583542,Podzols,Agricultural areas,13.01,glaciofluvial deposits
42123628,Podzols,Agricultural areas,8.65,glaciofluvial deposits
42443656,Podzols,Agricultural areas,23.99,glaciofluvial deposits
42543680,Podzols,Agricultural areas,38.33,glaciofluvial deposits
42603492,Podzols,Agricultural areas,2.53,glaciofluvial deposits
42683482,Podzols,Agricultural areas,17.47,glaciofluvial deposits
42763458,Podzols,Agricultural areas,8.41,glaciofluvial deposits
42903450,Podzols,Agricultural areas,0.2,glaciofluvial deposits
44643358,Podzols,Agricultural areas,68.83,glaciofluvial deposits
34443266,Cambisols,Agricultural areas,41.88,Palaeozoic sedimentary rocks
34403276,Cambisols,Agricultural areas,222.13,Palaeozoic sedimentary rocks
34123300,Cambisols,Agricultural areas,278.44,Palaeozoic sedimentary rocks
34143322,Cambisols,Agricultural areas,201.21,Palaeozoic sedimentary rocks
34503420,Cambisols,Agricultural areas,144.9,Palaeozoic sedimentary rocks
34083428,Cambisols,Forest and semi natural areas,303.52,Palaeozoic sedimentary rocks
33983292,Cambisols,Agricultural areas,273.14,Palaeozoic sedimentary rocks
33943296,Cambisols,Agricultural areas,240.76,Palaeozoic sedimentary rocks
38522602,Albeluvisols,Agricultural areas,289.1,Tertiary calcareous rocks
38882614,Albeluvisols,Agricultural areas,307.94,Tertiary calcareous rocks
38462664,Albeluvisols,Agricultural areas,216.16,Tertiary calcareous rocks
37722648,Albeluvisols,Agricultural areas,227.33,Tertiary calcareous rocks
37802632,Albeluvisols,Agricultural areas,290.77,Tertiary calcareous rocks
37882530,Albeluvisols,Agricultural areas,384.86,Tertiary calcareous rocks
38162602,Albeluvisols,Agricultural areas,282.19,Tertiary calcareous rocks
38142550,Albeluvisols,Agricultural areas,311.96,Tertiary calcareous rocks
39062614,Cambisols,Agricultural areas,216.99,Mesozoic calcareous rocks
39182614,Cambisols,Agricultural areas,251.1,Mesozoic calcareous rocks
39162670,Cambisols,Agricultural areas,522,Mesozoic calcareous rocks
39062686,Cambisols,Agricultural areas,404.81,Mesozoic calcareous rocks
38982792,Cambisols,Agricultural areas,216.4,Mesozoic calcareous rocks
39342958,Cambisols,Forest and semi natural areas,239.81,Mesozoic calcareous rocks
39562918,Cambisols,Agricultural areas,178.94,Mesozoic calcareous rocks
39662924,Cambisols,Forest and semi natural areas,270.24,Mesozoic calcareous rocks
39662878,Cambisols,Agricultural areas,252.94,Mesozoic calcareous rocks
39782890,Cambisols,Agricultural areas,295.55,Mesozoic calcareous rocks
40002938,Cambisols,Agricultural areas,311.7,Mesozoic calcareous rocks
40022914,Cambisols,Agricultural areas,205.42,Mesozoic calcareous rocks
40062904,Cambisols,Agricultural areas,199.77,Mesozoic calcareous rocks
40082884,Cambisols,Agricultural areas,247.7,Mesozoic calcareous rocks
39082798,Cambisols,Agricultural areas,255.45,Mesozoic calcareous rocks
39082754,Cambisols,Agricultural areas,315.76,Mesozoic calcareous rocks
39062704,Cambisols,Agricultural areas,350.3,Mesozoic calcareous rocks
39082708,Cambisols,Agricultural areas,502.08,Mesozoic calcareous rocks
39122716,Cambisols,Agricultural areas,501.77,Mesozoic calcareous rocks
39222802,Cambisols,Agricultural areas,196.72,Mesozoic calcareous rocks
39262766,Cambisols,Forest and semi natural areas,338.12,Mesozoic calcareous rocks
39222708,Cambisols,Agricultural areas,548.69,Mesozoic calcareous rocks
39302766,Cambisols,Agricultural areas,330.53,Mesozoic calcareous rocks
39302712,Cambisols,Agricultural areas,547.97,Mesozoic calcareous rocks
39362740,Cambisols,Forest and semi natural areas,409.07,Mesozoic calcareous rocks
39382738,Cambisols,Agricultural areas,481.2,Mesozoic calcareous rocks
39442798,Cambisols,Forest and semi natural areas,333.9,Mesozoic calcareous rocks
39462812,Cambisols,Agricultural areas,315.28,Mesozoic calcareous rocks
39482816,Cambisols,Agricultural areas,318.05,Mesozoic calcareous rocks
39442712,Cambisols,Agricultural areas,298.29,Mesozoic calcareous rocks
39522778,Cambisols,Agricultural areas,357.5,Mesozoic calcareous rocks
39542722,Cambisols,Agricultural areas,288.63,Mesozoic calcareous rocks
39642830,Cambisols,Agricultural areas,319.97,Mesozoic calcareous rocks
39622718,Cambisols,Forest and semi natural areas,307.65,Mesozoic calcareous rocks
39702792,Cambisols,Agricultural areas,390,Mesozoic calcareous rocks
39742828,Cambisols,Agricultural areas,313.35,Mesozoic calcareous rocks
39742824,Cambisols,Agricultural areas,333.41,Mesozoic calcareous rocks
39722740,Cambisols,Agricultural areas,278.33,Mesozoic calcareous rocks
39842798,Cambisols,Agricultural areas,410.5,Mesozoic calcareous rocks
39802682,Cambisols,Agricultural areas,305.13,Mesozoic calcareous rocks
39922842,Cambisols,Agricultural areas,376.39,Mesozoic calcareous rocks
39942730,Cambisols,Agricultural areas,254.89,Mesozoic calcareous rocks
40162700,Cambisols,Agricultural areas,212.05,Mesozoic calcareous rocks
40002704,Cambisols,Agricultural areas,260.23,Mesozoic calcareous rocks
40262704,Cambisols,Forest and semi natural areas,263.96,Mesozoic calcareous rocks
40062742,Cambisols,Agricultural areas,264.14,Mesozoic calcareous rocks
40442740,Cambisols,Forest and semi natural areas,314.63,Mesozoic calcareous rocks
40242846,Cambisols,Agricultural areas,316.11,Mesozoic calcareous rocks
40262884,Cambisols,Forest and semi natural areas,356.39,Mesozoic calcareous rocks
40322908,Cambisols,Agricultural areas,287.41,Mesozoic calcareous rocks
37562704,Cambisols,Agricultural areas,181.18,Mesozoic calcareous rocks
37582662,Cambisols,Agricultural areas,168.24,Mesozoic calcareous rocks
37742710,Cambisols,Agricultural areas,215,Mesozoic calcareous rocks
38222752,Cambisols,Agricultural areas,262.51,Mesozoic calcareous rocks
38342686,Cambisols,Agricultural areas,246.99,Mesozoic calcareous rocks
37042680,Cambisols,Agricultural areas,159.43,Mesozoic calcareous rocks
38362762,Cambisols,Agricultural areas,157.75,Mesozoic calcareous rocks
39882756,Cambisols,Agricultural areas,253.42,Mesozoic sedimentary rocks
39882750,Cambisols,Forest and semi natural areas,331.83,Mesozoic sedimentary rocks
39942766,Cambisols,Forest and semi natural areas,389.97,Mesozoic sedimentary rocks
39982762,Cambisols,Agricultural areas,264.53,Mesozoic sedimentary rocks
40162748,Cambisols,Agricultural areas,248.89,Mesozoic sedimentary rocks
40082758,Cambisols,Agricultural areas,234.55,Mesozoic sedimentary rocks
40142776,Cambisols,Agricultural areas,316.3,Mesozoic sedimentary rocks
40322818,Cambisols,Agricultural areas,307.59,Mesozoic sedimentary rocks
40782846,Cambisols,Forest and semi natural areas,257.77,Mesozoic sedimentary rocks
40902848,Cambisols,Forest and semi natural areas,291.63,Mesozoic sedimentary rocks
40822860,Cambisols,Agricultural areas,217.42,Mesozoic sedimentary rocks
40562870,Cambisols,Agricultural areas,215.24,Mesozoic sedimentary rocks
41062870,Cambisols,Agricultural areas,221.07,Mesozoic sedimentary rocks
40442880,Cambisols,Agricultural areas,224.73,Mesozoic sedimentary rocks
40702880,Cambisols,Agricultural areas,272.02,Mesozoic sedimentary rocks
40782882,Cambisols,Agricultural areas,252.97,Mesozoic sedimentary rocks
40722884,Cambisols,Agricultural areas,267.82,Mesozoic sedimentary rocks
40402890,Cambisols,Agricultural areas,169.34,Mesozoic sedimentary rocks
40982890,Cambisols,Forest and semi natural areas,268.94,Mesozoic sedimentary rocks
40602894,Cambisols,Agricultural areas,277.98,Mesozoic sedimentary rocks
41242892,Cambisols,Agricultural areas,340.15,Mesozoic sedimentary rocks
40682902,Cambisols,Agricultural areas,329.71,Mesozoic sedimentary rocks
40522906,Cambisols,Artificial surfaces,260.14,Mesozoic sedimentary rocks
40622908,Cambisols,Agricultural areas,212.4,Mesozoic sedimentary rocks
40682920,Cambisols,Agricultural areas,248.16,Mesozoic sedimentary rocks
39602980,Cambisols,Forest and semi natural areas,323.78,Palaeozoic metamorphic rocks
39622978,Cambisols,Forest and semi natural areas,270.35,Palaeozoic metamorphic rocks
39642992,Cambisols,Forest and semi natural areas,394.95,Palaeozoic metamorphic rocks
40243026,Cambisols,Agricultural areas,496.55,Palaeozoic metamorphic rocks
40283004,Cambisols,Agricultural areas,472.59,Palaeozoic metamorphic rocks
41642978,Cambisols,Agricultural areas,213.88,Palaeozoic metamorphic rocks
40883024,Cambisols,Agricultural areas,514.62,Palaeozoic metamorphic rocks
41783032,Cambisols,Agricultural areas,185.85,Palaeozoic metamorphic rocks
42223056,Cambisols,Agricultural areas,204.87,Palaeozoic metamorphic rocks
40783066,Cambisols,Agricultural areas,293.5,Palaeozoic metamorphic rocks
41783068,Cambisols,Agricultural areas,503.12,Palaeozoic metamorphic rocks
41543076,Cambisols,Agricultural areas,173.82,Palaeozoic metamorphic rocks
42263076,Cambisols,Forest and semi natural areas,280.16,Palaeozoic metamorphic rocks
41403088,Cambisols,Forest and semi natural areas,200.7,Palaeozoic metamorphic rocks
41963126,Cambisols,Agricultural areas,348.96,Palaeozoic metamorphic rocks
42183148,Cambisols,Forest and semi natural areas,453.49,Palaeozoic metamorphic rocks
42562962,Cambisols,Agricultural areas,269.69,Triassic sedimentary rocks
43203016,Cambisols,Agricultural areas,377.66,Triassic sedimentary rocks
42303034,Cambisols,Agricultural areas,153.2,Triassic sedimentary rocks
42323042,Cambisols,Agricultural areas,219.79,Triassic sedimentary rocks
42763074,Cambisols,Agricultural areas,349.62,Triassic sedimentary rocks
42683078,Cambisols,Agricultural areas,267.27,Triassic sedimentary rocks
42763084,Cambisols,Forest and semi natural areas,355.89,Triassic sedimentary rocks
42943084,Cambisols,Forest and semi natural areas,419.33,Triassic sedimentary rocks
42323086,Cambisols,Agricultural areas,220.96,Triassic sedimentary rocks
42543086,Cambisols,Forest and semi natural areas,305.08,Triassic sedimentary rocks
43123092,Cambisols,Agricultural areas,268.16,Triassic sedimentary rocks
42683096,Cambisols,Agricultural areas,245.26,Triassic sedimentary rocks
43143096,Cambisols,Forest and semi natural areas,392.76,Triassic sedimentary rocks
43083104,Cambisols,Forest and semi natural areas,323.98,Triassic sedimentary rocks
42783106,Cambisols,Agricultural areas,193.81,Triassic sedimentary rocks
43023106,Cambisols,Forest and semi natural areas,379.06,Triassic sedimentary rocks
44163086,Cambisols,Forest and semi natural areas,448.21,Triassic sedimentary rocks
44623090,Cambisols,Agricultural areas,298.66,Triassic sedimentary rocks
42483154,Cambisols,Forest and semi natural areas,340.39,Triassic sedimentary rocks
42543140,Cambisols,Forest and semi natural areas,277.4,Triassic sedimentary rocks
42583236,Cambisols,Agricultural areas,95.64,Triassic sedimentary rocks
42603190,Cambisols,Agricultural areas,169.88,Triassic sedimentary rocks
42623116,Cambisols,Agricultural areas,188.51,Triassic sedimentary rocks
42643222,Cambisols,Forest and semi natural areas,298.6,Triassic sedimentary rocks
42643126,Cambisols,Agricultural areas,278.06,Triassic sedimentary rocks
42843218,Cambisols,Forest and semi natural areas,158.39,Triassic sedimentary rocks
43123128,Cambisols,Agricultural areas,346.12,Triassic sedimentary rocks
43123120,Cambisols,Forest and semi natural areas,412.36,Triassic sedimentary rocks
43223216,Cambisols,Forest and semi natural areas,198.95,Triassic sedimentary rocks
43263126,Cambisols,Forest and semi natural areas,513.19,Triassic sedimentary rocks
43403168,Cambisols,Agricultural areas,193.74,Triassic sedimentary rocks
43503136,Cambisols,Agricultural areas,473.22,Triassic sedimentary rocks
43543126,Cambisols,Agricultural areas,247.75,Triassic sedimentary rocks
42482812,Cambisols,Agricultural areas,476.44,Mesozoic sedimentary rocks
42502820,Cambisols,Agricultural areas,348.11,Mesozoic sedimentary rocks
43682854,Cambisols,Agricultural areas,426.1,Mesozoic sedimentary rocks
44402962,Cambisols,Agricultural areas,516.2,Mesozoic sedimentary rocks
44562976,Cambisols,Agricultural areas,481.27,Mesozoic sedimentary rocks
43942996,Cambisols,Agricultural areas,408.87,Mesozoic sedimentary rocks
41323026,Cambisols,Agricultural areas,204.02,volcanic rocks
42583038,Cambisols,Agricultural areas,259.16,volcanic rocks
42683042,Cambisols,Agricultural areas,564.07,volcanic rocks
42543054,Cambisols,Agricultural areas,302.66,volcanic rocks
41883064,Cambisols,Agricultural areas,590.68,volcanic rocks
42743070,Cambisols,Forest and semi natural areas,387.82,volcanic rocks
45982782,Cambisols,Forest and semi natural areas,475.72,Tertiary molasse
46002792,Cambisols,Agricultural areas,442.99,Tertiary molasse
43622816,Cambisols,Agricultural areas,474.26,Tertiary molasse
43802766,Cambisols,Agricultural areas,620.7,Tertiary molasse
44062810,Cambisols,Agricultural areas,493.03,Tertiary molasse
44482834,Cambisols,Agricultural areas,460.3,Tertiary molasse
45162820,Cambisols,Agricultural areas,483.92,Tertiary molasse
45222812,Cambisols,Agricultural areas,415.7,Tertiary molasse
45702780,Cambisols,Forest and semi natural areas,678.83,Tertiary molasse
45762794,Cambisols,Agricultural areas,466.24,Tertiary molasse
45842808,Cambisols,Agricultural areas,431.87,Tertiary molasse
42602992,Cambisols,Agricultural areas,331.72,igneous rocks
38722484,Cambisols,Agricultural areas,799.77,metamorphic rocks
38462488,Cambisols,Agricultural areas,856.11,metamorphic rocks
38622498,Cambisols,Agricultural areas,613.32,metamorphic rocks
38442534,Cambisols,Forest and semi natural areas,1005.99,metamorphic rocks
38422548,Cambisols,Agricultural areas,665.44,metamorphic rocks
38462556,Cambisols,Agricultural areas,871.81,metamorphic rocks
38422560,Cambisols,Forest and semi natural areas,1059.59,metamorphic rocks
38542564,Cambisols,Agricultural areas,346.94,metamorphic rocks
38782566,Cambisols,Agricultural areas,538.79,metamorphic rocks
38942568,Cambisols,Agricultural areas,434.16,metamorphic rocks
38962578,Cambisols,Agricultural areas,648.31,metamorphic rocks
38822584,Cambisols,Agricultural areas,407.54,metamorphic rocks
38922584,Cambisols,Forest and semi natural areas,661.67,metamorphic rocks
38902586,Cambisols,Forest and semi natural areas,520.82,metamorphic rocks
39022590,Cambisols,Agricultural areas,414.58,metamorphic rocks
39002614,Cambisols,Agricultural areas,296.15,metamorphic rocks
38622634,Cambisols,Agricultural areas,321.11,metamorphic rocks
38542640,Cambisols,Agricultural areas,298.85,metamorphic rocks
38762644,Cambisols,Agricultural areas,375.61,metamorphic rocks
38522650,Cambisols,Agricultural areas,276.8,metamorphic rocks
38562650,Cambisols,Agricultural areas,275.65,metamorphic rocks
38882650,Cambisols,Agricultural areas,322.83,metamorphic rocks
39082654,Cambisols,Agricultural areas,323.36,metamorphic rocks
38762662,Cambisols,Forest and semi natural areas,359.37,metamorphic rocks
38502676,Cambisols,Agricultural areas,257.87,metamorphic rocks
38902676,Cambisols,Agricultural areas,316.15,metamorphic rocks
38722690,Cambisols,Forest and semi natural areas,622.43,metamorphic rocks
38722726,Cambisols,Agricultural areas,304.91,metamorphic rocks
36882384,Cambisols,Agricultural areas,418.94,metamorphic rocks
36962384,Cambisols,Agricultural areas,550.72,metamorphic rocks
36982404,Cambisols,Agricultural areas,514.15,metamorphic rocks
37022386,Cambisols,Agricultural areas,646.38,metamorphic rocks
37062384,Cambisols,Agricultural areas,678.52,metamorphic rocks
37082380,Cambisols,Agricultural areas,528.7,metamorphic rocks
37202358,Cambisols,Agricultural areas,488.48,metamorphic rocks
37342314,Cambisols,Forest and semi natural areas,1210.51,metamorphic rocks
37442368,Cambisols,Agricultural areas,896.71,metamorphic rocks
37462370,Cambisols,Agricultural areas,890.65,metamorphic rocks
36842488,Cambisols,Forest and semi natural areas,552.09,metamorphic rocks
36742492,Cambisols,Agricultural areas,351.33,metamorphic rocks
35942542,Cambisols,Agricultural areas,207,metamorphic rocks
35922558,Cambisols,Agricultural areas,224.99,metamorphic rocks
35942566,Cambisols,Agricultural areas,240.51,metamorphic rocks
36102588,Cambisols,Agricultural areas,220.51,metamorphic rocks
35962540,Cambisols,Agricultural areas,256.78,metamorphic rocks
36282504,Cambisols,Agricultural areas,186.69,metamorphic rocks
36302512,Cambisols,Forest and semi natural areas,296.85,metamorphic rocks
36322504,Cambisols,Agricultural areas,193.68,metamorphic rocks
36362512,Cambisols,Forest and semi natural areas,342.81,metamorphic rocks
36382514,Cambisols,Agricultural areas,316.02,metamorphic rocks
36682522,Cambisols,Agricultural areas,406.1,metamorphic rocks
36902560,Cambisols,Forest and semi natural areas,703.68,metamorphic rocks
36602568,Cambisols,Forest and semi natural areas,381.3,metamorphic rocks
36782572,Cambisols,Agricultural areas,471.75,metamorphic rocks
37102564,Cambisols,Agricultural areas,649.75,metamorphic rocks
37202566,Cambisols,Agricultural areas,583.63,metamorphic rocks
37382614,Cambisols,Agricultural areas,365.82,metamorphic rocks
37362588,Cambisols,Agricultural areas,479.78,metamorphic rocks
37382578,Cambisols,Agricultural areas,641.63,metamorphic rocks
37422586,Cambisols,Agricultural areas,511.05,metamorphic rocks
37442606,Cambisols,Agricultural areas,381.97,metamorphic rocks
37602640,Cambisols,Forest and semi natural areas,268.66,metamorphic rocks
37562596,Cambisols,Agricultural areas,537.67,metamorphic rocks
37682582,Cambisols,Forest and semi natural areas,630.77,metamorphic rocks
37742592,Cambisols,Agricultural areas,438.85,metamorphic rocks
37882584,Cambisols,Agricultural areas,327.9,metamorphic rocks
38022606,Cambisols,Agricultural areas,301.12,metamorphic rocks
38262534,Cambisols,Forest and semi natural areas,511.86,metamorphic rocks
36862590,Cambisols,Forest and semi natural areas,568.24,metamorphic rocks
36582596,Cambisols,Forest and semi natural areas,366.73,metamorphic rocks
36342600,Cambisols,Agricultural areas,227.89,metamorphic rocks
36742604,Cambisols,Agricultural areas,396.01,metamorphic rocks
37002606,Cambisols,Forest and semi natural areas,387.85,metamorphic rocks
36602618,Cambisols,Agricultural areas,311.27,metamorphic rocks
37242618,Cambisols,Agricultural areas,477.75,metamorphic rocks
36882622,Cambisols,Agricultural areas,313.27,metamorphic rocks
37202638,Cambisols,Artificial surfaces,246.29,metamorphic rocks
37242640,Cambisols,Agricultural areas,235.26,metamorphic rocks
41322778,Fluvisols,Agricultural areas,185.7,fluvial deposits
41342782,Fluvisols,Agricultural areas,181.35,fluvial deposits
41582848,Fluvisols,Agricultural areas,145.63,fluvial deposits
41822870,Fluvisols,Agricultural areas,151.19,fluvial deposits
43283052,Leptosols,Agricultural areas,697.49,Triassic calcareous rocks
43162914,Leptosols,Agricultural areas,469.95,Triassic calcareous rocks
42682790,Leptosols,Agricultural areas,785.43,Jurassic calcareous rocks
42722806,Leptosols,Agricultural areas,747,Jurassic calcareous rocks
42862808,Leptosols,Agricultural areas,779.74,Jurassic calcareous rocks
42942810,Leptosols,Agricultural areas,775.11,Jurassic calcareous rocks
