POINT_ID,DO_RSG1,Corine_Landcover,hoehe_m,DO_MAT1
33923916,Histosols,Wetlands,57.58,peat
34003734,Histosols,Agricultural areas,172.25,peat
35063818,Podzols,Forest and semi natural areas,330.72,igneous rocks
35323916,Podzols,Forest and semi natural areas,1.76,igneous rocks
35503892,Podzols,Agricultural areas,228.11,igneous rocks
35563912,Podzols,Agricultural areas,76.36,igneous rocks
35563854,Podzols,Agricultural areas,209.61,igneous rocks
35823892,Podzols,Agricultural areas,102.22,igneous rocks
50423510,Albeluvisols,Forest and semi natural areas,55.02,morainic deposits
51103642,Albeluvisols,Forest and semi natural areas,45.71,morainic deposits
51183646,Albeluvisols,Agricultural areas,47.03,morainic deposits
51223644,Albeluvisols,Agricultural areas,41.84,morainic deposits
51243634,Albeluvisols,Agricultural areas,40.25,morainic deposits
51323646,Albeluvisols,Forest and semi natural areas,57.43,morainic deposits
51463642,Albeluvisols,Agricultural areas,65.07,morainic deposits
51663638,Albeluvisols,Forest and semi natural areas,75.69,morainic deposits
51743642,Albeluvisols,Forest and semi natural areas,65.57,morainic deposits
52463652,Albeluvisols,Agricultural areas,85.3,morainic deposits
51403564,Albeluvisols,Agricultural areas,169.49,morainic deposits
51583590,Albeluvisols,Agricultural areas,52.08,morainic deposits
52423612,Albeluvisols,Agricultural areas,100.65,morainic deposits
52363614,Albeluvisols,Forest and semi natural areas,90.89,morainic deposits
51623610,Albeluvisols,Agricultural areas,58.18,morainic deposits
51323614,Albeluvisols,Agricultural areas,37.82,morainic deposits
51423624,Albeluvisols,Agricultural areas,46.18,morainic deposits
51363628,Albeluvisols,Agricultural areas,46.01,morainic deposits
50163370,Albeluvisols,Agricultural areas,138.17,morainic deposits
50063396,Albeluvisols,Agricultural areas,156.57,morainic deposits
50143404,Albeluvisols,Agricultural areas,193.08,morainic deposits
51683378,Albeluvisols,Agricultural areas,132.67,morainic deposits
51543382,Albeluvisols,Agricultural areas,134.84,morainic deposits
51023376,Albeluvisols,Forest and semi natural areas,123.93,morainic deposits
51183382,Albeluvisols,Agricultural areas,120.41,morainic deposits
51243394,Albeluvisols,Agricultural areas,138.55,morainic deposits
51363400,Albeluvisols,Agricultural areas,124.27,morainic deposits
51423424,Albeluvisols,Agricultural areas,137.91,morainic deposits
52003302,Albeluvisols,Agricultural areas,165.36,morainic deposits
51863338,Albeluvisols,Agricultural areas,165.63,morainic deposits
51903342,Albeluvisols,Agricultural areas,170.6,morainic deposits
51963348,Albeluvisols,Agricultural areas,162.02,morainic deposits
51943354,Albeluvisols,Agricultural areas,172.27,morainic deposits
52003356,Albeluvisols,Agricultural areas,158.99,morainic deposits
52043360,Albeluvisols,Agricultural areas,150.05,morainic deposits
51603268,Albeluvisols,Forest and semi natural areas,176.74,morainic deposits
51463266,Albeluvisols,Forest and semi natural areas,190.85,morainic deposits
51563304,Albeluvisols,Agricultural areas,141.05,morainic deposits
51363302,Albeluvisols,Forest and semi natural areas,151.81,morainic deposits
51783316,Albeluvisols,Agricultural areas,156.3,morainic deposits
51403314,Albeluvisols,Agricultural areas,157.65,morainic deposits
51643320,Albeluvisols,Agricultural areas,153.5,morainic deposits
51143330,Albeluvisols,Agricultural areas,106.33,morainic deposits
51163334,Albeluvisols,Agricultural areas,118.7,morainic deposits
51663358,Albeluvisols,Agricultural areas,133.89,morainic deposits
50963348,Albeluvisols,Forest and semi natural areas,125.47,morainic deposits
50643432,Arenosols,Agricultural areas,131.19,glaciofluvial deposits
50563432,Arenosols,Agricultural areas,145.46,glaciofluvial deposits
50003436,Arenosols,Forest and semi natural areas,181,glaciofluvial deposits
51003392,Arenosols,Agricultural areas,109.39,glaciofluvial deposits
51423430,Arenosols,Agricultural areas,137.92,glaciofluvial deposits
50923428,Arenosols,Agricultural areas,111.94,glaciofluvial deposits
51143438,Arenosols,Forest and semi natural areas,180.22,glaciofluvial deposits
51383448,Arenosols,Agricultural areas,141.17,glaciofluvial deposits
51283450,Arenosols,Agricultural areas,172.01,glaciofluvial deposits
51143450,Arenosols,Forest and semi natural areas,174.57,glaciofluvial deposits
51463464,Arenosols,Forest and semi natural areas,126.78,glaciofluvial deposits
51323464,Arenosols,Agricultural areas,138.96,glaciofluvial deposits
51423466,Arenosols,Agricultural areas,114.47,glaciofluvial deposits
51083476,Arenosols,Forest and semi natural areas,137.17,glaciofluvial deposits
52863598,Arenosols,Agricultural areas,154.59,glaciofluvial deposits
53043598,Arenosols,Agricultural areas,153.66,glaciofluvial deposits
53323654,Arenosols,Forest and semi natural areas,164.95,glaciofluvial deposits
49203450,Cambisols,Agricultural areas,73.74,morainic deposits
50423474,Cambisols,Agricultural areas,155.2,morainic deposits
50363490,Cambisols,Agricultural areas,104.61,morainic deposits
50503494,Cambisols,Agricultural areas,127.71,morainic deposits
49783488,Cambisols,Forest and semi natural areas,68.09,morainic deposits
49423488,Cambisols,Agricultural areas,90.62,morainic deposits
49703500,Cambisols,Agricultural areas,59.43,morainic deposits
49623502,Cambisols,Forest and semi natural areas,62.99,morainic deposits
49443502,Cambisols,Agricultural areas,132.05,morainic deposits
50143512,Cambisols,Agricultural areas,108.17,morainic deposits
49883510,Cambisols,Agricultural areas,108.85,morainic deposits
51303466,Cambisols,Forest and semi natural areas,181.58,morainic deposits
51023502,Cambisols,Agricultural areas,149.43,morainic deposits
52663594,Cambisols,Agricultural areas,168.85,morainic deposits
52703664,Cambisols,Forest and semi natural areas,171.67,morainic deposits
52763646,Cambisols,Agricultural areas,121.23,morainic deposits
52843662,Cambisols,Agricultural areas,161.13,morainic deposits
52863656,Cambisols,Forest and semi natural areas,137.64,morainic deposits
52763704,Cambisols,Agricultural areas,146.29,morainic deposits
53103728,Cambisols,Forest and semi natural areas,156.29,morainic deposits
53223732,Cambisols,Agricultural areas,157.96,morainic deposits
53183750,Cambisols,Agricultural areas,146.94,morainic deposits
53723760,Cambisols,Forest and semi natural areas,154.52,morainic deposits
54043774,Cambisols,Agricultural areas,169.17,morainic deposits
53723782,Cambisols,Agricultural areas,169.66,morainic deposits
53723804,Cambisols,Forest and semi natural areas,167.94,morainic deposits
53723818,Cambisols,Agricultural areas,154.99,morainic deposits
53643818,Cambisols,Agricultural areas,149.21,morainic deposits
54263840,Cambisols,Agricultural areas,117.33,morainic deposits
53363818,Cambisols,Agricultural areas,107.9,morainic deposits
54003836,Cambisols,Agricultural areas,159.32,morainic deposits
53923834,Cambisols,Agricultural areas,160.54,morainic deposits
54123840,Cambisols,Agricultural areas,168.62,morainic deposits
54203844,Cambisols,Agricultural areas,129.43,morainic deposits
52483546,Cambisols,Forest and semi natural areas,138.64,morainic deposits
52463548,Cambisols,Agricultural areas,138.9,morainic deposits
52463552,Cambisols,Agricultural areas,129.96,morainic deposits
52403578,Cambisols,Agricultural areas,136.41,morainic deposits
52023594,Cambisols,Forest and semi natural areas,71.17,morainic deposits
51903592,Cambisols,Forest and semi natural areas,88.97,morainic deposits
52383602,Cambisols,Agricultural areas,139.77,morainic deposits
53623840,Cambisols,Forest and semi natural areas,136.17,morainic deposits
50443648,Fluvisols,Agricultural areas,4.73,fluvial deposits
50543998,Gleysols,Agricultural areas,20.11,glaciolacustrine deposits
51184026,Gleysols,Forest and semi natural areas,25.87,glaciolacustrine deposits
51264012,Gleysols,Forest and semi natural areas,34.43,glaciolacustrine deposits
51244042,Gleysols,Agricultural areas,5.35,glaciolacustrine deposits
51444012,Gleysols,Agricultural areas,22.45,glaciolacustrine deposits
51943882,Gleysols,Agricultural areas,30.62,glaciolacustrine deposits
51723994,Gleysols,Forest and semi natural areas,15.15,glaciolacustrine deposits
51724004,Gleysols,Forest and semi natural areas,14.71,glaciolacustrine deposits
51963894,Gleysols,Agricultural areas,51.48,glaciolacustrine deposits
51923944,Gleysols,Forest and semi natural areas,64.31,glaciolacustrine deposits
51963940,Gleysols,Forest and semi natural areas,74,glaciolacustrine deposits
51943950,Gleysols,Forest and semi natural areas,50.02,glaciolacustrine deposits
52063942,Gleysols,Agricultural areas,63.63,glaciolacustrine deposits
52063954,Gleysols,Agricultural areas,57.6,glaciolacustrine deposits
52243888,Gleysols,Agricultural areas,106.54,glaciolacustrine deposits
52283872,Gleysols,Forest and semi natural areas,128.55,glaciolacustrine deposits
52323858,Gleysols,Agricultural areas,104.06,glaciolacustrine deposits
51904062,Gleysols,Agricultural areas,54.57,glaciolacustrine deposits
52383854,Gleysols,Forest and semi natural areas,106.94,glaciolacustrine deposits
50243682,Luvisols,Agricultural areas,22.8,morainic deposits
50123764,Luvisols,Agricultural areas,28.02,morainic deposits
50303660,Luvisols,Agricultural areas,0.17,morainic deposits
50303674,Luvisols,Agricultural areas,23.28,morainic deposits
50163796,Luvisols,Agricultural areas,29.76,morainic deposits
50443654,Luvisols,Agricultural areas,15.81,morainic deposits
50203822,Luvisols,Agricultural areas,17.03,morainic deposits
50483656,Luvisols,Forest and semi natural areas,46.43,morainic deposits
50363736,Luvisols,Forest and semi natural areas,37.17,morainic deposits
50263798,Luvisols,Forest and semi natural areas,42.07,morainic deposits
50343760,Luvisols,Agricultural areas,49.15,morainic deposits
50523678,Luvisols,Agricultural areas,98.77,morainic deposits
50323806,Luvisols,Agricultural areas,60.84,morainic deposits
50663642,Luvisols,Forest and semi natural areas,64.66,morainic deposits
50623666,Luvisols,Forest and semi natural areas,84.53,morainic deposits
50523746,Luvisols,Agricultural areas,99.17,morainic deposits
50623694,Luvisols,Agricultural areas,127.57,morainic deposits
50763638,Luvisols,Agricultural areas,55.58,morainic deposits
50523782,Luvisols,Forest and semi natural areas,75.49,morainic deposits
50663710,Luvisols,Agricultural areas,141.5,morainic deposits
50603758,Luvisols,Agricultural areas,101.29,morainic deposits
50583782,Luvisols,Agricultural areas,57.69,morainic deposits
50643772,Luvisols,Agricultural areas,60.71,morainic deposits
50703742,Luvisols,Forest and semi natural areas,104.54,morainic deposits
50683780,Luvisols,Agricultural areas,76.8,morainic deposits
50663796,Luvisols,Agricultural areas,79.67,morainic deposits
50683798,Luvisols,Forest and semi natural areas,72.6,morainic deposits
50803744,Luvisols,Agricultural areas,91.85,morainic deposits
50883724,Luvisols,Agricultural areas,125.46,morainic deposits
50963682,Luvisols,Agricultural areas,182.42,morainic deposits
50983738,Luvisols,Agricultural areas,87.05,morainic deposits
50823826,Luvisols,Agricultural areas,78.46,morainic deposits
50883804,Luvisols,Forest and semi natural areas,110.09,morainic deposits
51063710,Luvisols,Artificial surfaces,129,morainic deposits
51183664,Luvisols,Agricultural areas,135.34,morainic deposits
50943800,Luvisols,Agricultural areas,118.88,morainic deposits
51163690,Luvisols,Agricultural areas,147.66,morainic deposits
51203696,Luvisols,Agricultural areas,126.43,morainic deposits
50983816,Luvisols,Forest and semi natural areas,123.41,morainic deposits
51183718,Luvisols,Agricultural areas,123.92,morainic deposits
50863842,Luvisols,Forest and semi natural areas,84.44,morainic deposits
50903826,Luvisols,Forest and semi natural areas,74.09,morainic deposits
51383678,Luvisols,Agricultural areas,119.96,morainic deposits
51343702,Luvisols,Forest and semi natural areas,200.52,morainic deposits
51483666,Luvisols,Agricultural areas,115.95,morainic deposits
51523666,Luvisols,Agricultural areas,111.97,morainic deposits
51223828,Luvisols,Forest and semi natural areas,55.69,morainic deposits
51523690,Luvisols,Agricultural areas,131.82,morainic deposits
51603688,Luvisols,Agricultural areas,144.73,morainic deposits
51483800,Luvisols,Agricultural areas,8.08,morainic deposits
51823686,Luvisols,Agricultural areas,99.46,morainic deposits
51883690,Luvisols,Agricultural areas,86.08,morainic deposits
51943702,Luvisols,Agricultural areas,74.18,morainic deposits
52023674,Luvisols,Agricultural areas,52.35,morainic deposits
51983700,Luvisols,Agricultural areas,65.62,morainic deposits
52063672,Luvisols,Agricultural areas,48.77,morainic deposits
52103706,Luvisols,Agricultural areas,45.93,morainic deposits
52323696,Luvisols,Agricultural areas,74.1,morainic deposits
51703708,Luvisols,Forest and semi natural areas,133.77,morainic deposits
51563710,Luvisols,Agricultural areas,130.2,morainic deposits
51743714,Luvisols,Agricultural areas,106.17,morainic deposits
51883720,Luvisols,Agricultural areas,71.49,morainic deposits
51523730,Luvisols,Agricultural areas,109.29,morainic deposits
51603652,Luvisols,Forest and semi natural areas,116.7,morainic deposits
51663648,Luvisols,Agricultural areas,86.93,morainic deposits
51763654,Luvisols,Agricultural areas,80.61,morainic deposits
51943644,Luvisols,Agricultural areas,48.03,morainic deposits
52083664,Luvisols,Agricultural areas,49.64,morainic deposits
52323652,Luvisols,Forest and semi natural areas,92.44,morainic deposits
51983736,Luvisols,Agricultural areas,50.29,morainic deposits
52043736,Luvisols,Agricultural areas,49.12,morainic deposits
51943738,Luvisols,Agricultural areas,52.05,morainic deposits
51863740,Luvisols,Agricultural areas,52.8,morainic deposits
51943752,Luvisols,Agricultural areas,52.77,morainic deposits
52263754,Luvisols,Agricultural areas,53.33,morainic deposits
51783760,Luvisols,Agricultural areas,50.81,morainic deposits
52143760,Luvisols,Agricultural areas,35.91,morainic deposits
51823768,Luvisols,Agricultural areas,46.71,morainic deposits
51943774,Luvisols,Agricultural areas,32.94,morainic deposits
51843782,Luvisols,Agricultural areas,26.51,morainic deposits
51783786,Luvisols,Agricultural areas,24.35,morainic deposits
52503674,Luvisols,Agricultural areas,79.95,morainic deposits
52403722,Luvisols,Agricultural areas,76.48,morainic deposits
52503692,Luvisols,Agricultural areas,90.45,morainic deposits
52363758,Luvisols,Agricultural areas,62.51,morainic deposits
52423744,Luvisols,Agricultural areas,75.43,morainic deposits
52503710,Luvisols,Agricultural areas,91.67,morainic deposits
52423748,Luvisols,Agricultural areas,75.2,morainic deposits
52583718,Luvisols,Agricultural areas,108.5,morainic deposits
52683688,Luvisols,Agricultural areas,117.88,morainic deposits
52603780,Luvisols,Forest and semi natural areas,88.25,morainic deposits
52803754,Luvisols,Agricultural areas,113.98,morainic deposits
52843744,Luvisols,Forest and semi natural areas,116.39,morainic deposits
52903740,Luvisols,Forest and semi natural areas,145.14,morainic deposits
52863764,Luvisols,Agricultural areas,112.57,morainic deposits
52923738,Luvisols,Agricultural areas,140.12,morainic deposits
52743836,Luvisols,Agricultural areas,106.86,morainic deposits
52263646,Luvisols,Agricultural areas,79.06,morainic deposits
51403654,Luvisols,Forest and semi natural areas,60.65,morainic deposits
51243714,Luvisols,Agricultural areas,109.46,morainic deposits
51583734,Luvisols,Agricultural areas,98.3,morainic deposits
51543736,Luvisols,Agricultural areas,97.81,morainic deposits
51223738,Luvisols,Agricultural areas,105.96,morainic deposits
51203750,Luvisols,Forest and semi natural areas,89.75,morainic deposits
51723772,Luvisols,Agricultural areas,44.71,morainic deposits
51683776,Luvisols,Agricultural areas,41.13,morainic deposits
51443772,Luvisols,Agricultural areas,51.89,morainic deposits
51063768,Luvisols,Agricultural areas,82.02,morainic deposits
51043770,Luvisols,Forest and semi natural areas,95.54,morainic deposits
51023782,Luvisols,Agricultural areas,108.99,morainic deposits
50023768,Podzols,Agricultural areas,3.98,glaciolacustrine deposits
50143726,Podzols,Agricultural areas,23.63,glaciolacustrine deposits
50243736,Podzols,Forest and semi natural areas,45.79,glaciolacustrine deposits
50243812,Podzols,Forest and semi natural areas,55.27,glaciolacustrine deposits
50203858,Podzols,Agricultural areas,6.84,glaciolacustrine deposits
50263838,Podzols,Forest and semi natural areas,21.49,glaciolacustrine deposits
50523872,Podzols,Forest and semi natural areas,52.97,glaciolacustrine deposits
50603794,Podzols,Forest and semi natural areas,36.13,glaciolacustrine deposits
52023864,Podzols,Forest and semi natural areas,52.74,glaciolacustrine deposits
51403810,Podzols,Agricultural areas,5.36,glaciolacustrine deposits
52043812,Podzols,Agricultural areas,24.71,glaciolacustrine deposits
52043830,Podzols,Forest and semi natural areas,56.55,glaciolacustrine deposits
52863566,Albeluvisols,Agricultural areas,174.58,morainic deposits
53003570,Albeluvisols,Forest and semi natural areas,154.84,morainic deposits
53363562,Albeluvisols,Agricultural areas,173.38,morainic deposits
53523682,Albeluvisols,Agricultural areas,223.86,morainic deposits
53503690,Albeluvisols,Agricultural areas,173.89,morainic deposits
53483700,Albeluvisols,Agricultural areas,155.62,morainic deposits
53543706,Albeluvisols,Agricultural areas,147.57,morainic deposits
52323438,Albeluvisols,Agricultural areas,175.43,morainic deposits
52163440,Albeluvisols,Forest and semi natural areas,187.04,morainic deposits
51943440,Albeluvisols,Agricultural areas,160.82,morainic deposits
52263450,Albeluvisols,Agricultural areas,187.22,morainic deposits
52043446,Albeluvisols,Forest and semi natural areas,176.09,morainic deposits
51863446,Albeluvisols,Agricultural areas,131.52,morainic deposits
52003468,Albeluvisols,Agricultural areas,145.4,morainic deposits
51943470,Albeluvisols,Agricultural areas,200.22,morainic deposits
51424072,Cambisols,Forest and semi natural areas,39.31,Palaeozoic calcareous rocks
51404082,Cambisols,Forest and semi natural areas,59.58,Palaeozoic calcareous rocks
51464094,Cambisols,Forest and semi natural areas,56.47,Palaeozoic calcareous rocks
51724084,Cambisols,Agricultural areas,72.66,Palaeozoic calcareous rocks
52264048,Cambisols,Agricultural areas,48.27,Palaeozoic calcareous rocks
52364058,Cambisols,Agricultural areas,64.48,Palaeozoic calcareous rocks
52404058,Cambisols,Agricultural areas,66.18,Palaeozoic calcareous rocks
52344084,Cambisols,Agricultural areas,87.17,Palaeozoic calcareous rocks
52364076,Cambisols,Forest and semi natural areas,83.7,Palaeozoic calcareous rocks
52324108,Cambisols,Agricultural areas,116.02,Palaeozoic calcareous rocks
52304118,Cambisols,Agricultural areas,113.64,Palaeozoic calcareous rocks
52524066,Cambisols,Agricultural areas,77.31,Palaeozoic calcareous rocks
52504086,Cambisols,Forest and semi natural areas,83.03,Palaeozoic calcareous rocks
52544080,Cambisols,Forest and semi natural areas,85.2,Palaeozoic calcareous rocks
52584068,Cambisols,Forest and semi natural areas,80.49,Palaeozoic calcareous rocks
52444130,Cambisols,Agricultural areas,87.33,Palaeozoic calcareous rocks
52524106,Cambisols,Agricultural areas,115.37,Palaeozoic calcareous rocks
51724116,Gleysols,Agricultural areas,39.89,morainic deposits
52044112,Gleysols,Forest and semi natural areas,100.63,morainic deposits
52264066,Gleysols,Agricultural areas,69.5,morainic deposits
52184152,Gleysols,Forest and semi natural areas,46.23,morainic deposits
52584140,Gleysols,Agricultural areas,62.97,morainic deposits
52624148,Gleysols,Agricultural areas,57.38,morainic deposits
52744114,Gleysols,Forest and semi natural areas,83.15,morainic deposits
52744126,Gleysols,Forest and semi natural areas,71.81,morainic deposits
52944068,Gleysols,Forest and semi natural areas,78.27,morainic deposits
53064066,Gleysols,Agricultural areas,74.95,morainic deposits
52944140,Gleysols,Agricultural areas,60.45,morainic deposits
53344166,Gleysols,Forest and semi natural areas,28.19,morainic deposits
52423856,Luvisols,Forest and semi natural areas,125.5,morainic deposits
52363912,Luvisols,Forest and semi natural areas,68.2,morainic deposits
52363948,Luvisols,Forest and semi natural areas,72.25,morainic deposits
52283958,Luvisols,Agricultural areas,59.95,morainic deposits
52324000,Luvisols,Agricultural areas,97.9,morainic deposits
52344016,Luvisols,Agricultural areas,57.24,morainic deposits
52364022,Luvisols,Agricultural areas,64.4,morainic deposits
52304028,Luvisols,Agricultural areas,68.69,morainic deposits
52224014,Luvisols,Agricultural areas,79.09,morainic deposits
52223990,Luvisols,Forest and semi natural areas,56.87,morainic deposits
52223970,Luvisols,Agricultural areas,71.22,morainic deposits
52143958,Luvisols,Forest and semi natural areas,64.97,morainic deposits
52503854,Luvisols,Agricultural areas,126.99,morainic deposits
52663864,Luvisols,Agricultural areas,177.07,morainic deposits
52463940,Luvisols,Forest and semi natural areas,55.79,morainic deposits
52523980,Luvisols,Agricultural areas,80.52,morainic deposits
52643988,Luvisols,Forest and semi natural areas,74.63,morainic deposits
52664002,Luvisols,Agricultural areas,55.23,morainic deposits
52684014,Luvisols,Agricultural areas,65.17,morainic deposits
52763848,Luvisols,Agricultural areas,168.08,morainic deposits
52843852,Luvisols,Forest and semi natural areas,209.21,morainic deposits
52583844,Luvisols,Forest and semi natural areas,109.73,morainic deposits
52884048,Luvisols,Agricultural areas,69.52,morainic deposits
52764050,Luvisols,Agricultural areas,59.66,morainic deposits
52684072,Luvisols,Agricultural areas,110.89,morainic deposits
53183886,Luvisols,Agricultural areas,118.47,morainic deposits
53203896,Luvisols,Agricultural areas,138.95,morainic deposits
53023896,Luvisols,Forest and semi natural areas,190.15,morainic deposits
53083920,Luvisols,Forest and semi natural areas,102.1,morainic deposits
53403940,Luvisols,Agricultural areas,187.16,morainic deposits
53203942,Luvisols,Forest and semi natural areas,128.68,morainic deposits
53183944,Luvisols,Forest and semi natural areas,124.81,morainic deposits
53103946,Luvisols,Agricultural areas,84.25,morainic deposits
53283964,Luvisols,Agricultural areas,256.54,morainic deposits
52883962,Luvisols,Agricultural areas,109.08,morainic deposits
53463988,Luvisols,Agricultural areas,79.97,morainic deposits
53443990,Luvisols,Forest and semi natural areas,83.2,morainic deposits
52943978,Luvisols,Agricultural areas,90.6,morainic deposits
52963982,Luvisols,Forest and semi natural areas,132.05,morainic deposits
53483996,Luvisols,Forest and semi natural areas,54.3,morainic deposits
52784000,Luvisols,Forest and semi natural areas,107.02,morainic deposits
53044014,Luvisols,Agricultural areas,88.05,morainic deposits
52844016,Luvisols,Agricultural areas,91.65,morainic deposits
53004024,Luvisols,Agricultural areas,76.89,morainic deposits
52804022,Luvisols,Agricultural areas,68.26,morainic deposits
52963774,Luvisols,Agricultural areas,121.77,glaciolacustrine deposits
53123776,Luvisols,Agricultural areas,135.89,glaciolacustrine deposits
52943776,Luvisols,Forest and semi natural areas,140.02,glaciolacustrine deposits
53023788,Luvisols,Forest and semi natural areas,126.65,glaciolacustrine deposits
53063790,Luvisols,Agricultural areas,113.15,glaciolacustrine deposits
52903794,Luvisols,Forest and semi natural areas,135.16,glaciolacustrine deposits
53043800,Luvisols,Agricultural areas,101.96,glaciolacustrine deposits
52863814,Luvisols,Agricultural areas,85,glaciolacustrine deposits
52923836,Luvisols,Forest and semi natural areas,88.97,glaciolacustrine deposits
53443794,Luvisols,Agricultural areas,103.63,glaciolacustrine deposits
53163808,Luvisols,Agricultural areas,96.7,glaciolacustrine deposits
53403840,Luvisols,Forest and semi natural areas,116,glaciolacustrine deposits
53563846,Luvisols,Agricultural areas,109.48,glaciolacustrine deposits
53623848,Luvisols,Agricultural areas,138.31,glaciolacustrine deposits
53743864,Luvisols,Agricultural areas,128.3,glaciolacustrine deposits
53083858,Luvisols,Agricultural areas,103.1,glaciolacustrine deposits
53763890,Luvisols,Agricultural areas,119.42,glaciolacustrine deposits
53663898,Luvisols,Forest and semi natural areas,133.45,glaciolacustrine deposits
53723904,Luvisols,Agricultural areas,130.29,glaciolacustrine deposits
53783916,Luvisols,Agricultural areas,111.07,glaciolacustrine deposits
53583912,Luvisols,Agricultural areas,120.79,glaciolacustrine deposits
53403908,Luvisols,Agricultural areas,107.16,glaciolacustrine deposits
53403912,Luvisols,Forest and semi natural areas,132.01,glaciolacustrine deposits
53643926,Luvisols,Forest and semi natural areas,137.87,glaciolacustrine deposits
30303360,Cambisols,Agricultural areas,222.32,Palaeozoic sedimentary rocks
30623360,Cambisols,Agricultural areas,64.58,Palaeozoic sedimentary rocks
30663346,Cambisols,Agricultural areas,125.52,Palaeozoic sedimentary rocks
30823370,Cambisols,Agricultural areas,137.99,Palaeozoic sedimentary rocks
32423468,Cambisols,Forest and semi natural areas,501.38,Palaeozoic sedimentary rocks
34482660,Cambisols,Agricultural areas,12.01,metamorphic rocks
35622658,Cambisols,Agricultural areas,151.47,metamorphic rocks
34582676,Cambisols,Agricultural areas,61.59,metamorphic rocks
34742674,Cambisols,Agricultural areas,72.18,metamorphic rocks
35522672,Cambisols,Agricultural areas,162.92,metamorphic rocks
35342676,Cambisols,Agricultural areas,179.05,metamorphic rocks
35162680,Cambisols,Agricultural areas,199.15,metamorphic rocks
35242684,Cambisols,Agricultural areas,159.96,metamorphic rocks
34522698,Cambisols,Agricultural areas,72.15,metamorphic rocks
34342702,Cambisols,Agricultural areas,28.16,metamorphic rocks
34562704,Cambisols,Agricultural areas,69.77,metamorphic rocks
34442708,Cambisols,Agricultural areas,52.24,metamorphic rocks
34402712,Cambisols,Agricultural areas,26.42,metamorphic rocks
34542712,Cambisols,Agricultural areas,62.53,metamorphic rocks
35282704,Cambisols,Agricultural areas,120.47,metamorphic rocks
34302720,Cambisols,Agricultural areas,12.39,metamorphic rocks
35362710,Cambisols,Agricultural areas,94.44,metamorphic rocks
34222730,Cambisols,Agricultural areas,33.8,metamorphic rocks
34882720,Cambisols,Agricultural areas,119.09,metamorphic rocks
34762730,Cambisols,Agricultural areas,86.94,metamorphic rocks
34982730,Cambisols,Agricultural areas,95.85,metamorphic rocks
34182744,Cambisols,Agricultural areas,28.66,metamorphic rocks
34782740,Cambisols,Agricultural areas,89.97,metamorphic rocks
35102740,Cambisols,Agricultural areas,107.41,metamorphic rocks
34942744,Cambisols,Agricultural areas,109.61,metamorphic rocks
34722748,Cambisols,Agricultural areas,73.44,metamorphic rocks
32602852,Cambisols,Agricultural areas,31.69,metamorphic rocks
32802920,Cambisols,Agricultural areas,69.31,metamorphic rocks
32782906,Cambisols,Agricultural areas,88.5,metamorphic rocks
33082864,Cambisols,Agricultural areas,150.96,metamorphic rocks
33062848,Cambisols,Agricultural areas,87.86,metamorphic rocks
33262896,Cambisols,Agricultural areas,137.56,metamorphic rocks
33282856,Cambisols,Agricultural areas,98.15,metamorphic rocks
33342884,Cambisols,Agricultural areas,224.13,metamorphic rocks
33322870,Cambisols,Agricultural areas,246.27,metamorphic rocks
33422902,Cambisols,Agricultural areas,233.3,metamorphic rocks
33422866,Cambisols,Agricultural areas,163.73,metamorphic rocks
33502852,Cambisols,Agricultural areas,113.69,metamorphic rocks
33562836,Cambisols,Agricultural areas,63.86,metamorphic rocks
33682898,Cambisols,Agricultural areas,212.74,metamorphic rocks
33622846,Cambisols,Agricultural areas,92.05,metamorphic rocks
33582822,Cambisols,Agricultural areas,56.9,metamorphic rocks
33642852,Cambisols,Agricultural areas,95.42,metamorphic rocks
33582814,Cambisols,Agricultural areas,43.18,metamorphic rocks
33722838,Cambisols,Agricultural areas,113.46,metamorphic rocks
33782872,Cambisols,Artificial surfaces,244.87,metamorphic rocks
33762832,Cambisols,Agricultural areas,140.4,metamorphic rocks
33842866,Cambisols,Agricultural areas,183.9,metamorphic rocks
33802810,Cambisols,Agricultural areas,127.99,metamorphic rocks
33822802,Cambisols,Agricultural areas,47.95,metamorphic rocks
33902770,Cambisols,Agricultural areas,33.69,metamorphic rocks
34262824,Cambisols,Agricultural areas,52.02,metamorphic rocks
34382818,Cambisols,Agricultural areas,30.01,metamorphic rocks
34322776,Cambisols,Agricultural areas,22.74,metamorphic rocks
34102872,Cambisols,Agricultural areas,112.6,metamorphic rocks
34122850,Cambisols,Agricultural areas,78.58,metamorphic rocks
34122882,Cambisols,Agricultural areas,76.51,metamorphic rocks
34202854,Cambisols,Agricultural areas,52.84,metamorphic rocks
34202866,Cambisols,Agricultural areas,99.93,metamorphic rocks
34282836,Cambisols,Agricultural areas,122.4,metamorphic rocks
34462890,Cambisols,Forest and semi natural areas,52.05,metamorphic rocks
34562872,Cambisols,Agricultural areas,68.58,metamorphic rocks
33442932,Cambisols,Agricultural areas,98.68,metamorphic rocks
34723000,Cambisols,Agricultural areas,76.17,metamorphic rocks
34803004,Cambisols,Agricultural areas,99.82,metamorphic rocks
34562818,Cambisols,Agricultural areas,34.79,metamorphic rocks
34622842,Cambisols,Agricultural areas,57.6,metamorphic rocks
34662858,Cambisols,Agricultural areas,58.7,metamorphic rocks
34762898,Cambisols,Agricultural areas,5.82,metamorphic rocks
34622806,Cambisols,Agricultural areas,81.84,metamorphic rocks
