POINT_ID,SHI,height_m,temp_c_mean_1995_2024,rain_mmsqm_mean_1995_2024,land_use,land_cover,lon_x,lat_y,kg_climate_class_label,geom
40902848,3.5,291.63,10.41,799.29,Forestry,Woodland,6.86179778,48.70109171,Cfb,"c(6.86179778060584, 48.7010917062652)"
40402890,3.5,169.34,11.02,688.27,Agriculture,Cropland,6.15437098,49.05708954,Cfb,"c(6.15437098024937, 49.0570895443244)"
40442880,3.45,224.73,10.75,682.62,Agriculture,Grassland,6.21591819,48.96914577,Cfb,"c(6.21591818706834, 48.9691457724272)"
40562870,3.55,215.24,10.74,712.54,Agriculture,Cropland,6.38617302,48.88474551,Cfb,"c(6.38617301512999, 48.8847455104058)"
40602894,3.1,277.98,10.57,735.63,Agriculture,Cropland,6.42507415,49.10207622,Cfb,"c(6.42507414814316, 49.1020762199343)"
40622908,3.4,212.4,10.61,743.43,Agriculture,Cropland,6.44333736,49.22869396,Cfb,"c(6.44333735584496, 49.2286939627091)"
40682920,3.5,248.16,10.5,815.78,Agriculture,Cropland,6.51795987,49.33905606,Cfb,"c(6.51795987060261, 49.3390560608137)"
40682902,3.05,329.71,10.2,781.94,Agriculture,Cropland,6.5294338,49.17737672,Cfb,"c(6.52943380330177, 49.1773767239245)"
40702880,2.9,272.02,10.45,741.56,Agriculture,Cropland,6.57061886,48.98059391,Cfb,"c(6.57061885735432, 48.9805939064564)"
40722884,2.25,267.82,10.42,748.39,Agriculture,Cropland,6.59543325,49.01736217,Cfb,"c(6.59543325085003, 49.017362168429)"
40782882,3.35,252.97,10.43,758.07,Agriculture,Cropland,6.67857898,49.00185828,Cfb,"c(6.67857898110505, 49.0018582844284)"
40982890,3.2,268.94,10.7,776.36,Forestry,Woodland,6.94720855,49.08152024,Cfb,"c(6.9472085450109, 49.0815202443918)"
41062870,3.8,221.07,10.64,787.48,Agriculture,Grassland,7.06730716,48.90472178,Cfb,"c(7.06730716439462, 48.9047217808455)"
41242892,3.7,340.15,10.1,873.87,Agriculture,Grassland,7.30185019,49.10862433,Cfb,"c(7.3018501898065, 49.1086243305842)"
39602980,3.75,323.78,9.58,1155,Forestry,Woodland,4.97958843,49.82145166,Cfb,"c(4.97958843299004, 49.8214516614671)"
39622978,3.85,270.35,9.33,1211.46,Forestry,Woodland,5.00918674,49.80474076,Cfb,"c(5.00918674279631, 49.804740755885)"
39642992,3.65,394.95,9.29,1123.92,Forestry,Woodland,5.02391485,49.93151291,Cfb,"c(5.02391485333965, 49.9315129070801)"
40283004,3.4,472.59,9.04,790.96,Agriculture,Cropland,5.90492008,50.07472064,Cfb,"c(5.90492007583563, 50.0747206424604)"
40783066,3.15,293.5,10.11,692.5,Agriculture,Cropland,6.56250642,50.65437973,Cfb,"c(6.56250642342544, 50.6543797257296)"
40883024,3.85,514.62,8.4,792.5,Agriculture,Grassland,6.73005161,50.28135716,Cfb,"c(6.73005160973325, 50.2813571576013)"
41403088,3.85,200.7,10.07,1033.9,Forestry,Woodland,7.42793796,50.87483445,Cfb,"c(7.42793795981535, 50.8748344496588)"
41543076,3.45,173.82,9.99,986.61,Agriculture,Grassland,7.63222898,50.7712783,Cfb,"c(7.63222898332216, 50.7712783030965)"
41642978,3.05,213.88,10.77,553.61,Agriculture,Cropland,7.81492574,49.89347668,Cfb,"c(7.81492574199467, 49.8934766780426)"
41783032,3.05,185.85,9.85,686.05,Agriculture,Cropland,7.98931788,50.38236788,Cfb,"c(7.98931788452163, 50.3823678798627)"
41783068,3.85,503.12,9.04,1017.71,Agriculture,Grassland,7.97544947,50.70586967,Cfb,"c(7.97544947057934, 50.7058696742368)"
41963126,3.3,348.96,8.31,1057.34,Agriculture,Cropland,8.21021133,51.23125447,Cfb,"c(8.2102113302252, 51.2312544673088)"
42183148,3.35,453.49,8.94,915.13,Forestry,Woodland,8.5187598,51.43336942,Cfb,"c(8.51875980278014, 51.4333694156558)"
42223056,3.1,204.87,9.83,691.38,Agriculture,Grassland,8.60143847,50.60726911,Cfb,"c(8.60143846764829, 50.6072691098794)"
42263076,3.75,280.16,9.65,736.44,Forestry,Woodland,8.6527741,50.78770151,Cfb,"c(8.65277409850382, 50.7877015058418)"
44163086,3.65,448.21,8.62,654.08,Forestry,Woodland,11.34982453,50.87757821,Dfb,"c(11.3498245276117, 50.8775782093377)"
44623090,2.9,298.66,9.62,589.35,Agriculture,Cropland,12.00472116,50.90404692,Cfb,"c(12.0047211634182, 50.9040469199558)"
42483154,3.35,340.39,9.07,715.2,Forestry,Woodland,8.94888366,51.49196437,Cfb,"c(8.94888365635297, 51.4919643666792)"
42543140,3.4,277.4,9.12,645.74,Forestry,Woodland,9.03791645,51.36688581,Cfb,"c(9.03791644557289, 51.3668858135798)"
42543086,3.45,305.08,9.23,677.31,Forestry,Woodland,9.04796887,50.88153691,Cfb,"c(9.04796886956404, 50.8815369088643)"
42562962,3.05,269.69,9.87,821.8,Agriculture,Grassland,9.09785076,49.76702471,Cfb,"c(9.09785075750716, 49.7670247125935)"
42603190,2.6,169.88,9.65,850.43,Agriculture,Cropland,9.11537428,51.81692561,Cfb,"c(9.11537427813647, 51.8169256142901)"
42623116,2.85,188.51,9.22,600.8,Agriculture,Bareland,9.15674493,51.15206736,Cfb,"c(9.15674492778665, 51.1520673617589)"
42643222,3.75,298.6,9.93,790.6,Forestry,Woodland,9.16807486,52.10492319,Cfb,"c(9.16807485542, 52.1049231948165)"
42643126,3.05,278.06,8.88,634.45,Agriculture,Bareland,9.18373777,51.24215157,Cfb,"c(9.18373777091697, 51.2421515731669)"
42683096,2.7,245.26,9.45,653.72,Agriculture,Cropland,9.24542909,50.97288993,Cfb,"c(9.24542908507313, 50.9728899312389)"
42683078,2.6,267.27,9.41,661.8,Agriculture,Bareland,9.24804688,50.81109237,Cfb,"c(9.24804688351301, 50.8110923736396)"
42763084,3.5,355.89,9.04,669.7,Forestry,Woodland,9.36080473,50.86570957,Cfb,"c(9.36080473172332, 50.8657095667459)"
42763074,3.55,349.62,8.82,692.01,Agriculture,Grassland,9.36203486,50.77581895,Cfb,"c(9.362034855394, 50.7758189527906)"
42783106,3.05,193.81,9.71,595.48,Agriculture,Grassland,9.38660623,51.06361641,Cfb,"c(9.38660622665046, 51.0636164127945)"
42843218,3.25,158.39,10.02,736.06,Forestry,Woodland,9.46039914,52.07066744,Cfb,"c(9.46039914059411, 52.0706674412184)"
42943084,3.5,419.33,9.28,669.42,Forestry,Woodland,9.61647713,50.86684024,Cfb,"c(9.61647713239641, 50.8668402350346)"
43023106,3.65,379.06,9.1,724.87,Forestry,Woodland,9.72896086,51.06492096,Cfb,"c(9.7289608563018, 51.064920960153)"
43083104,3.75,323.98,9.18,711.86,Forestry,Woodland,9.81462372,51.04711144,Cfb,"c(9.81462372357876, 51.0471114370892)"
43123120,3.65,412.36,9.1,758.95,Forestry,Woodland,9.87126248,51.19100966,Cfb,"c(9.87126248037462, 51.1910096600287)"
43123128,3,346.12,8.59,822.28,Agriculture,Grassland,9.87106134,51.26291853,Cfb,"c(9.87106133557529, 51.2629185335876)"
43123092,3.35,268.16,9.23,699.8,Agriculture,Grassland,9.87196041,50.93931967,Cfb,"c(9.87196040569393, 50.9393196739146)"
43143096,3.75,392.76,9.1,710.22,Forestry,Woodland,9.90033651,50.97530426,Cfb,"c(9.90033651190905, 50.9753042583015)"
43223216,3.85,198.95,9.82,730.45,Forestry,Woodland,10.01457821,52.05392305,Cfb,"c(10.0145782064199, 52.0539230527909)"
43263126,3.85,513.19,9.04,689.51,Forestry,Woodland,10.07160466,51.24499073,Cfb,"c(10.0716046611268, 51.2449907346023)"
43403168,3.75,193.74,9.52,757.42,Agriculture,Grassland,10.27435101,51.62219833,Cfb,"c(10.2743510105111, 51.6221983328779)"
43503136,2.85,473.22,8.67,676.67,Agriculture,Cropland,10.41611594,51.33415553,Dfb,"c(10.416115942367, 51.3341555253326)"
43543126,3.1,247.75,9.18,611.78,Agriculture,Cropland,10.47258486,51.24405372,Cfb,"c(10.4725848576368, 51.2440537216988)"
42303034,3.3,153.2,10.32,591.99,Agriculture,Cropland,8.71981466,50.41083803,Cfb,"c(8.71981465612891, 50.4108380297387)"
42323086,2.7,220.96,9.49,698.05,Agriculture,Cropland,8.73541151,50.87854167,Cfb,"c(8.73541150645418, 50.8785416716907)"
42323042,2.85,219.79,10.32,591.99,Agriculture,Cropland,8.74603739,50.48305908,Cfb,"c(8.74603738956908, 50.4830590849058)"
42583236,2.75,95.64,10.41,722.56,Agriculture,Cropland,9.0779186,52.23008358,Cfb,"c(9.07791859514509, 52.2300835799646)"
43682854,3.55,426.1,9.21,668.76,Agriculture,Grassland,10.6395324,48.79746434,Cfb,"c(10.6395323974037, 48.7974643406997)"
42482812,3.85,476.44,9.84,758.4,Agriculture,Cropland,9.0141862,48.41708053,Cfb,"c(9.0141862034025, 48.4170805270297)"
42502820,3.85,348.11,9.84,758.4,Agriculture,Grassland,9.03981867,48.48928323,Cfb,"c(9.03981866987596, 48.4892832319707)"
43942996,3.6,408.87,8.89,755.79,Agriculture,Grassland,11.01964097,50.07177141,Dfb,"c(11.0196409677429, 50.0717714064852)"
44402962,3.9,516.2,8.31,835.19,Agriculture,Grassland,11.65145058,49.75858497,Dfb,"c(11.65145058003, 49.75858497028)"
44562976,3.7,481.27,8.46,774.96,Agriculture,Grassland,11.87831359,49.8809741,Dfb,"c(11.8783135864081, 49.8809741022451)"
42543054,3.6,302.66,9.36,799.79,Agriculture,Grassland,9.053804,50.59389623,Cfb,"c(9.05380399841475, 50.5938962332909)"
42583038,3.35,259.16,9.14,887.46,Agriculture,Grassland,9.11300029,50.45051683,Cfb,"c(9.11300029256672, 50.4505168321825)"
42683042,3.8,564.07,8.41,1016.32,Agriculture,Grassland,9.25321537,50.48747753,Dfb,"c(9.25321537489527, 50.4874775257636)"
42743070,3.4,387.82,8.82,692.01,Forestry,Woodland,9.33419444,50.73970212,Cfb,"c(9.33419444423385, 50.7397021188446)"
41323026,2.75,204.02,10.52,561.51,Agriculture,Cropland,7.34600029,50.31529939,Cfb,"c(7.34600029279054, 50.315299393107)"
41883064,3.9,590.68,8.03,1070.59,Agriculture,Grassland,8.11841161,50.672323,Dfb,"c(8.11841160551128, 50.6723230019242)"
43622816,3.45,474.26,9.12,812.92,Agriculture,Grassland,10.55409257,48.45606866,Cfb,"c(10.5540925697261, 48.4560686621575)"
43802766,3.9,620.7,8.87,937.09,Agriculture,Grassland,10.79028519,48.00474266,Dfb,"c(10.7902851944987, 48.0047426602857)"
44062810,2.6,493.03,9.06,864.83,Agriculture,Cropland,11.14743365,48.39752894,Cfb,"c(11.1474336473449, 48.3975289356131)"
44482834,3.15,460.3,9.25,762.7,Agriculture,Cropland,11.72163602,48.60605049,Dfb,"c(11.7216360247058, 48.606050491138)"
45162820,3.1,483.92,9.29,796.8,Agriculture,Grassland,12.63624948,48.46209643,Dfb,"c(12.6362494797874, 48.462096425562)"
45222812,2.85,415.7,9.33,842.05,Agriculture,Cropland,12.71341771,48.38822096,Cfb,"c(12.7134177140412, 48.3882209589227)"
45702780,3.65,678.83,9.16,1253.03,Forestry,Woodland,13.34162619,48.08287618,Dfb,"c(13.341626187692, 48.0828761769735)"
45762794,3.05,466.24,9.88,927.89,Agriculture,Cropland,13.4305462,48.20621949,Dfb,"c(13.430546203052, 48.2062194943397)"
45842808,2.7,431.87,10.02,874.61,Agriculture,Cropland,13.54684775,48.32862056,Dfb,"c(13.5468477510758, 48.3286205649952)"
45982782,3.75,475.72,10.25,999.46,Forestry,Woodland,13.71817178,48.08881508,Dfb,"c(13.7181717821668, 48.0888150829515)"
46002792,4,442.99,9.97,922.26,Forestry,Woodland,13.75161667,48.17775204,Dfb,"c(13.7516166726532, 48.1777520434568)"
42602992,2.6,331.72,9.97,816.48,Agriculture,Cropland,9.14859682,50.03718487,Cfb,"c(9.14859682234935, 50.0371848675378)"
36602618,3.65,311.27,11.49,929.75,Agriculture,Grassland,1.4033456499999999,46.33057023,Cfb,"c(1.40334565439879, 46.3305702310417)"
36742604,3.8,396.01,11.17,956.29,Agriculture,Cropland,1.60375541,46.21980812,Cfb,"c(1.60375541125722, 46.2198081233205)"
36882622,3.4,313.27,11.43,856.88,Agriculture,Cropland,1.75931729,46.39485341,Cfb,"c(1.75931728684761, 46.3948534145918)"
37002606,3.8,387.85,10.58,935.21,Agriculture,Grassland,1.93611855,46.26358017,Cfb,"c(1.93611855474606, 46.2635801662725)"
37242618,3.4,477.75,10.74,879.23,Agriculture,Cropland,2.23013806,46.3939474,Cfb,"c(2.23013805606298, 46.3939474046072)"
37242640,3.45,235.26,11.59,779.95,Agriculture,Cropland,2.20128501,46.59082362,Cfb,"c(2.201285012877, 46.590823616926)"
37382614,3.9,365.82,11.13,777.98,Agriculture,Grassland,2.41632633,46.37115121,Cfb,"c(2.41632632592037, 46.3711512100446)"
37442606,3.75,381.97,11.74,684.23,Agriculture,Grassland,2.50397556,46.3049999,Cfb,"c(2.50397555827821, 46.3049999046923)"
38022606,3.65,301.12,11.64,713.99,Agriculture,Grassland,3.25367262,46.35499137,Cfb,"c(3.25367261599471, 46.354991369717)"
38502676,3.9,257.87,11.12,1035.94,Agriculture,Grassland,3.80186366,47.02021334,Cfb,"c(3.80186366063684, 47.020213344566)"
38522650,3.8,276.8,11.32,881.41,Agriculture,Grassland,3.85539634,46.78854965,Cfb,"c(3.85539634080478, 46.7885496495276)"
38542640,3.4,298.85,11.32,881.41,Agriculture,Cropland,3.89187689,46.70034414,Cfb,"c(3.89187689385579, 46.7003441427935)"
38562650,3.8,275.65,11.18,893.95,Agriculture,Grassland,3.90759538,46.79151655,Cfb,"c(3.90759538081526, 46.7915165542244)"
38622634,3.75,321.11,11.21,852.38,Agriculture,Grassland,4.00221298,46.65239093,Cfb,"c(4.00221298440531, 46.6523909273582)"
36582596,3.85,366.73,11.58,996.4,Agriculture,Grassland,1.40918449,46.1318536,Cfb,"c(1.40918449438429, 46.131853599367)"
36862590,3.75,568.24,10.79,1012.74,Forestry,Woodland,1.77759265,46.10666537,Cfb,"c(1.77759264898792, 46.1066653742697)"
37362588,3.3,479.78,10.7,816.37,Agriculture,Grassland,2.42349655,46.13653346,Cfb,"c(2.42349655086194, 46.1365334615417)"
37422586,3.3,511.05,10.81,786.62,Agriculture,Cropland,2.50324449,46.12409379,Cfb,"c(2.50324449425245, 46.1240937921122)"
37562596,3.55,537.67,10.92,757.87,Agriculture,Grassland,2.67125924,46.2262081,Cfb,"c(2.67125923602456, 46.2262081021221)"
37682582,3.75,630.77,10.54,773.11,Forestry,Woodland,2.84281086,46.11130569,Cfb,"c(2.84281085915635, 46.1113056942397)"
37742592,3.9,438.85,11.08,743.86,Forestry,Woodland,2.90823199,46.20607696,Cfb,"c(2.90823198545023, 46.2060769645745)"
37882584,3,327.9,11.25,710.33,Agriculture,Cropland,3.09804513,46.14623561,Cfb,"c(3.09804513087275, 46.1462356095451)"
38822584,3.5,407.54,10.78,907.62,Forestry,Woodland,4.31070666,46.21784913,Cfb,"c(4.31070666038711, 46.2178491301103)"
38902586,3.85,520.82,10.2,972.62,Agriculture,Grassland,4.41217246,46.24126363,Cfb,"c(4.41217245896098, 46.2412636299677)"
38922584,3.65,661.67,10.2,972.62,Forestry,Woodland,4.43987825,46.22465726,Cfb,"c(4.43987825152299, 46.2246572607897)"
39022590,3.1,414.58,10.54,953.61,Agriculture,Cropland,4.56362119,46.28518443,Cfb,"c(4.56362118625456, 46.2851844252354)"
38762644,3.45,375.61,11.05,868.75,Agriculture,Grassland,4.17461399,46.75213893,Cfb,"c(4.1746139914855, 46.7521389320589)"
38882650,3.8,322.83,10.45,887.44,Agriculture,Grassland,4.32537424,46.81434236,Cfb,"c(4.32537424044216, 46.8143423644144)"
39082654,3.2,323.36,10.99,814.44,Agriculture,Grassland,4.5829577,46.86369172,Cfb,"c(4.58295770168516, 46.8636917213258)"
38762662,3.75,359.37,10.58,933.21,Forestry,Woodland,4.15673202,46.91363253,Cfb,"c(4.15673201909747, 46.9136325288223)"
38902676,3.3,316.15,10.58,839.79,Agriculture,Cropland,4.32635825,47.04901887,Cfb,"c(4.32635825361126, 47.0490188692804)"
38722690,3.75,622.43,9.91,1153.49,Forestry,Woodland,4.07605396,47.16194492,Cfb,"c(4.07605396428938, 47.1619449195734)"
38722726,3.25,304.91,11.07,869.29,Agriculture,Bareland,4.0390899,47.48479993,Cfb,"c(4.03908990025021, 47.4847999268233)"
35922558,2.75,224.99,12.31,982.62,Agriculture,Grassland,0.62074652,45.72072173,Cfb,"c(0.620746522680467, 45.7207217261134)"
35942566,3,240.51,12.31,982.62,Agriculture,Cropland,0.63390425,45.79440932,Cfb,"c(0.633904248260443, 45.7944093235556)"
35942542,2.55,207,12.56,966.21,Agriculture,Cropland,0.67079863,45.58011604,Cfb,"c(0.670798632241836, 45.5801160368549)"
36102588,3.15,220.51,12.07,871.58,Semi natural and natural,Woodland,0.80478839,46.00877927,Cfb,"c(0.804788385581547, 46.0087792689143)"
35962540,3.25,256.78,12.56,966.21,Agriculture,Grassland,0.69928261,45.56450417,Cfb,"c(0.699282610144159, 45.56450416751)"
36282504,3.55,186.69,12.54,929.29,Agriculture,Grassland,1.158484,45.27785366,Cfb,"c(1.15848400405195, 45.2778536618816)"
36302512,3.65,296.85,12.23,995.52,Forestry,Woodland,1.17231289,45.35150456,Cfb,"c(1.17231288998078, 45.35150456261)"
36322504,3.4,193.68,12.49,939.62,Agriculture,Cropland,1.2091098,45.28210711,Cfb,"c(1.20910979855232, 45.2821071071108)"
36362512,3.55,342.81,12.1,1017.33,Forestry,Woodland,1.24835599,45.35786691,Cfb,"c(1.24835599047022, 45.3578669140107)"
36382514,3.8,316.02,12.1,1017.33,Agriculture,Grassland,1.27086258,45.37785816,Cfb,"c(1.27086258297272, 45.3778581647932)"
36882384,3.8,418.94,12.21,841.12,Agriculture,Grassland,2.07259702,44.26434247,Cfb,"c(2.07259702147705, 44.264342471319)"
36962384,3.8,550.72,11.73,898.89,Agriculture,Grassland,2.17216047,44.27192447,Cfb,"c(2.17216046514406, 44.271924467412)"
36982404,3.45,514.15,11.86,911.79,Agriculture,Grassland,2.17230757,44.45304684,Cfb,"c(2.17230756760167, 44.4530468405284)"
37022386,3.1,646.38,11.63,910.71,Agriculture,Grassland,2.24439849,44.29547532,Cfb,"c(2.24439849322695, 44.2954753232434)"
37062384,3.6,678.52,11.63,910.71,Agriculture,Cropland,2.29664792,44.28126769,Cfb,"c(2.29664792320095, 44.2812676897687)"
37082380,3.1,528.7,11.44,894.8,Agriculture,Grassland,2.32639752,44.24725935,Cfb,"c(2.3263975186712, 44.2472593546318)"
37202358,3.75,488.48,11.67,866.52,Forestry,Woodland,2.50175851,44.06093832,Cfb,"c(2.50175851283947, 44.0609383164373)"
37342314,3.65,1210.51,9.71,1177.74,Forestry,Woodland,2.72562177,43.67861451,Cfb,"c(2.72562176992632, 43.6786145081545)"
37442368,3.65,896.71,9.83,963.64,Agriculture,Cropland,2.78825849,44.17187204,Cfb,"c(2.78825848760934, 44.1718720425446)"
37462370,3.2,890.65,9.55,950.76,Agriculture,Cropland,2.8108606,44.19154818,Cfb,"c(2.81086059886064, 44.1915481790455)"
36842488,3.85,552.09,11.43,1183.78,Semi natural and natural,Woodland,1.88898201,45.19196479,Cfb,"c(1.88898201319382, 45.191964793103)"
36742492,3.4,351.33,11.79,1120.37,Agriculture,Grassland,1.75718669,45.2179064,Cfb,"c(1.75718668922252, 45.2179063991939)"
36682522,3.4,406.1,11.81,1112.22,Agriculture,Cropland,1.64054157,45.48034183,Cfb,"c(1.64054156611691, 45.4803418346082)"
36902560,3.65,703.68,10.09,1207.65,Forestry,Woodland,1.86959463,45.84223463,Cfb,"c(1.86959463458173, 45.8422346346388)"
37102564,3.9,649.75,9.89,1017.73,Agriculture,Grassland,2.12038961,45.89737948,Cfb,"c(2.12038960738186, 45.8973794809109)"
37202566,3.5,583.63,9.83,924.59,Agriculture,Grassland,2.24596953,45.92473111,Cfb,"c(2.24596952628718, 45.9247311128535)"
36602568,3.75,381.3,11.76,1032.88,Forestry,Woodland,1.47463179,45.88360252,Cfb,"c(1.47463179143232, 45.8836025150985)"
36782572,3.1,471.75,11.03,1119.95,Agriculture,Grassland,1.69960516,45.93767385,Cfb,"c(1.69960516204489, 45.9376738458794)"
37382578,3.4,641.63,10.23,885.96,Agriculture,Cropland,2.46180718,46.04881667,Cfb,"c(2.46180717806799, 46.0488166686847)"
38722484,3.9,799.77,10.49,764.49,Agriculture,Grassland,4.27676868,45.31302884,Cfb,"c(4.2767686775094, 45.3130288356363)"
38462488,3.4,856.11,8.88,813.58,Agriculture,Cropland,3.94263158,45.33046031,Cfb,"c(3.9426315810775, 45.3304603087522)"
38622498,3.9,613.32,10.92,732.34,Agriculture,Grassland,4.13637545,45.43176313,Cfb,"c(4.13637544522809, 45.4317631327931)"
38442534,3.75,1005.99,8.83,1010.45,Forestry,Woodland,3.87119883,45.74190124,Cfb,"c(3.87119882638972, 45.74190124139)"
38262534,3.75,511.86,9.72,915.76,Forestry,Woodland,3.64087785,45.72831822,Cfb,"c(3.64087785361249, 45.728318223805)"
38422548,3.6,665.44,10.05,869.11,Agriculture,Cropland,3.83135586,45.86605227,Cfb,"c(3.83135586397492, 45.8660522740617)"
38462556,3.8,871.81,9.1,1054.15,Agriculture,Cropland,3.87455466,45.94081369,Cfb,"c(3.87455465714092, 45.9408136905249)"
38422560,3.75,1059.59,9.1,1054.15,Forestry,Woodland,3.81907618,45.97372979,Cfb,"c(3.81907617703519, 45.973729794388)"
38542564,3.8,346.94,11.37,737.47,Agriculture,Grassland,3.96932116,46.01848554,Cfb,"c(3.96932115766643, 46.0184855421437)"
38782566,3.35,538.79,11.08,777.49,Agriculture,Grassland,4.27625601,46.05350016,Cfb,"c(4.27625600842176, 46.0535001599379)"
38942568,3.9,434.16,10.51,853.52,Agriculture,Grassland,4.48047457,46.08233908,Cfb,"c(4.48047456760731, 46.0823390837744)"
38962578,3.5,648.31,9.99,939.35,Agriculture,Grassland,4.49707584,46.17346418,Cfb,"c(4.49707583548619, 46.173464178004)"
39002614,3.65,296.15,10.98,872.18,Agriculture,Grassland,4.51567541,46.49933799,Cfb,"c(4.51567540886475, 46.4993379933406)"
41322778,3.1,185.7,11.53,587.37,Agriculture,Cropland,7.46383134,48.08636703,Cfb,"c(7.46383133565783, 48.0863670301423)"
41342782,3.35,181.35,11.49,589.13,Agriculture,Cropland,7.4888733,48.1229494,Cfb,"c(7.48887330455071, 48.1229494049063)"
41582848,2.5,145.63,11.41,731.44,Agriculture,Cropland,7.78499697,48.72329658,Cfb,"c(7.78499697246113, 48.7232965815811)"
41822870,2.75,151.19,11.54,781.96,Agriculture,Cropland,8.10345752,48.92712459,Cfb,"c(8.10345752272151, 48.9271245855936)"
43162914,3.15,469.95,9.56,796.2,Agriculture,Cropland,9.93121467,49.33893916,Cfb,"c(9.93121467095519, 49.3389391637495)"
43283052,3.9,697.49,7.46,952.55,Agriculture,Grassland,10.09882346,50.57976424,Dfb,"c(10.0988234560156, 50.5797642400094)"
42682790,3.8,785.43,7.75,867.34,Forestry,Woodland,9.28705468,48.22122929,Dfb,"c(9.28705468476812, 48.2212292866618)"
42722806,3.35,747,7.86,901.48,Agriculture,Cropland,9.33897878,48.36551222,Dfb,"c(9.33897878182232, 48.3655122197911)"
42802824,3.75,692.62,8.73,962.33,Forestry,Woodland,9.4451128,48.52803778,Dfb,"c(9.44511280424472, 48.5280377805134)"
42862808,3.85,779.74,7.88,868.28,Agriculture,Cropland,9.52766789,48.38447238,Dfb,"c(9.52766788907269, 48.3844723779158)"
42942810,3.9,775.11,7.76,919.84,Agriculture,Grassland,9.63549754,48.40287369,Dfb,"c(9.63549754410788, 48.4028736908558)"
43182820,2.8,598.69,8.74,740.77,Agriculture,Cropland,9.95942692,48.49343209,Dfb,"c(9.95942691818131, 48.4934320881717)"
43262834,3.2,584.62,8.47,846.04,Agriculture,Grassland,10.06779193,48.61936547,Dfb,"c(10.0677919288744, 48.6193654720301)"
43862872,3.1,528.77,9.09,756.48,Agriculture,Cropland,10.88733194,48.95768733,Dfb,"c(10.8873319394029, 48.9576873321434)"
44042974,3.35,408.7,8.87,872.78,Agriculture,Cropland,11.15452497,49.87265038,Dfb,"c(11.1545249748538, 49.8726503828888)"
44762764,3.95,495.12,9.4,1045.68,Agriculture,Grassland,12.07502674,47.97000493,Dfb,"c(12.0750267395959, 47.9700049310973)"
45442766,3.75,459.46,10.12,1103.73,Forestry,Woodland,12.98566922,47.96704562,Dfb,"c(12.9856692210912, 47.9670456156598)"
45462760,3.55,665.6,9.71,1279.96,Agriculture,Grassland,13.00923883,47.91237505,Dfb,"c(13.0092388323886, 47.9123750493862)"
45902768,3.5,495.35,9.59,1226.85,Agriculture,Cropland,13.60202602,47.96658069,Dfb,"c(13.602026017963, 47.9665806946083)"
46142788,3.15,346.9,10.22,889.32,Agriculture,Cropland,13.93676805,48.13526329,Cfb,"c(13.9367680518001, 48.1352632949127)"
46342786,3.05,322.23,10.47,881.57,Agriculture,Cropland,14.2035016,48.10738759,Cfb,"c(14.2035015961748, 48.107387594564)"
46722786,2.95,368.73,10.22,1005.57,Agriculture,Cropland,14.71266799,48.0867641,Dfb,"c(14.7126679902737, 48.0867640971387)"
46722792,3.45,307.19,10.53,846.4,Agriculture,Cropland,14.71767565,48.14062552,Dfb,"c(14.717675646171, 48.1406255170208)"
47482810,3.1,228.83,10.85,668.65,Agriculture,Cropland,15.75417784,48.25366633,Cfb,"c(15.7541778375211, 48.2536663279296)"
42602746,3.8,693.1,8.75,862.97,Agriculture,Cropland,9.1857986,47.82458463,Cfb,"c(9.18579859652227, 47.8245846313783)"
43022764,3.55,587.33,8.67,923.87,Agriculture,Grassland,9.74558347,47.98929011,Cfb,"c(9.74558346617563, 47.9892901095301)"
43022722,3.95,534.35,9.37,1406.3,Agriculture,Grassland,9.74745088,47.61132489,Cfb,"c(9.74745087657749, 47.6113248894177)"
43202746,3.8,657.3,8.26,1181.92,Agriculture,Grassland,9.98665196,47.8276057,Dfb,"c(9.98665195838509, 47.827605704296)"
40102530,3.5,548.07,10.12,1302.09,Agriculture,Grassland,6.00221974,45.80758126,Cfb,"c(6.00221973709133, 45.807581256162)"
39982712,3.45,201.51,11.39,894.26,Agriculture,Cropland,5.718339,47.43753027,Cfb,"c(5.71833899913103, 47.4375302688369)"
40062714,3.2,268,11.18,961.31,Forestry,Woodland,5.82273625,47.45960948,Cfb,"c(5.82273624628071, 47.4596094799123)"
39082546,2.85,323.17,12.19,703.79,Agriculture,Cropland,4.68036923,45.89393806,Cfb,"c(4.68036923119494, 45.8939380558418)"
39262586,2.55,173.43,12.28,807.98,Agriculture,Cropland,4.87756156,46.26460176,Cfa,"c(4.8775615642747, 46.2646017609916)"
39362548,3.05,293.58,12.01,881.19,Fallow land,Grassland,5.03841873,45.92931443,Cfb,"c(5.03841872809497, 45.9293144332869)"
39362596,3.35,196.36,12,851.57,Agriculture,Cropland,4.9985189,46.36055619,Cfb,"c(4.9985188997513, 46.3605561914282)"
39382558,2.8,277.08,11.9,895.24,Agriculture,Cropland,5.05592542,46.02036701,Cfb,"c(5.05592542329883, 46.0203670084279)"
39422614,3.05,202.47,11.81,879.97,Agriculture,Cropland,5.06132042,46.52585629,Cfb,"c(5.0613204176202, 46.5258562885278)"
39482550,2.8,290.41,11.9,944.99,Agriculture,Cropland,5.19109126,45.95437792,Cfb,"c(5.19109126325637, 45.9543779188125)"
39482622,3.55,193.84,11.83,904.98,Agriculture,Grassland,5.13273448,46.60128209,Cfb,"c(5.1327344807382, 46.6012820866012)"
